order_id,customer_id,order_date,status,region_code
ORD00091,CUST0039,2025-09-19 18:02:08,DELIVERED,SOUTH
ORD00092,,2026-04-11 00:36:06,PLACED,EAST
ORD00093,CUST0708,2025-12-29 06:23:58,PLACED,WEST
ORD00094,CUST0276,2026-06-30 08:56:17,DELIVERED,EAST
ORD00095,CUST0311,2025-08-06 01:01:48,DELIVERED,WEST
ORD00096,CUST0713,2024-06-06 13:48:34,RETURNED,SOUTH
ORD00097,CUST0138,2025-07-12 09:21:41,RETURNED,WEST
ORD00098,CUST0793,27-12-2025,DELIVERED,WEST
ORD00099,CUST0620,2025-09-29 10:00:50,PLACED,WEST
ORD00100,CUST0217,25-11-2025,DELIVERED,CENTRAL
ORD00101,CUST0383,2025-04-08 15:45:08,DELIVERED,SOUTH
ORD00102,CUST0068,2025-06-10 15:45:17,DELIVERED,WEST
ORD00103,CUST0139,2026-03-25 10:48:24,CANCELLED,NORTH
ORD00104,CUST0178,2024-11-21 10:44:31,CANCELLED,SOUTH
ORD00105,CUST0060,2026-03-10 21:25:04,PLACED,NORTH
ORD00106,CUST0370,2024-11-05 07:21:01,DELIVERED,WEST
ORD00107,CUST0518,2025-09-08 15:04:50,DELIVERED,NORTH
ORD00108,CUST0698,16-04-2025,SHIPPED,WEST
ORD00109,CUST0609,2026-04-14 11:58:14,SHIPPED,WEST
ORD00110,CUST0601,2026-05-06 11:12:39,DELIVERED,SOUTH
ORD00111,CUST0265,2026-04-10 20:49:25,CANCELLED,NORTH
ORD00112,CUST0292,2025-09-27 15:51:25,DELIVERED,SOUTH
ORD00113,CUST0586,2026-02-03 17:05:14,RETURNED,SOUTH
ORD00114,CUST0663,2025-06-21 20:23:33,DELIVERED,EAST
ORD00115,CUST0668,2025-10-24 01:46:02,DELIVERED,NORTH
ORD00116,CUST0486,2024-07-24 13:01:36,DELIVERED,CENTRAL
ORD00117,CUST0009,2026-03-01 21:41:16,DELIVERED,EAST
ORD00118,CUST0730,2025-03-03 18:51:24,DELIVERED,WEST
ORD00119,CUST0358,2025-12-14 00:41:11,DELIVERED,WEST
ORD00120,CUST0310,2026-05-09 18:47:15,CANCELLED,WEST
ORD00121,CUST0599,2025-11-08 17:37:04,PLACED,EAST
ORD00122,CUST0575,2026-03-21 18:44:22,DELIVERED,NORTH
ORD00123,CUST0494,2026-01-06 09:30:08,DELIVERED,EAST
ORD00124,CUST0656,2026-02-20 06:29:49,CANCELLED,EAST
ORD00125,CUST0672,2026-04-09 07:44:55,RETURNED,EAST
ORD00126,CUST0193,2024-08-20 21:46:09,DELIVERED,SOUTH
ORD00127,CUST0059,2026-06-22 14:18:00,CANCELLED,CENTRAL
ORD00128,CUST0414,2025-09-18 11:01:11,DELIVERED,NORTH
ORD00129,CUST0672,2025-10-25 07:42:05,RETURNED,EAST
ORD00130,CUST0429,2025-08-15 06:16:12,DELIVERED,NORTH
ORD00131,CUST0598,2026-06-07 15:17:15,CANCELLED,EAST
ORD00132,CUST0744,2024-12-11 10:18:02,DELIVERED,WEST
ORD00133,CUST0688,2025-03-07 10:52:15,DELIVERED,SOUTH
ORD00134,CUST0674,2026-02-05 14:29:52,SHIPPED,NORTH
ORD00135,CUST0483,2025-11-29 16:31:32,DELIVERED,CENTRAL
ORD00136,CUST0782,2026-05-14 20:33:31,SHIPPED,EAST
ORD00137,,2025-11-03 16:20:04,SHIPPED,SOUTH
ORD00138,CUST0763,2025-04-22 00:58:07,DELIVERED,EAST
ORD00139,CUST0381,2025-02-08 18:21:08,DELIVERED,WEST
ORD00140,,2026-03-31 22:52:29,PLACED,CENTRAL
ORD00141,CUST0595,2024-04-20 15:06:54,DELIVERED,SOUTH
ORD00142,CUST0513,2025-07-17 01:31:51,CANCELLED,WEST
ORD00143,CUST0543,2025-07-17 17:45:15,DELIVERED,SOUTH
ORD00144,CUST0141,2024-11-07 03:35:53,DELIVERED,CENTRAL
ORD00145,CUST0469,2024-08-10 11:47:00,DELIVERED,SOUTH
ORD00146,CUST0798,2024-05-05 12:52:11,DELIVERED,SOUTH
ORD00147,CUST0321,2024-03-31 02:54:12,PLACED,EAST
ORD00148,CUST0215,2024-09-18 22:04:41,DELIVERED,SOUTH
ORD00149,CUST0502,2024-05-16 18:25:09,SHIPPED,WEST
ORD00150,,2026-03-14 09:11:39,DELIVERED,WEST
ORD00151,CUST0393,2024-01-08 06:04:41,PLACED,SOUTH
ORD00152,CUST0749,2025-09-17 14:13:42,RETURNED,EAST
ORD00153,CUST0776,2026-03-10 05:35:37,SHIPPED,NORTH
ORD00154,CUST0642,2025-12-16 06:23:57,SHIPPED,EAST
ORD00155,CUST0320,2025-12-18 01:43:19,SHIPPED,CENTRAL
ORD00156,CUST0603,2025-04-20 12:47:52,SHIPPED,NORTH
ORD00157,,2025-02-23 21:25:22,DELIVERED,CENTRAL
ORD00158,CUST0611,2026-03-25 04:31:19,DELIVERED,SOUTH
ORD00159,CUST0351,31-01-2026,DELIVERED,SOUTH
ORD00160,CUST0169,2025-09-18 15:31:50,PLACED,SOUTH
ORD00161,CUST0745,2024-07-22 19:42:21,SHIPPED,NORTH
ORD00162,CUST0604,2026-02-22 22:06:09,SHIPPED,EAST
ORD00163,CUST0729,2026-04-14 15:28:32,DELIVERED,WEST
ORD00164,CUST0656,2026-01-24 08:07:40,DELIVERED,CENTRAL
ORD00165,CUST0050,2024-05-01 12:05:32,DELIVERED,NORTH
ORD00166,CUST0050,2024-08-14 20:57:27,DELIVERED,WEST
ORD00167,CUST0127,2026-03-09 03:41:29,DELIVERED,SOUTH
ORD00168,CUST0211,2024-01-15 10:53:55,DELIVERED,NORTH
ORD00169,CUST0679,2025-12-26 03:16:01,DELIVERED,CENTRAL
ORD00170,,2025-10-06 06:27:24,DELIVERED,NORTH
ORD00171,CUST0524,2026-05-26 03:23:12,DELIVERED,EAST
ORD00172,CUST0117,2026-05-30 12:59:16,SHIPPED,SOUTH
ORD00173,CUST0624,2025-10-18 03:35:54,DELIVERED,CENTRAL
ORD00174,CUST0207,2025-12-30 00:04:23,DELIVERED,EAST
ORD00175,CUST0165,2024-11-27 14:34:32,DELIVERED,SOUTH
ORD00176,CUST0705,2026-01-09 08:13:31,DELIVERED,NORTH
ORD00177,CUST0014,2026-06-02 16:08:56,PLACED,NORTH
ORD00178,CUST0588,2026-03-16 19:44:10,DELIVERED,NORTH
ORD00179,CUST0799,2026-03-05 21:45:29,PLACED,NORTH
ORD00180,CUST0263,2026-05-03 02:49:37,SHIPPED,EAST
ORD00181,CUST0271,2025-12-22 05:30:52,PLACED,SOUTH
ORD00182,CUST0041,2025-03-27 09:07:46,DELIVERED,EAST
ORD00183,CUST0437,2024-06-29 01:06:16,PLACED,NORTH
ORD00184,CUST0010,2024-09-21 23:43:07,DELIVERED,SOUTH
ORD00185,CUST0337,2026-02-23 16:47:37,CANCELLED,CENTRAL
ORD00186,CUST0275,2024-05-24 09:28:34,DELIVERED,EAST
ORD00187,CUST0188,2024-08-22 19:57:52,DELIVERED,WEST
ORD00188,CUST0279,22-08-2025,DELIVERED,WEST
ORD00189,CUST0432,2024-09-20 01:57:42,SHIPPED,NORTH
ORD00190,CUST0164,2024-11-27 13:21:08,DELIVERED,CENTRAL
ORD00191,CUST0495,2026-06-02 19:44:54,DELIVERED,SOUTH
ORD00192,CUST0626,2026-03-13 11:32:01,DELIVERED,CENTRAL
ORD00193,CUST0030,2026-05-22 15:20:10,CANCELLED,SOUTH
ORD00194,CUST0495,2026-01-28 06:32:10,SHIPPED,WEST
ORD00195,CUST0452,2024-03-12 09:58:21,PLACED,EAST
ORD00196,,2026-03-26 06:37:47,DELIVERED,CENTRAL
ORD00197,CUST0742,2026-06-27 17:10:57,SHIPPED,EAST
ORD00198,CUST0532,2025-08-10 23:26:31,DELIVERED,SOUTH
ORD00199,CUST0494,2026-03-02 03:18:33,DELIVERED,WEST
ORD00200,CUST0153,2026-05-17 08:34:54,CANCELLED,CENTRAL
ORD00201,CUST0056,2025-10-18 12:32:16,DELIVERED,SOUTH
ORD00202,CUST0518,2025-12-30 00:21:34,CANCELLED,SOUTH
ORD00203,CUST0077,2026-06-16 22:29:28,DELIVERED,EAST
ORD00204,CUST0285,2025-10-23 13:18:09,DELIVERED,CENTRAL
ORD00205,CUST0659,2026-03-17 02:18:58,DELIVERED,SOUTH
ORD00206,,2025-12-14 04:17:13,DELIVERED,CENTRAL
ORD00207,CUST0459,2025-08-06 04:24:16,CANCELLED,WEST
ORD00208,CUST0324,2024-07-03 09:42:43,RETURNED,NORTH
ORD00209,CUST0106,2025-03-26 08:39:37,DELIVERED,CENTRAL
ORD00210,CUST0563,2024-01-01 06:19:38,CANCELLED,CENTRAL
ORD00211,CUST0634,25-01-2026,CANCELLED,CENTRAL
ORD00212,CUST0212,2026-05-05 02:38:18,DELIVERED,EAST
ORD00213,CUST0373,2026-04-27 00:54:43,PLACED,SOUTH
ORD00214,CUST0466,2025-12-04 22:12:32,DELIVERED,CENTRAL
ORD00215,CUST0615,2026-01-04 23:42:07,DELIVERED,EAST
ORD00216,,2026-02-07 23:37:58,SHIPPED,SOUTH
ORD00217,CUST0003,2025-06-14 06:42:56,DELIVERED,EAST
ORD00218,CUST0561,2026-05-23 21:00:52,DELIVERED,NORTH
ORD00219,CUST0047,2024-09-12 00:09:20,DELIVERED,WEST
ORD00220,CUST0110,2025-01-30 00:35:33,DELIVERED,SOUTH
ORD00221,CUST0124,2025-11-22 08:14:34,SHIPPED,SOUTH
ORD00222,CUST0734,2025-08-13 23:04:33,SHIPPED,WEST
ORD00223,CUST0048,2024-07-10 09:56:39,DELIVERED,WEST
ORD00224,CUST0469,2026-02-22 05:50:53,SHIPPED,WEST
ORD00225,CUST0005,2026-04-03 21:24:57,DELIVERED,CENTRAL
ORD00226,CUST0444,2026-05-04 05:00:30,RETURNED,SOUTH
ORD00227,CUST0709,2025-11-24 09:02:07,SHIPPED,SOUTH
ORD00228,CUST0107,2025-08-24 19:31:36,DELIVERED,CENTRAL
ORD00229,CUST0330,2026-04-05 21:19:24,CANCELLED,WEST
ORD00230,CUST0624,2025-11-24 19:30:23,DELIVERED,EAST
ORD00231,CUST0302,2025-12-04 11:18:41,CANCELLED,SOUTH
ORD00232,CUST0423,2026-03-06 19:43:40,DELIVERED,CENTRAL
ORD00233,CUST0322,2026-03-23 11:08:59,DELIVERED,CENTRAL
ORD00234,CUST0648,2025-09-30 19:33:32,SHIPPED,CENTRAL
ORD00235,,2025-07-12 09:35:19,DELIVERED,SOUTH
ORD00236,CUST0728,2026-02-27 11:14:39,RETURNED,SOUTH
ORD00237,CUST0516,2026-06-09 16:23:13,DELIVERED,EAST
ORD00238,CUST0728,2025-08-03 19:39:17,DELIVERED,CENTRAL
ORD00239,CUST0492,2025-11-19 16:17:46,DELIVERED,WEST
ORD00240,CUST0691,2026-04-24 08:20:05,DELIVERED,WEST
ORD00241,CUST0014,2026-02-07 00:23:35,SHIPPED,WEST
ORD00242,CUST0149,2024-11-14 05:12:11,DELIVERED,SOUTH
ORD00243,CUST0274,2026-04-28 08:13:52,DELIVERED,EAST
ORD00244,CUST0700,2026-03-10 07:23:52,SHIPPED,NORTH
ORD00245,CUST0708,2026-01-20 14:54:34,SHIPPED,CENTRAL
ORD00246,CUST0034,2025-11-11 07:09:45,CANCELLED,NORTH
ORD00247,CUST0631,2026-05-22 20:35:25,CANCELLED,CENTRAL
ORD00248,CUST0399,2025-01-04 02:12:04,DELIVERED,EAST
ORD00249,,2026-06-08 03:03:28,PLACED,WEST
ORD00250,CUST0397,2025-05-30 13:21:26,RETURNED,EAST
ORD00251,CUST0566,2025-01-23 18:56:44,PLACED,EAST
ORD00252,CUST0208,2026-05-12 01:39:15,CANCELLED,EAST
ORD00253,CUST0774,2026-04-29 03:17:21,DELIVERED,SOUTH
ORD00254,CUST0795,2025-12-17 03:31:45,DELIVERED,SOUTH
ORD00255,,2025-12-31 22:06:04,SHIPPED,SOUTH
ORD00256,CUST0753,2025-10-02 02:47:58,SHIPPED,NORTH
ORD00257,CUST0439,2025-09-02 19:01:45,DELIVERED,SOUTH
ORD00258,CUST0165,2026-01-24 14:17:20,CANCELLED,NORTH
ORD00259,CUST0339,2026-03-18 10:05:32,DELIVERED,SOUTH
ORD00260,CUST0041,2024-08-26 18:28:38,RETURNED,CENTRAL
ORD00261,CUST0053,2025-04-12 19:51:55,DELIVERED,CENTRAL
ORD00262,CUST0564,2026-02-19 03:11:57,PLACED,EAST
ORD00263,CUST0539,2025-01-02 20:23:20,RETURNED,CENTRAL
ORD00264,CUST0070,2026-06-22 08:29:55,SHIPPED,CENTRAL
ORD00265,CUST0550,2025-12-21 16:07:10,PLACED,SOUTH
ORD00266,CUST0219,2025-05-30 13:30:51,DELIVERED,EAST
ORD00267,CUST0224,2026-03-30 05:35:08,DELIVERED,CENTRAL
ORD00268,CUST0771,2026-05-30 03:54:56,PLACED,EAST
ORD00269,CUST0457,2025-02-04 16:24:32,RETURNED,CENTRAL
ORD00270,CUST0637,2025-12-12 16:38:01,RETURNED,EAST
ORD00271,CUST0391,2026-01-15 00:43:21,DELIVERED,CENTRAL
ORD00272,CUST0742,2025-04-15 08:37:45,PLACED,CENTRAL
ORD00273,CUST0789,2025-08-05 11:26:56,DELIVERED,CENTRAL
ORD00274,CUST0457,2025-08-15 02:41:51,PLACED,SOUTH
ORD00275,CUST0329,2026-03-09 07:22:59,PLACED,NORTH
ORD00276,CUST0172,2026-01-24 20:34:39,DELIVERED,NORTH
ORD00277,CUST0216,2026-02-23 07:58:34,DELIVERED,SOUTH
ORD00278,CUST0702,2026-03-01 11:50:14,CANCELLED,SOUTH
ORD00279,CUST0551,2025-11-07 02:50:23,DELIVERED,NORTH
ORD00280,,2025-06-10 10:11:35,PLACED,EAST
ORD00281,CUST0039,2025-07-15 23:30:28,PLACED,SOUTH
ORD00282,CUST0258,2026-06-25 22:53:14,PLACED,SOUTH
ORD00283,CUST0265,2025-11-29 07:24:46,DELIVERED,WEST
ORD00284,CUST0444,2025-08-18 12:24:19,PLACED,NORTH
ORD00285,CUST0548,2024-01-10 03:55:40,DELIVERED,CENTRAL
ORD00286,CUST0065,2026-06-28 17:02:57,PLACED,NORTH
ORD00287,CUST0367,2026-02-20 03:07:13,SHIPPED,EAST
ORD00288,,2024-05-14 09:08:54,DELIVERED,WEST
ORD00289,CUST0391,2026-05-04 10:43:20,CANCELLED,NORTH
ORD00290,CUST0486,2024-08-30 20:09:41,DELIVERED,SOUTH
ORD00291,CUST0765,2025-12-11 16:37:46,DELIVERED,CENTRAL
ORD00292,CUST0303,2024-08-11 19:31:31,DELIVERED,EAST
ORD00293,CUST0012,2025-11-15 22:26:19,CANCELLED,SOUTH
ORD00294,CUST0127,2025-12-17 05:21:14,PLACED,CENTRAL
ORD00295,CUST0404,2026-04-14 10:28:47,DELIVERED,NORTH
ORD00296,CUST0313,2025-01-23 03:40:10,DELIVERED,EAST
ORD00297,CUST0217,2025-11-29 12:26:14,RETURNED,CENTRAL
ORD00298,CUST0146,2025-02-26 00:24:24,SHIPPED,CENTRAL
ORD00299,CUST0259,2025-08-22 11:15:05,SHIPPED,CENTRAL
ORD00300,CUST0056,2026-05-15 03:39:47,DELIVERED,CENTRAL
ORD00301,CUST0075,2025-08-05 18:09:30,DELIVERED,EAST
ORD00302,CUST0101,2024-11-02 16:15:40,DELIVERED,WEST
ORD00303,CUST0339,2025-09-29 19:04:59,SHIPPED,SOUTH
ORD00304,CUST0103,2025-06-26 11:20:29,DELIVERED,SOUTH
ORD00305,CUST0326,2026-05-05 18:13:10,DELIVERED,CENTRAL
ORD00306,CUST0676,2025-04-19 20:24:29,DELIVERED,SOUTH
ORD00307,CUST0580,2026-05-30 14:08:35,DELIVERED,EAST
ORD00308,CUST0439,2025-06-08 23:40:06,PLACED,SOUTH
ORD00309,CUST0227,2025-11-28 11:53:01,DELIVERED,EAST
ORD00310,CUST0138,2026-05-02 20:17:33,DELIVERED,WEST
ORD00311,CUST0474,2026-01-18 20:08:55,DELIVERED,EAST
ORD00312,CUST0499,2026-02-05 11:54:29,SHIPPED,CENTRAL
ORD00313,CUST0084,2025-04-28 23:03:36,CANCELLED,SOUTH
ORD00314,CUST0552,2025-03-24 13:45:23,DELIVERED,NORTH
ORD00315,CUST0745,27-04-2024,CANCELLED,CENTRAL
ORD00316,CUST0647,2025-12-25 02:45:04,CANCELLED,CENTRAL
ORD00317,CUST0415,2024-11-26 12:17:35,RETURNED,CENTRAL
ORD00318,CUST0267,2025-11-03 03:00:08,CANCELLED,CENTRAL
ORD00319,CUST0484,2024-08-18 21:26:21,DELIVERED,SOUTH
ORD00320,CUST0791,2026-04-21 11:44:19,DELIVERED,EAST
ORD00321,CUST0138,2025-11-16 22:39:25,DELIVERED,NORTH
ORD00322,CUST0407,2025-07-19 05:53:28,DELIVERED,SOUTH
ORD00323,CUST0629,2026-04-14 09:41:51,SHIPPED,CENTRAL
ORD00324,,2025-11-24 04:18:14,SHIPPED,CENTRAL
ORD00325,CUST0580,2024-08-15 02:41:44,DELIVERED,WEST
ORD00326,CUST0368,2024-09-29 09:28:48,SHIPPED,WEST
ORD00327,CUST0238,2025-04-16 19:49:01,DELIVERED,SOUTH
ORD00328,CUST0044,2025-12-10 07:20:20,SHIPPED,EAST
ORD00329,CUST0398,2026-05-09 14:43:27,RETURNED,NORTH
ORD00330,CUST0041,2025-05-18 10:14:48,SHIPPED,CENTRAL
ORD00331,,2026-05-31 02:26:09,DELIVERED,EAST
ORD00332,CUST0593,2025-09-03 19:25:14,DELIVERED,WEST
ORD00333,CUST0670,2025-10-07 00:05:47,DELIVERED,NORTH
ORD00334,CUST0530,2025-01-25 19:49:16,DELIVERED,SOUTH
ORD00335,CUST0529,2025-09-22 10:53:38,DELIVERED,EAST
ORD00336,CUST0499,2025-12-13 11:11:00,CANCELLED,NORTH
ORD00337,CUST0514,2024-08-03 21:06:50,DELIVERED,SOUTH
ORD00338,,2025-12-08 15:44:40,DELIVERED,SOUTH
ORD00339,CUST0154,2024-12-16 04:10:27,SHIPPED,CENTRAL
ORD00340,CUST0735,2024-07-02 19:40:13,DELIVERED,WEST
ORD00341,CUST0339,2024-09-16 01:34:22,DELIVERED,WEST
ORD00342,CUST0491,2024-11-23 07:36:45,DELIVERED,WEST
ORD00343,CUST0023,2025-01-17 12:41:15,PLACED,CENTRAL
ORD00344,CUST0607,2024-09-07 07:19:47,SHIPPED,CENTRAL
ORD00345,CUST0041,07-06-2026,SHIPPED,SOUTH
ORD00346,CUST0265,2026-06-17 05:49:40,SHIPPED,WEST
ORD00347,CUST0614,2026-05-04 21:10:35,DELIVERED,EAST
ORD00348,CUST0088,2024-12-02 11:11:16,DELIVERED,WEST
ORD00349,CUST0494,2026-01-27 02:53:55,SHIPPED,WEST
ORD00350,,2025-05-21 20:20:49,DELIVERED,SOUTH
ORD00351,CUST0639,2026-02-23 04:22:19,DELIVERED,SOUTH
ORD00352,CUST0742,2025-07-17 07:42:39,RETURNED,CENTRAL
ORD00353,CUST0605,2025-04-07 11:19:28,SHIPPED,WEST
ORD00354,CUST0136,2025-07-08 07:53:37,PLACED,CENTRAL
ORD00355,CUST0517,2025-10-14 03:05:32,CANCELLED,CENTRAL
ORD00356,CUST0099,2024-10-02 14:46:42,DELIVERED,CENTRAL
ORD00357,CUST0615,2024-03-01 15:23:18,CANCELLED,CENTRAL
ORD00358,CUST0516,2025-12-26 15:19:56,PLACED,SOUTH
ORD00359,CUST0618,2026-04-17 18:02:19,CANCELLED,WEST
ORD00360,CUST0535,2026-02-09 18:07:06,DELIVERED,NORTH
ORD00361,CUST0715,2026-01-01 18:14:52,DELIVERED,WEST
ORD00362,CUST0788,2025-08-15 05:31:36,DELIVERED,CENTRAL
ORD00363,,2025-10-22 23:23:40,SHIPPED,WEST
ORD00364,CUST0785,2025-06-17 14:21:15,RETURNED,NORTH
ORD00365,CUST0291,24-04-2026,DELIVERED,SOUTH
ORD00366,CUST0006,2024-01-12 01:13:55,DELIVERED,NORTH
ORD00367,CUST0533,2024-01-12 04:12:49,DELIVERED,SOUTH
ORD00368,CUST0705,2025-09-03 08:50:05,DELIVERED,NORTH
ORD00369,CUST0159,2025-10-23 21:06:00,DELIVERED,EAST
ORD00370,CUST0268,2026-06-08 00:28:52,DELIVERED,CENTRAL
ORD00371,CUST0375,2025-03-04 01:38:29,RETURNED,WEST
ORD00372,CUST0774,2024-11-12 10:15:00,DELIVERED,CENTRAL
ORD00373,CUST0495,2024-10-04 15:08:58,DELIVERED,CENTRAL
ORD00374,CUST0496,2025-12-19 02:45:29,RETURNED,CENTRAL
ORD00375,CUST0353,2026-03-24 08:01:52,DELIVERED,SOUTH
ORD00376,CUST0676,2024-07-03 23:50:20,DELIVERED,WEST
ORD00377,CUST0717,2024-09-08 08:09:33,SHIPPED,CENTRAL
ORD00378,CUST0411,2025-07-12 17:52:38,CANCELLED,CENTRAL
ORD00379,CUST0714,2026-01-03 05:10:02,SHIPPED,NORTH
ORD00380,CUST0094,2026-05-14 10:35:39,SHIPPED,CENTRAL
ORD00381,CUST0446,2025-05-21 11:03:41,PLACED,SOUTH
ORD00382,CUST0380,2024-05-04 08:05:51,DELIVERED,WEST
