product_id,product_name,category,subcategory,cost_price
PROD0175,Eco Decor 175,Home,Decor,42730.06
PROD0176,Comfort Laptop 176,Electronics,Laptop,42701.15
PROD0177,Premium Bedding 177,Home,Bedding,25860.57
PROD0178,Essential Bedding 178,Home,Bedding,29258.27
PROD0179,Classic Men 179,Clothing,Men,33126.51
PROD0180,Premium Biography 180,Books,Biography,11839.01
PROD0181,Compact Bedding 181,Home,Bedding,44836.72
PROD0182,Compact Bedding 182,Home,Bedding,5588.87
PROD0183,Smart Accessories 183,Electronics,Accessories,40448.66
PROD0184,Essential Fiction 184,Books,Fiction,30079.36
PROD0185,Modern Headphones 185,Electronics,Headphones,38323.18
PROD0186,Compact Kids 186,Clothing,Kids,5531.6
PROD0187,Compact Women 187,Clothing,Women,35583.56
PROD0188,Essential Headphones 188,Electronics,Headphones,21075.87
PROD0189,Premium Men 189,Clothing,Men,13973.34
PROD0190,Eco Biography 190,Books,Biography,37064.41
PROD0191,ESSENTIAL LAPTOP 191,Electronics,Laptop,28933.85
PROD0192,Essential Biography 192,Books,Biography,5844.79
PROD0193,Eco Women 193,Clothing,Women,22668.64
PROD0194,Smart Mobile 194,Electronics,Mobile,13741.27
PROD0195,Compact Kids 195,Clothing,Kids,15623.36
PROD0196,Modern Kitchen 196,Home,Kitchen,8897.88
PROD0197,Modern Furniture 197,Home,Furniture,27680.12
PROD0198,Smart Laptop 198,Electronics,Laptop,7770.33
PROD0199,Classic Kitchen 199,Home,Kitchen,3728.53
PROD0200,Eco Furniture 200,Home,Furniture,27845.43
PROD0201,Modern Accessories 201,Electronics,Accessories,28914.48
PROD0202,Compact Bedding 202,Home,Bedding,36226.59
PROD0203,Comfort Business 203,Books,Business,3357.95
PROD0204,Comfort Laptop 204,Electronics,Laptop,18749.73
PROD0205,Essential Education 205,Books,Education,27331.18
PROD0206,  Essential Decor 206  ,Home,Decor,43893.81
PROD0207,Premium Kids 207,Clothing,Kids,14414.69
PROD0208,Modern Fiction 208,Books,Fiction,20275.85
PROD0209,Classic Men 209,Clothing,Men,13116.32
PROD0210,Compact Biography 210,Books,Biography,43323.85
PROD0211,Essential Kids 211,Clothing,Kids,8607.35
PROD0212,Comfort Footwear 212,Clothing,Footwear,22484.29
PROD0213,Classic Bedding 213,Home,Bedding,4125.01
PROD0214,Compact Biography 214,Books,Biography,9744.29
PROD0215,Classic Kitchen 215,Home,Kitchen,12718.53
PROD0216,Classic Business 216,Books,Business,38134.98
PROD0217,Modern Education 217,Books,Education,32759.66
PROD0218,Classic Business 218,Books,Business,18074.13
PROD0219,Modern Kids 219,Clothing,Kids,3383.05
PROD0220,Premium Business 220,Books,Business,5859.56
PROD0221,Essential Accessories 221,Electronics,Accessories,35786.78
PROD0222,Smart Decor 222,Home,Decor,9021.68
PROD0223,Classic Fiction 223,Books,Fiction,1828.02
PROD0224,Comfort Bedding 224,Home,Bedding,6770.41
PROD0225,Essential Kids 225,Clothing,Kids,7379.59
PROD0226,Comfort Decor 226,Home,Decor,31916.59
PROD0227,Classic Bedding 227,Home,Bedding,16626.63
PROD0228,MODERN ACCESSORIES 228,Electronics,Accessories,35870.23
PROD0229,Modern Accessories 229,Electronics,Accessories,43520.82
PROD0230,Comfort Men 230,Clothing,Men,7739.4
PROD0231,Compact Education 231,Books,Education,1498.15
PROD0232,Classic Laptop 232,Electronics,Laptop,19891.45
PROD0233,Eco Education 233,Books,Education,31097.27
PROD0234,Classic Biography 234,Books,Biography,31783.42
PROD0235,Comfort Kids 235,Clothing,Kids,23684.43
PROD0236,Comfort Furniture 236,Home,Furniture,41052.62
PROD0237,Modern Decor 237,Home,Decor,27484.64
PROD0238,Modern Women 238,Clothing,Women,25149.25
PROD0239,Modern Kids 239,Clothing,Kids,31744.15
PROD0240,Comfort Business 240,Books,Business,15748.24
PROD0241,Premium Decor 241,Home,Decor,25840.58
PROD0242,Essential Biography 242,Books,Biography,42961.03
PROD0243,Classic Kids 243,Clothing,Kids,13000.35
PROD0244,Comfort Headphones 244,Electronics,Headphones,29546.26
PROD0245,Compact Education 245,Books,Education,37271.59
PROD0246,Smart Decor 246,Home,Decor,4986.46
PROD0247,Classic Women 247,Clothing,Women,30168.94
PROD0248,Classic Women 248,Clothing,Women,4580.89
PROD0249,Premium Bedding 249,Home,Bedding,30679.14
PROD0250,Smart Men 250,Clothing,Men,18358.28
PROD0251,Compact Biography 251,Books,Biography,34035.52
PROD0252,Modern Decor 252,Home,Decor,29093.73
PROD0253,Classic Laptop 253,Electronics,Laptop,41102.28
PROD0254,Smart Footwear 254,Clothing,Footwear,42031.8
PROD0255,Comfort Accessories 255,Electronics,Accessories,8449.12
PROD0256,Classic Kitchen 256,Home,Kitchen,13483.78
PROD0257,Modern Headphones 257,Electronics,Headphones,20489.36
PROD0258,Comfort Education 258,Books,Education,12335.84
PROD0259,Smart Headphones 259,Electronics,Headphones,32921.88
PROD0260,Classic Furniture 260,Home,Furniture,33168.88
PROD0261,Smart Furniture 261,Home,Furniture,27524.08
PROD0262,Essential Biography 262,Books,Biography,3976.26
PROD0263,Smart Laptop 263,Electronics,Laptop,21527.24
PROD0264,Modern Men 264,Clothing,Men,17310.16
PROD0265,Essential Business 265,Books,Business,13643.41
PROD0266,Essential Headphones 266,Electronics,Headphones,31199.17
PROD0267,Comfort Mobile 267,Electronics,Mobile,13861.74
PROD0268,Premium Business 268,Books,Business,28770.91
PROD0269,Compact Decor 269,Home,Decor,9923.26
PROD0270,Smart Footwear 270,Clothing,Footwear,20517.64
PROD0271,Comfort Bedding 271,Home,Bedding,34100.19
PROD0272,Premium Women 272,Clothing,Women,23685.76
PROD0273,Premium Kitchen 273,Home,Kitchen,2854.17
PROD0274,Smart Women 274,Clothing,Women,14819.04
PROD0275,Compact Fiction 275,Books,Fiction,32283.96
PROD0276,Comfort Fiction 276,Books,Fiction,36406.45
PROD0277,Eco Education 277,Books,Education,20599.39
PROD0278,Modern Accessories 278,Electronics,Accessories,32569.74
PROD0279,Classic Business 279,Books,Business,33581.54
PROD0280,Eco Mobile 280,Electronics,Mobile,15556.24
PROD0281,Premium Mobile 281,Electronics,Mobile,44377.29
PROD0282,Modern Fiction 282,Books,Fiction,18446.3
PROD0283,Essential Footwear 283,Clothing,Footwear,44679.12
PROD0284,Eco Biography 284,Books,Biography,16954.0
PROD0285,Premium Kids 285,Clothing,Kids,8097.04
PROD0286,Compact Education 286,Books,Education,37580.19
PROD0287,Comfort Headphones 287,Electronics,Headphones,30333.61
PROD0288,Compact Biography 288,Books,Biography,11198.24
PROD0289,Modern Furniture 289,Home,Furniture,8546.54
PROD0290,Eco Mobile 290,Electronics,Mobile,27702.35
PROD0291,Compact Laptop 291,Electronics,Laptop,3102.71
PROD0292,Classic Accessories 292,Electronics,Accessories,11073.46
PROD0293,Comfort Accessories 293,Electronics,Accessories,10606.52
PROD0294,Smart Men 294,Clothing,Men,22715.0
PROD0295,Essential Furniture 295,Home,Furniture,26020.17
PROD0296,Modern Furniture 296,Home,Furniture,39441.52
PROD0297,Modern Footwear 297,Clothing,Footwear,12439.91
PROD0298,Comfort Footwear 298,Clothing,Footwear,2186.03
PROD0299,ESSENTIAL BEDDING 299,Home,Bedding,31358.17
PROD0300,Modern Education 300,Books,Education,16990.59
PROD0301,compact education 301,Books,Education,13589.08
PROD0302,Classic Footwear 302,Clothing,Footwear,25342.38
PROD0303,Eco Education 303,Books,Education,10989.2
PROD0304,Premium Kids 304,Clothing,Kids,41506.4
PROD0305,Compact Kitchen 305,Home,Kitchen,2395.03
PROD0306,Premium Fiction 306,Books,Fiction,8532.3
PROD0307,Compact Footwear 307,Clothing,Footwear,39136.77
PROD0308,Classic Decor 308,Home,Decor,9594.41
PROD0309,Comfort Men 309,Clothing,Men,41156.7
PROD0310,Compact Footwear 310,Clothing,Footwear,24879.4
PROD0311,Comfort Bedding 311,Home,Bedding,24051.56
PROD0312,Modern Decor 312,Home,Decor,16235.24
PROD0313,Premium Biography 313,Books,Biography,36142.52
PROD0314,Compact Business 314,Books,Business,16732.07
PROD0315,Compact Fiction 315,Books,Fiction,33377.06
PROD0316,Eco Headphones 316,Electronics,Headphones,13340.04
PROD0317,Compact Kids 317,Clothing,Kids,17142.4
PROD0318,Essential Footwear 318,Clothing,Footwear,11639.12
PROD0319,Comfort Biography 319,Books,Biography,7637.06
PROD0320,Smart Furniture 320,Home,Furniture,32436.48
PROD0321,Classic Education 321,Books,Education,23615.58
PROD0322,Classic Mobile 322,Electronics,Mobile,18604.66
PROD0323,  Smart Men 323  ,Clothing,Men,490.63
PROD0324,Classic Business 324,Books,Business,27833.16
PROD0325,Classic Biography 325,Books,Biography,377.03
PROD0326,Classic Fiction 326,Books,Fiction,23861.44
PROD0327,Classic Decor 327,Home,Decor,22639.54
PROD0328,Premium Education 328,Books,Education,41318.75
PROD0329,Compact Women 329,Clothing,Women,27920.56
PROD0330,Modern Decor 330,Home,Decor,35788.54
PROD0331,eco headphones 331,Electronics,Headphones,20698.18
PROD0332,Modern Women 332,Clothing,Women,30807.15
PROD0333,Premium Mobile 333,Electronics,Mobile,18285.1
PROD0334,Classic Biography 334,Books,Biography,28682.72
PROD0335,Comfort Men 335,Clothing,Men,38052.21
PROD0336,Classic Kitchen 336,Home,Kitchen,10401.11
PROD0337,Classic Business 337,Books,Business,41593.23
PROD0338,Smart Kitchen 338,Home,Kitchen,41800.18
PROD0339,Compact Kitchen 339,Home,Kitchen,26449.66
PROD0340,Modern Fiction 340,Books,Fiction,7377.27
PROD0341,Essential Footwear 341,Clothing,Footwear,17322.37
PROD0342,Essential Men 342,Clothing,Men,2492.04
PROD0343,Premium Education 343,Books,Education,15379.43
PROD0344,Classic Business 344,Books,Business,28564.8
PROD0345,Compact Biography 345,Books,Biography,16063.04
PROD0346,Smart Biography 346,Books,Biography,30611.89
PROD0347,Modern Fiction 347,Books,Fiction,35928.64
PROD0348,Modern Mobile 348,Electronics,Mobile,7007.61
PROD0349,Essential Footwear 349,Clothing,Footwear,16282.65
PROD0350,Modern Mobile 350,Electronics,Mobile,20057.54
PROD0351,Smart Kitchen 351,Home,Kitchen,4001.39
PROD0352,eco biography 352,Books,Biography,4719.92
PROD0353,Premium Headphones 353,Electronics,Headphones,26893.85
PROD0354,Classic Bedding 354,Home,Bedding,13189.78
PROD0355,Compact Fiction 355,Books,Fiction,25772.46
PROD0356,Smart Footwear 356,Clothing,Footwear,6316.7
PROD0357,Comfort Decor 357,Home,Decor,6635.39
PROD0358,Modern Footwear 358,Clothing,Footwear,18995.92
PROD0359,Essential Fiction 359,Books,Fiction,11386.35
PROD0360,Compact Footwear 360,Clothing,Footwear,20647.14
PROD0361,Classic Kids 361,Clothing,Kids,42701.15
PROD0362,Essential Bedding 362,Home,Bedding,19854.81
PROD0363,Modern Education 363,Books,Education,14484.28
PROD0364,Essential Footwear 364,Clothing,Footwear,8059.47
PROD0365,Modern Business 365,Books,Business,33090.56
PROD0366,Essential Education 366,Books,Education,16972.4
PROD0367,Premium Business 367,Books,Business,41948.46
PROD0368,Classic Women 368,Clothing,Women,42888.97
PROD0369,Comfort Education 369,Books,Education,35912.03
PROD0370,Comfort Accessories 370,Electronics,Accessories,6331.93
PROD0371,Modern Furniture 371,Home,Furniture,29667.14
PROD0372,Premium Biography 372,Books,Biography,20252.08
PROD0373,Eco Biography 373,Books,Biography,24500.54
PROD0374,Premium Kitchen 374,Home,Kitchen,34621.42
PROD0375,Classic Furniture 375,Home,Furniture,25379.86
PROD0376,Eco Business 376,Books,Business,4839.03
PROD0377,Compact Headphones 377,Electronics,Headphones,23019.58
PROD0378,Essential Footwear 378,Clothing,Footwear,17649.75
PROD0379,Classic Kids 379,Clothing,Kids,21766.08
PROD0380,Premium Bedding 380,Home,Bedding,5293.83
PROD0381,Modern Kids 381,Clothing,Kids,15490.56
PROD0382,Essential Footwear 382,Clothing,Footwear,21469.22
PROD0383,Essential Biography 383,Books,Biography,3097.47
PROD0384,Classic Mobile 384,Electronics,Mobile,38225.17
PROD0385,Compact Laptop 385,Electronics,Laptop,23258.45
PROD0386,Eco Kids 386,Clothing,Kids,43134.14
PROD0387,Smart Footwear 387,Clothing,Footwear,8452.5
PROD0388,Classic Biography 388,Books,Biography,33203.49
PROD0389,Eco Footwear 389,Clothing,Footwear,17546.5
PROD0390,Modern Women 390,Clothing,Women,33874.46
PROD0391,Smart Mobile 391,Electronics,Mobile,16511.42
PROD0392,Premium Footwear 392,Clothing,Footwear,11864.91
PROD0393,Eco Business 393,Books,Business,27539.97
PROD0394,Essential Headphones 394,Electronics,Headphones,38060.66
PROD0395,Premium Kids 395,Clothing,Kids,30271.18
PROD0396,Compact Kitchen 396,Home,Kitchen,13797.67
PROD0397,Smart Kids 397,Clothing,Kids,23026.25
PROD0398,Eco Education 398,Books,Education,19082.9
PROD0399,Smart Education 399,Books,Education,22074.72
PROD0400,ESSENTIAL WOMEN 400,Clothing,Women,37901.98
PROD0401,Classic Headphones 401,Electronics,Headphones,21848.63
PROD0402,Comfort Footwear 402,Clothing,Footwear,18458.31
PROD0403,Comfort Biography 403,Books,Biography,22032.38
PROD0404,Compact Mobile 404,Electronics,Mobile,13200.68
PROD0405,Modern Furniture 405,Home,Furniture,7635.95
PROD0406,Premium Biography 406,Books,Biography,25806.32
PROD0407,CLASSIC DECOR 407,Home,Decor,34219.39
PROD0408,Eco Education 408,Books,Education,4680.55
PROD0409,Classic Kids 409,Clothing,Kids,20281.98
PROD0410,Comfort Kitchen 410,Home,Kitchen,38948.85
PROD0411,Compact Laptop 411,Electronics,Laptop,36496.77
PROD0412,  Smart Bedding 412  ,Home,Bedding,27757.51
PROD0413,Classic Women 413,Clothing,Women,25687.74
PROD0414,Essential Furniture 414,Home,Furniture,44056.69
PROD0415,modern decor 415,Home,Decor,42861.69
PROD0416,Eco Laptop 416,Electronics,Laptop,41351.09
PROD0417,smart furniture 417,Home,Furniture,11295.5
PROD0418,Eco Furniture 418,Home,Furniture,22066.49
PROD0419,Eco Bedding 419,Home,Bedding,20383.47
PROD0420,Modern Accessories 420,Electronics,Accessories,31286.09
PROD0421,Comfort Bedding 421,Home,Bedding,14781.83
PROD0422,comfort mobile 422,Electronics,Mobile,28597.04
PROD0423,Eco Kitchen 423,Home,Kitchen,9864.92
PROD0424,Comfort Education 424,Books,Education,12142.67
PROD0425,Smart Decor 425,Home,Decor,25511.1
PROD0426,  Classic Business 426  ,Books,Business,2143.76
PROD0427,Premium Fiction 427,Books,Fiction,41830.12
PROD0428,Comfort Footwear 428,Clothing,Footwear,110.36
PROD0429,Smart Education 429,Books,Education,39706.08
PROD0430,Modern Furniture 430,Home,Furniture,4272.83
PROD0431,Premium Decor 431,Home,Decor,16783.22
PROD0432,Eco Men 432,Clothing,Men,28182.14
PROD0433,Premium Footwear 433,Clothing,Footwear,31690.12
PROD0434,Comfort Laptop 434,Electronics,Laptop,3581.01
PROD0435,Classic Footwear 435,Clothing,Footwear,442.17
PROD0436,Eco Kitchen 436,Home,Kitchen,31255.87
PROD0437,Compact Fiction 437,Books,Fiction,17287.5
PROD0438,Essential Mobile 438,Electronics,Mobile,16590.87
PROD0439,Eco Furniture 439,Home,Furniture,34823.84
PROD0440,Premium Women 440,Clothing,Women,23910.43
PROD0441,Comfort Laptop 441,Electronics,Laptop,15855.35
PROD0442,Eco Women 442,Clothing,Women,27754.13
PROD0443,Premium Education 443,Books,Education,40354.96
PROD0444,Eco Men 444,Clothing,Men,15870.98
PROD0445,Smart Business 445,Books,Business,11210.56
PROD0446,Modern Laptop 446,Electronics,Laptop,35071.32
PROD0447,Compact Headphones 447,Electronics,Headphones,23337.29
PROD0448,Modern Footwear 448,Clothing,Footwear,29105.95
PROD0449,Eco Footwear 449,Clothing,Footwear,5144.45
PROD0450,Classic Fiction 450,Books,Fiction,44410.76
PROD0451,Eco Furniture 451,Home,Furniture,38747.77
PROD0452,Smart Business 452,Books,Business,34341.65
PROD0453,Premium Mobile 453,Electronics,Mobile,699.6
PROD0454,Classic Men 454,Clothing,Men,42694.71
PROD0455,Eco Business 455,Books,Business,19107.0
PROD0456,Smart Fiction 456,Books,Fiction,12543.85
PROD0457,Compact Kitchen 457,Home,Kitchen,43846.16
PROD0458,Eco Kids 458,Clothing,Kids,26422.76
PROD0459,Eco Headphones 459,Electronics,Headphones,32869.73
PROD0460,Compact Men 460,Clothing,Men,3952.68
PROD0461,Comfort Fiction 461,Books,Fiction,27584.37
PROD0462,Smart Headphones 462,Electronics,Headphones,5445.38
PROD0463,  Smart Men 463  ,Clothing,Men,22378.87
PROD0464,Smart Decor 464,Home,Decor,16784.37
PROD0465,Classic Kitchen 465,Home,Kitchen,15128.7
PROD0466,Premium Business 466,Books,Business,11891.7
PROD0467,Comfort Accessories 467,Electronics,Accessories,23024.32
PROD0468,Smart Accessories 468,Electronics,Accessories,16596.53
PROD0469,Premium Kitchen 469,Home,Kitchen,10339.93
PROD0470,CLASSIC MOBILE 470,Electronics,Mobile,11065.25
PROD0471,Eco Business 471,Books,Business,41416.58
PROD0472,Eco Men 472,Clothing,Men,10165.23
PROD0473,Essential Footwear 473,Clothing,Footwear,12264.91
PROD0474,Premium Headphones 474,Electronics,Headphones,22631.68
PROD0475,Compact Laptop 475,Electronics,Laptop,36210.86
PROD0476,Premium Accessories 476,Electronics,Accessories,39474.45
PROD0477,Essential Decor 477,Home,Decor,3960.44
PROD0478,Essential Fiction 478,Books,Fiction,9094.15
PROD0479,Comfort Furniture 479,Home,Furniture,16622.85
PROD0480,Compact Education 480,Books,Education,6843.44
PROD0481,COMPACT FICTION 481,Books,Fiction,24406.21
PROD0482,Classic Headphones 482,Electronics,Headphones,34171.1
PROD0483,Premium Business 483,Books,Business,9297.33
