customer_id,customer_name,city,segment,gender,signup_date,status
C00077,Customer_77,Jaipur,Gold,M,2025-11-29,active
C00078,Customer_78,Delhi,Gold,Other,2025-02-20,active
C00079,Customer_79,Bengaluru,Silver,M,2025-02-26,active
C00080,Customer_80,Mumbai,Gold,F,2025-11-16,active
C00081,Customer_81,Hyderabad,Silver,Other,2024-04-20,inactive
C00082,Customer_82,Jaipur,Platinum,M,2024-07-23,inactive
C00083,Customer_83,Pune,Gold,M,2024-08-16,active
C00084,Customer_84,Bengaluru,Platinum,F,2024-10-12,active
C00085,Customer_85,Hyderabad,Gold,Other,2025-06-05,inactive
C00086,Customer_86,Ahmedabad,Gold,M,2024-04-28,active
C00087,Customer_87,Mumbai,Gold,M,2024-04-21,inactive
C00088,Customer_88,Pune,Gold,F,2025-09-12,active
C00089,Customer_89,Chennai,Silver,F,2024-02-15,inactive
C00090,Customer_90,Jaipur,Silver,F,2025-03-17,active
C00091,Customer_91,Pune,Gold,Other,2024-05-07,active
C00092,Customer_92,Ahmedabad,Gold,Other,2025-02-22,active
C00093,Customer_93,Chennai,Gold,Other,2024-05-10,active
C00094,Customer_94,Chennai,Platinum,Other,2024-06-27,active
C00095,Customer_95,Chennai,Regular,F,2024-10-20,active
C00096,Customer_96,Chennai,Gold,F,2025-03-28,inactive
C00097,Customer_97,Bengaluru,Platinum,Other,2024-06-22,active
C00098,Customer_98,Hyderabad,Gold,M,2024-08-28,active
C00099,Customer_99,Bengaluru,Silver,M,2024-01-26,active
C00100,Customer_100,Bengaluru,Platinum,Other,2024-03-15,inactive
C00101,Customer_101,Chennai,Silver,Other,2025-12-14,inactive
C00102,Customer_102,Kolkata,Platinum,M,2024-05-31,active
C00103,Customer_103,Delhi,Platinum,M,2024-06-29,inactive
C00104,Customer_104,Jaipur,Silver,M,2025-04-12,active
C00105,Customer_105,Kolkata,Gold,F,2025-09-19,inactive
C00106,Customer_106,Ahmedabad,Platinum,M,2025-05-01,inactive
C00107,Customer_107,Hyderabad,Silver,Other,2024-10-10,inactive
C00108,Customer_108,Bengaluru,Gold,F,2024-03-20,active
C00109,Customer_109,Bengaluru,Gold,F,2024-11-23,active
C00110,Customer_110,Mumbai,Silver,M,2025-01-27,active
C00111,Customer_111,Bengaluru,Regular,F,2025-02-21,active
C00112,Customer_112,Ahmedabad,Platinum,F,2024-03-04,active
C00113,Customer_113,Chennai,Platinum,Other,2025-12-13,active
C00114,Customer_114,Gurugram,Platinum,F,2024-01-07,active
C00115,Customer_115,Hyderabad,Platinum,F,2025-07-05,active
C00116,Customer_116,Kolkata,Silver,F,2025-03-22,inactive
C00117,Customer_117,Jaipur,Platinum,F,2025-11-15,inactive
C00118,Customer_118,Mumbai,Platinum,M,2025-09-29,active
C00119,Customer_119,Chennai,Regular,M,2025-10-20,inactive
C00120,Customer_120,Mumbai,Platinum,M,2024-02-21,active
C00121,Customer_121,Chennai,Gold,M,2025-04-10,active
C00122,Customer_122,Pune,Platinum,F,2025-03-07,active
C00123,Customer_123,Delhi,Platinum,M,2025-07-06,active
C00124,Customer_124,Pune,Silver,Other,2024-03-11,active
C00125,Customer_125,Jaipur,Silver,M,2024-01-21,active
C00126,Customer_126,Bengaluru,Silver,F,2025-11-16,active
C00127,Customer_127,Gurugram,Silver,F,2025-12-17,active
C00128,Customer_128,Pune,Silver,Other,2025-09-13,active
C00129,Customer_129,Mumbai,Gold,M,2025-08-15,active
C00130,Customer_130,Hyderabad,Platinum,F,2026-01-02,active
C00131,Customer_131,Delhi,Silver,M,2025-12-14,active
C00132,Customer_132,Gurugram,Regular,Other,2024-02-12,active
C00133,Customer_133,Ahmedabad,Platinum,Other,2025-01-14,active
C00134,Customer_134,Ahmedabad,Gold,M,2025-03-06,inactive
C00135,Customer_135,Delhi,Platinum,F,2025-10-12,inactive
C00136,Customer_136,Mumbai,Platinum,M,2026-01-21,active
C00137,Customer_137,Gurugram,Platinum,F,2025-03-22,active
C00138,Customer_138,Pune,Silver,M,2024-10-12,inactive
C00139,Customer_139,Bengaluru,Platinum,Other,2025-09-16,inactive
C00140,Customer_140,Pune,Regular,F,2024-11-28,active
C00141,Customer_141,Kolkata,Silver,F,2024-09-21,active
C00142,Customer_142,Hyderabad,Gold,Other,2024-01-11,active
C00143,Customer_143,Delhi,Silver,Other,2025-02-20,inactive
C00144,Customer_144,Ahmedabad,Silver,Other,2025-05-02,inactive
C00145,Customer_145,Kolkata,Regular,M,2024-10-28,active
C00146,Customer_146,Chennai,Silver,F,2025-11-10,active
C00147,Customer_147,Kolkata,Gold,F,2025-07-17,active
C00148,Customer_148,Pune,Platinum,F,2024-11-09,active
C00149,Customer_149,Bengaluru,Regular,Other,2024-07-16,active
C00150,Customer_150,Delhi,Silver,M,2024-08-09,inactive
C00151,Customer_151,Hyderabad,Gold,M,2024-07-17,active
C00152,Customer_152,Bengaluru,Gold,M,2024-11-05,active
C00153,Customer_153,Ahmedabad,Silver,F,2024-02-16,active
C00154,Customer_154,Ahmedabad,Gold,Other,2024-05-09,inactive
C00155,Customer_155,Delhi,Regular,Other,2024-10-18,inactive
C00156,Customer_156,Kolkata,Platinum,F,2024-07-07,active
C00157,Customer_157,Hyderabad,Platinum,M,2024-03-07,inactive
C00158,Customer_158,Kolkata,Regular,Other,2025-10-06,active
C00159,Customer_159,Mumbai,Silver,Other,2024-11-07,active
C00160,Customer_160,Bengaluru,Regular,Other,2025-03-02,active
C00161,Customer_161,Ahmedabad,Platinum,F,2025-03-29,active
C00162,Customer_162,Gurugram,Platinum,F,2025-08-05,active
C00163,Customer_163,Gurugram,Regular,M,2025-10-02,active
C00164,Customer_164,Hyderabad,Regular,M,2024-09-02,active
C00165,Customer_165,Ahmedabad,Regular,M,2024-01-03,inactive
C00166,Customer_166,Kolkata,Platinum,F,2024-02-03,active
C00167,Customer_167,Hyderabad,Gold,Other,2025-04-09,active
C00168,Customer_168,Bengaluru,Gold,Other,2025-08-26,active
C00169,Customer_169,Chennai,Regular,Other,2024-08-18,active
C00170,Customer_170,Hyderabad,Silver,M,2024-03-02,active
C00171,Customer_171,Hyderabad,Gold,F,2024-05-07,inactive
C00172,Customer_172,Hyderabad,Platinum,F,2025-05-27,inactive
C00173,Customer_173,Kolkata,Regular,Other,2024-02-10,inactive
C00174,Customer_174,Pune,Gold,M,2024-04-03,active
C00175,Customer_175,Gurugram,Regular,Other,2024-10-02,active
C00176,Customer_176,Mumbai,Platinum,Other,2025-10-29,inactive
C00177,Customer_177,Hyderabad,Silver,Other,2025-03-22,inactive
C00178,Customer_178,Delhi,Platinum,F,2025-02-22,active
C00179,Customer_179,Pune,Regular,M,2024-12-03,inactive
C00180,Customer_180,Kolkata,Gold,Other,2025-02-14,active
C00181,Customer_181,Kolkata,Regular,F,2024-09-15,active
C00182,Customer_182,Delhi,Platinum,Other,2024-01-02,inactive
C00183,Customer_183,Chennai,Regular,M,2025-06-14,active
C00184,Customer_184,Gurugram,Platinum,Other,2025-03-28,active
C00185,Customer_185,Bengaluru,Gold,Other,2024-05-14,active
C00186,Customer_186,Kolkata,Platinum,M,2024-01-30,active
C00187,Customer_187,Mumbai,Gold,Other,2024-01-15,inactive
C00188,Customer_188,Delhi,Silver,M,2025-04-17,active
C00189,Customer_189,Mumbai,Platinum,Other,2024-10-25,active
C00190,Customer_190,Chennai,Platinum,F,2024-09-06,inactive
C00191,Customer_191,Ahmedabad,Silver,F,2024-07-14,active
C00192,Customer_192,Delhi,Gold,F,2024-12-14,active
C00193,Customer_193,Jaipur,Gold,Other,2024-11-01,inactive
C00194,Customer_194,Mumbai,Platinum,Other,2025-05-10,active
C00195,Customer_195,,Platinum,F,2024-11-25,active
C00196,Customer_196,Bengaluru,Platinum,M,2025-02-24,active
C00197,Customer_197,,Platinum,Other,2025-01-25,inactive
C00198,Customer_198,Mumbai,Platinum,M,2024-05-09,active
C00199,Customer_199,Delhi,Platinum,M,2025-06-22,inactive
C00200,Customer_200,Jaipur,Silver,F,2025-11-01,active
C00201,Customer_201,Delhi,Platinum,F,2024-12-12,inactive
C00202,Customer_202,Delhi,Gold,Other,2025-06-30,inactive
C00203,Customer_203,Pune,Platinum,Other,2024-02-06,active
C00204,Customer_204,Bengaluru,Gold,M,2024-04-02,inactive
C00205,Customer_205,Delhi,Regular,F,2024-06-19,active
C00206,Customer_206,Jaipur,Regular,F,2024-02-27,active
C00207,Customer_207,Pune,Gold,F,2024-05-29,active
C00208,Customer_208,Ahmedabad,Platinum,Other,2025-11-29,active
C00209,Customer_209,Mumbai,Silver,M,2025-09-16,inactive
C00210,Customer_210,Gurugram,Silver,F,2025-08-20,active
C00211,Customer_211,Bengaluru,Platinum,Other,2024-09-17,inactive
C00212,Customer_212,Hyderabad,Regular,F,2024-10-21,active
C00213,Customer_213,Delhi,Platinum,F,2025-08-24,active
C00214,Customer_214,Chennai,Gold,F,2024-11-05,active
C00215,Customer_215,Chennai,Platinum,M,2024-08-30,inactive
C00216,Customer_216,Gurugram,Gold,Other,2024-10-29,active
C00217,Customer_217,Jaipur,Platinum,F,2024-01-09,active
C00218,Customer_218,Gurugram,Platinum,F,2024-08-23,active
C00219,Customer_219,Bengaluru,Silver,Other,2024-09-13,active
C00220,Customer_220,Delhi,Regular,F,2025-03-27,active
C00221,Customer_221,Gurugram,Gold,Other,2024-05-14,active
C00222,Customer_222,Hyderabad,Gold,Other,2025-03-01,active
C00223,Customer_223,Bengaluru,Silver,Other,2025-01-09,active
C00224,Customer_224,Mumbai,Gold,F,2024-10-29,active
C00225,Customer_225,Delhi,Platinum,M,2024-05-24,active
C00226,Customer_226,Chennai,Gold,M,2025-02-08,active
C00227,Customer_227,Hyderabad,Regular,F,2025-01-12,active
C00228,Customer_228,Gurugram,Platinum,Other,2025-01-15,active
C00229,Customer_229,Bengaluru,Platinum,M,2025-09-26,active
C00230,Customer_230,Gurugram,Silver,Other,2024-03-05,inactive
C00231,Customer_231,Hyderabad,Platinum,M,2024-05-23,active
C00232,Customer_232,Jaipur,Gold,F,2024-04-28,active
C00233,Customer_233,Bengaluru,Silver,F,2025-04-09,active
C00234,Customer_234,Ahmedabad,Platinum,Other,2026-01-30,active
C00235,Customer_235,Chennai,Regular,F,2025-09-22,inactive
C00236,Customer_236,Hyderabad,Regular,Other,2025-01-14,active
C00237,Customer_237,Kolkata,Platinum,M,2025-01-06,active
C00238,Customer_238,Pune,Gold,M,2025-02-11,active
C00239,Customer_239,Bengaluru,Regular,F,2024-04-03,active
C00240,Customer_240,Gurugram,Regular,M,2024-12-07,active
C00241,Customer_241,Mumbai,Silver,M,2025-07-21,active
C00242,Customer_242,Gurugram,Silver,M,2024-12-02,active
C00243,Customer_243,Gurugram,Regular,F,2024-05-28,active
C00244,Customer_244,Ahmedabad,Gold,M,2024-04-22,active
C00245,Customer_245,Mumbai,Regular,F,2024-08-31,active
C00246,Customer_246,Jaipur,Silver,F,2024-02-23,active
C00247,Customer_247,,Regular,Other,2024-03-06,inactive
C00248,Customer_248,Kolkata,Gold,Other,2025-08-30,active
C00249,Customer_249,Kolkata,Silver,Other,2024-02-14,active
C00250,Customer_250,Kolkata,Regular,M,2025-05-05,inactive
C00251,Customer_251,Chennai,Regular,F,2025-12-30,inactive
C00252,Customer_252,Delhi,Regular,F,2025-09-14,active
C00253,Customer_253,Delhi,Silver,F,2025-10-01,active
C00254,Customer_254,Chennai,Gold,F,2025-06-01,inactive
C00255,Customer_255,Delhi,Regular,Other,2025-10-28,active
C00256,Customer_256,Chennai,Platinum,M,2025-02-27,active
C00257,Customer_257,Kolkata,Platinum,F,2026-01-17,active
C00258,Customer_258,Pune,Platinum,F,2025-11-12,active
C00259,Customer_259,Pune,Silver,Other,2025-04-30,active
C00260,Customer_260,Delhi,Regular,M,2025-03-18,active
C00261,Customer_261,Pune,Silver,Other,2024-03-02,active
C00262,Customer_262,Delhi,Platinum,F,2025-11-12,inactive
C00263,Customer_263,Jaipur,Gold,Other,2024-11-15,active
C00264,Customer_264,Delhi,Silver,M,2025-11-03,inactive
C00265,Customer_265,Bengaluru,Regular,F,2025-07-23,active
C00266,Customer_266,Delhi,Gold,Other,2024-08-19,inactive
C00267,Customer_267,Ahmedabad,Regular,Other,2025-11-04,active
C00268,Customer_268,Jaipur,Silver,F,2025-12-20,active
C00269,Customer_269,Pune,Gold,M,2024-07-04,active
C00270,Customer_270,Gurugram,Platinum,M,2024-05-25,active
C00271,Customer_271,Delhi,Silver,F,2025-03-05,inactive
C00272,Customer_272,Pune,Silver,F,2024-11-15,active
C00273,Customer_273,Gurugram,Regular,M,2024-06-08,active
C00274,Customer_274,Gurugram,Regular,Other,2024-03-24,active
C00275,Customer_275,Kolkata,Platinum,F,2025-09-13,inactive
C00276,Customer_276,Chennai,Gold,M,2025-06-08,active
C00277,Customer_277,Pune,Platinum,M,2024-10-17,inactive
C00278,Customer_278,Ahmedabad,Gold,M,2024-08-13,inactive
C00279,Customer_279,Gurugram,Regular,M,2024-07-28,active
C00280,Customer_280,Bengaluru,Silver,F,2024-10-23,active
C00281,Customer_281,Delhi,Regular,F,2025-03-16,active
C00282,Customer_282,Mumbai,Platinum,Other,2025-12-21,active
C00283,Customer_283,Ahmedabad,Gold,M,2025-02-10,active
C00284,Customer_284,Chennai,Regular,F,2024-03-20,active
C00285,Customer_285,Gurugram,Platinum,Other,2025-02-18,inactive
C00286,Customer_286,Hyderabad,Regular,F,2024-01-22,active
C00287,Customer_287,Mumbai,Platinum,Other,2025-01-05,active
C00288,Customer_288,Chennai,Regular,M,2025-03-22,inactive
C00289,Customer_289,Ahmedabad,Regular,F,2024-11-13,active
C00290,Customer_290,Bengaluru,Gold,M,2024-03-19,active
C00291,Customer_291,Ahmedabad,Silver,F,2024-12-25,active
C00292,Customer_292,Bengaluru,Regular,M,2024-09-19,active
C00293,Customer_293,Mumbai,Silver,Other,2024-03-18,active
C00294,Customer_294,Kolkata,Platinum,Other,2025-08-16,inactive
C00295,Customer_295,Gurugram,Gold,Other,2024-11-19,active
C00296,Customer_296,Kolkata,Regular,F,2025-03-28,active
C00297,Customer_297,Hyderabad,Regular,F,2025-06-03,active
C00298,Customer_298,Hyderabad,Platinum,F,2024-02-08,active
C00299,Customer_299,Pune,Gold,M,2025-10-22,active
C00300,Customer_300,Gurugram,Platinum,F,2025-08-17,active
C00301,Customer_301,Kolkata,Silver,F,2025-09-11,inactive
C00302,Customer_302,Ahmedabad,Silver,M,2025-04-06,active
C00303,Customer_303,Pune,Regular,Other,2025-10-23,active
C00304,Customer_304,Jaipur,Silver,Other,2025-03-24,inactive
C00305,Customer_305,Ahmedabad,Silver,F,2025-01-16,active
C00306,Customer_306,Chennai,Platinum,F,2025-11-26,active
C00307,Customer_307,Pune,Regular,F,2024-04-06,inactive
C00308,Customer_308,Hyderabad,Gold,Other,2025-11-03,active
C00309,Customer_309,Pune,Regular,Other,2025-11-10,active
C00310,Customer_310,Pune,Gold,Other,2025-12-16,inactive
C00311,Customer_311,Mumbai,Regular,F,2025-07-26,inactive
C00312,Customer_312,Pune,Silver,Other,2025-12-20,active
C00313,Customer_313,Chennai,Gold,M,2025-01-06,active
C00314,Customer_314,Mumbai,Silver,F,2025-05-12,active
C00315,Customer_315,Bengaluru,Silver,M,2024-03-20,active
C00316,Customer_316,Delhi,Regular,Other,2024-12-10,active
C00317,Customer_317,Gurugram,Platinum,M,2024-06-15,active
C00318,Customer_318,Gurugram,Silver,Other,2025-03-24,active
C00319,Customer_319,Chennai,Gold,Other,2026-01-06,active
C00320,Customer_320,Kolkata,Gold,Other,2025-04-04,active
C00321,Customer_321,Ahmedabad,Silver,F,2025-04-25,active
C00322,Customer_322,Pune,Platinum,F,2024-10-15,inactive
C00323,Customer_323,Ahmedabad,Platinum,M,2024-07-23,active
C00324,Customer_324,Hyderabad,Regular,Other,2025-05-07,active
C00325,Customer_325,Ahmedabad,Regular,Other,2025-06-12,active
C00326,Customer_326,Hyderabad,Regular,M,2024-10-06,inactive
C00327,Customer_327,Ahmedabad,Silver,F,2024-04-03,active
C00328,Customer_328,Kolkata,Gold,M,2025-02-28,active
C00329,Customer_329,Chennai,Gold,M,2025-01-30,active
C00330,Customer_330,Pune,Silver,M,2024-11-22,active
C00331,Customer_331,Pune,Silver,M,2024-02-09,active
C00332,Customer_332,Kolkata,Silver,Other,2025-04-25,inactive
C00333,Customer_333,Gurugram,Regular,M,2024-01-20,active
C00334,Customer_334,Bengaluru,Silver,Other,2026-01-14,inactive
C00335,Customer_335,Delhi,Gold,M,2024-11-04,active
C00336,Customer_336,Jaipur,Silver,F,2025-10-16,inactive
C00337,Customer_337,Delhi,Regular,F,2025-09-03,active
C00338,Customer_338,Ahmedabad,Silver,Other,2024-05-27,active
C00339,Customer_339,Chennai,Regular,Other,2024-12-27,active
C00340,Customer_340,Gurugram,Platinum,M,2025-11-11,active
C00341,Customer_341,Ahmedabad,Gold,M,2025-06-22,active
C00342,Customer_342,Chennai,Platinum,M,2025-10-12,inactive
C00343,Customer_343,Pune,Gold,Other,2024-01-17,active
C00344,Customer_344,Delhi,Gold,M,2026-01-20,active
C00345,Customer_345,Gurugram,Gold,M,2024-02-15,active
C00346,Customer_346,Ahmedabad,Gold,Other,2024-06-28,inactive
C00347,Customer_347,Kolkata,Silver,M,2024-03-05,inactive
C00348,Customer_348,Jaipur,Gold,M,2024-02-14,active
C00349,Customer_349,Jaipur,Gold,F,2025-06-11,inactive
C00350,Customer_350,Ahmedabad,Platinum,F,31-31-2025,active
C00351,Customer_351,Hyderabad,Gold,M,2025-11-02,active
C00352,Customer_352,Hyderabad,Regular,F,2025-03-23,inactive
C00353,Customer_353,Kolkata,Platinum,F,2024-07-10,inactive
C00354,Customer_354,Kolkata,Gold,Other,2024-09-30,active
C00355,Customer_355,Chennai,Regular,F,2025-09-08,active
C00356,Customer_356,Ahmedabad,Gold,F,2024-04-15,active
C00357,Customer_357,Pune,Gold,F,2025-04-01,inactive
C00358,Customer_358,Mumbai,Platinum,F,2025-04-02,active
C00359,Customer_359,Pune,Platinum,F,2025-10-16,active
C00360,Customer_360,Delhi,Platinum,F,2025-06-09,active
C00361,Customer_361,Jaipur,Silver,Other,2025-11-25,inactive
C00362,Customer_362,Jaipur,Silver,M,2024-08-29,active
C00363,Customer_363,Pune,Platinum,Other,2024-02-03,active
C00364,Customer_364,Kolkata,Gold,F,2025-03-30,active
C00365,Customer_365,Gurugram,Silver,Other,2025-01-10,inactive
C00366,Customer_366,Pune,Gold,M,2024-04-26,active
C00367,Customer_367,Mumbai,Platinum,Other,2025-01-31,active
C00368,Customer_368,Hyderabad,Gold,Other,2025-04-01,active
C00369,Customer_369,Gurugram,Gold,Other,2025-05-17,active
C00370,Customer_370,Delhi,Silver,M,2025-04-07,active
C00371,Customer_371,Kolkata,Regular,Other,2024-11-23,active
C00372,Customer_372,Delhi,Gold,F,2024-06-10,active
C00373,Customer_373,Pune,Silver,M,2024-07-24,active
C00374,Customer_374,Bengaluru,Platinum,M,2025-01-04,active
C00375,Customer_375,Kolkata,Silver,Other,2024-03-29,active
C00376,Customer_376,Hyderabad,Platinum,Other,2026-01-06,inactive
C00377,Customer_377,Ahmedabad,Platinum,F,2025-08-11,active
C00378,Customer_378,Mumbai,Gold,Other,2024-03-16,inactive
C00379,Customer_379,Kolkata,Gold,M,2025-07-18,active
C00380,Customer_380,Mumbai,Platinum,Other,2024-02-26,active
C00381,Customer_381,Ahmedabad,Silver,F,2024-06-17,active
C00382,Customer_382,Pune,Silver,F,2025-06-15,active
C00383,Customer_383,Delhi,Gold,M,2025-10-12,active
C00384,Customer_384,Mumbai,Gold,Other,2025-06-30,active
C00385,Customer_385,Ahmedabad,Silver,Other,2025-08-17,active
C00386,Customer_386,Mumbai,Gold,Other,2024-02-12,active
C00387,Customer_387,Delhi,Regular,Other,2025-08-13,active
C00388,Customer_388,Bengaluru,Platinum,Other,2025-10-16,active
C00389,Customer_389,Kolkata,Gold,Other,2024-11-05,inactive
C00390,Customer_390,Bengaluru,Platinum,F,2025-04-09,active
C00391,Customer_391,Jaipur,Silver,F,2025-03-01,inactive
C00392,Customer_392,Kolkata,Silver,F,2025-09-13,active
C00393,Customer_393,Pune,Gold,Other,2024-12-19,inactive
C00394,Customer_394,Mumbai,Gold,Other,2025-07-29,active
C00395,Customer_395,Pune,Silver,F,2024-05-05,active
C00396,Customer_396,Kolkata,Silver,M,2024-04-09,active
C00397,Customer_397,Hyderabad,Platinum,Other,2025-03-04,active
C00398,Customer_398,Mumbai,Gold,Other,2026-01-08,active
C00399,Customer_399,Bengaluru,Silver,F,2025-06-11,inactive
C00400,Customer_400,Kolkata,Gold,F,2024-01-24,active
C00401,Customer_401,Chennai,Platinum,M,2024-08-08,active
C00402,Customer_402,Jaipur,Regular,F,2025-05-21,inactive
C00403,Customer_403,,Regular,M,2025-03-17,active
C00404,Customer_404,Hyderabad,Gold,F,2025-01-09,active
C00405,Customer_405,Chennai,Regular,Other,2025-07-29,active
C00406,Customer_406,Pune,Gold,M,2025-01-30,inactive
C00407,Customer_407,Ahmedabad,Gold,Other,2025-11-27,active
C00408,Customer_408,Mumbai,Regular,F,2025-01-17,active
C00409,Customer_409,Ahmedabad,Gold,M,2024-07-22,inactive
C00410,Customer_410,Ahmedabad,Regular,M,31-31-2025,active
C00411,Customer_411,Pune,Platinum,Other,2025-04-12,active
C00412,Customer_412,Gurugram,Silver,F,2025-09-19,active
C00413,Customer_413,Mumbai,Platinum,Other,2026-01-27,active
C00414,Customer_414,Gurugram,Gold,Other,2025-06-05,inactive
C00415,Customer_415,Gurugram,Gold,F,2024-01-18,active
C00416,Customer_416,Pune,Regular,F,2025-08-20,active
C00417,Customer_417,Jaipur,Platinum,F,2025-11-02,active
C00418,Customer_418,Jaipur,Platinum,M,2025-06-20,inactive
C00419,Customer_419,Mumbai,Silver,M,2025-08-09,active
C00420,Customer_420,Bengaluru,Regular,F,2024-11-17,inactive
C00421,Customer_421,Mumbai,Platinum,Other,2024-07-27,inactive
C00422,Customer_422,Ahmedabad,Platinum,Other,2026-01-14,active
C00423,Customer_423,Mumbai,Silver,Other,31-31-2025,inactive
C00424,Customer_424,Ahmedabad,Platinum,F,2024-06-26,inactive
C00425,Customer_425,Ahmedabad,Gold,Other,2024-12-28,active
C00426,Customer_426,Gurugram,Platinum,M,2024-09-09,active
C00427,Customer_427,Ahmedabad,Gold,M,2024-10-31,active
C00428,Customer_428,Bengaluru,Platinum,F,2025-05-06,active
C00429,Customer_429,Ahmedabad,Gold,F,2024-05-04,inactive
C00430,Customer_430,Chennai,Gold,M,2024-10-24,active
C00431,Customer_431,Hyderabad,Regular,F,2025-03-28,active
C00432,Customer_432,Kolkata,Silver,M,2025-07-05,active
C00433,Customer_433,Ahmedabad,Gold,M,2024-04-21,active
