product_id,product_name,category,brand,unit_price,status,created_date
P00079,Lamp 79,Home,BrandA,45291.18,active,2023-03-10
P00080,Bedsheet 80,Home,BrandC,35894.6,active,2023-04-28
P00081,Shampoo 81,Beauty,BrandD,77697.62,discontinued,2025-10-01
P00082,Jacket 82,Fashion,BrandA,67514.24,active,2025-01-26
P00083,Laptop 83,Electronics,BrandB,80492.32,active,2023-09-27
P00084,Smartphone 84,Electronics,BrandA,75079.07,active,2025-06-27
P00085,Mouse 85,Electronics,BrandC,8844.99,active,2023-02-04
P00086,Lamp 86,Home,BrandB,80804.46,active,2025-11-23
P00087,Speaker 87,Electronics,BrandA,36333.32,active,2024-01-31
P00088,Shampoo 88,Beauty,BrandA,65627.82,active,2025-06-27
P00089,Mouse 89,Electronics,BrandD,54798.93,active,2023-01-07
P00090,Lamp 90,Home,BrandA,50485.5,active,2025-08-12
P00091,Cream 91,Beauty,BrandD,7821.68,active,2023-08-27
P00092,Keyboard 92,Electronics,BrandB,65681.17,active,2023-02-11
P00093,T-Shirt 93,Fashion,BrandC,19639.92,discontinued,2023-06-16
P00094,Sneakers 94,Fashion,BrandB,75370.76,active,2024-09-27
P00095,Smartphone 95,Electronics,BrandB,63555.78,active,2023-10-15
P00096,Perfume 96,Beauty,BrandB,37305.33,active,2024-02-13
P00097,Sneakers 97,Fashion,BrandD,23401.12,active,2023-07-09
P00098,Oil 98,Grocery,BrandC,52116.36,discontinued,2023-12-16
P00099,Laptop 99,Electronics,BrandB,34760.41,discontinued,2024-12-11
P00100,Chair 100,Home,BrandC,30848.93,active,2025-11-17
P00101,Sneakers 101,Fashion,BrandC,19705.48,active,2023-08-25
P00102,Cream 102,Beauty,BrandD,56829.74,active,2025-08-14
P00103,Perfume 103,Beauty,BrandD,33555.66,active,2024-10-22
P00104,Speaker 104,Electronics,BrandA,32350.86,active,2025-05-13
P00105,Oil 105,Grocery,BrandA,30353.53,active,2025-01-03
P00106,Chair 106,Home,BrandB,42058.36,active,2025-06-18
P00107,Perfume 107,Beauty,BrandD,53454.24,discontinued,2025-08-27
P00108,Sneakers 108,Fashion,BrandC,65125.65,discontinued,2025-04-01
P00109,Mixer 109,Home,BrandB,87371.25,active,2025-05-12
P00110,Oil 110,Grocery,BrandD,85862.06,active,2023-12-02
P00111,Shampoo 111,Beauty,BrandB,83018.04,active,2023-09-24
P00112,Mixer 112,Home,BrandC,87331.64,active,2024-12-09
P00113,Tea 113,Grocery,BrandA,14947.56,active,2024-02-15
P00114,Sneakers 114,Fashion,BrandB,unknown,active,2024-02-21
P00115,Coffee 115,Grocery,BrandB,65194.16,active,2023-01-11
P00116,Rice 116,Grocery,BrandD,31076.49,discontinued,2024-03-11
P00117,Tea 117,Grocery,BrandB,74834.72,active,2025-03-04
P00118,Sneakers 118,Fashion,BrandB,68692.94,discontinued,2024-10-31
P00119,Bedsheet 119,Home,BrandA,53756.74,active,2025-09-27
P00120,Shampoo 120,Beauty,BrandB,20014.73,active,2025-01-25
P00121,Lamp 121,Home,BrandA,45170.92,discontinued,2023-06-08
P00122,Jeans 122,Fashion,BrandA,45035.48,active,2024-09-10
P00123,Coffee 123,Grocery,BrandB,30615.63,discontinued,2023-11-05
P00124,Lamp 124,Home,BrandD,34862.45,active,2024-06-18
P00125,Rice 125,Grocery,BrandA,14785.78,discontinued,2023-06-19
P00126,Mixer 126,Home,BrandD,59055.7,active,2023-11-26
P00127,Chair 127,Home,BrandD,51755.42,discontinued,2023-01-24
P00128,Tea 128,Grocery,BrandA,38067.34,active,2025-05-20
P00129,Mixer 129,Home,BrandD,54358.95,active,2025-08-27
P00130,Lamp 130,Home,BrandB,10121.56,discontinued,2025-12-24
P00131,Coffee 131,Grocery,BrandC,13602.82,active,2024-02-09
P00132,Cream 132,Beauty,BrandD,65508.38,discontinued,2023-04-10
P00133,Oil 133,Grocery,BrandD,3662.81,discontinued,2025-01-21
P00134,Laptop 134,Electronics,BrandC,unknown,discontinued,2024-11-22
P00135,Mixer 135,Home,BrandB,48883.94,active,2024-12-31
P00136,Coffee 136,Grocery,BrandC,40253.57,active,2023-08-17
P00137,Mixer 137,Home,BrandD,47851.67,active,2023-12-25
P00138,Laptop 138,Electronics,BrandB,8583.97,discontinued,2025-06-01
P00139,Lamp 139,Home,BrandB,87469.0,discontinued,2023-03-25
P00140,Mouse 140,Electronics,BrandB,33601.76,active,2025-02-21
P00141,Cream 141,Beauty,BrandC,7162.54,discontinued,2025-03-31
P00142,Keyboard 142,Electronics,BrandC,85536.27,active,2025-06-06
P00143,Keyboard 143,Electronics,BrandC,51414.89,active,2023-04-11
P00144,Bedsheet 144,Home,BrandD,19431.62,active,2024-01-16
P00145,Mixer 145,Home,BrandB,54447.66,active,2024-07-12
P00146,Smartphone 146,Electronics,BrandD,18705.7,active,2024-07-16
P00147,Bedsheet 147,Home,BrandC,53949.22,active,2024-03-29
P00148,T-Shirt 148,Fashion,BrandB,63834.05,active,2024-08-12
P00149,Perfume 149,Beauty,BrandC,52945.24,discontinued,2025-09-01
P00150,Shampoo 150,Beauty,BrandC,30918.13,active,2025-06-29
P00151,Jacket 151,Fashion,BrandD,76903.69,active,2025-12-26
P00152,Jacket 152,Fashion,BrandA,23071.88,active,2025-09-23
P00153,Perfume 153,Beauty,BrandC,7551.63,active,2024-08-20
P00154,Bedsheet 154,Home,BrandA,60731.16,active,2023-12-08
P00155,Perfume 155,Beauty,BrandD,50875.13,active,2024-08-04
P00156,Cream 156,Beauty,BrandB,44208.86,discontinued,2026-01-05
P00157,Jacket 157,Fashion,BrandA,54672.39,active,2025-03-21
P00158,Jeans 158,Fashion,BrandC,89292.41,active,2023-11-22
P00159,Tea 159,Grocery,BrandB,31734.05,discontinued,2024-07-25
P00160,Lamp 160,Home,BrandC,56754.39,discontinued,2024-04-06
P00161,Tea 161,Grocery,BrandC,68133.99,discontinued,2023-11-18
P00162,Jacket 162,,BrandC,26013.63,discontinued,2023-12-19
P00163,Smartphone 163,Electronics,BrandD,52247.79,discontinued,2025-04-20
P00164,T-Shirt 164,Fashion,BrandB,55729.33,active,2025-04-17
P00165,Mouse 165,Electronics,BrandB,54914.34,discontinued,2023-07-06
P00166,Mixer 166,Home,BrandD,66887.45,active,2023-11-27
P00167,Oil 167,Grocery,BrandB,65097.56,active,2025-08-25
P00168,Sneakers 168,Fashion,BrandA,unknown,active,2024-02-28
P00169,Perfume 169,Beauty,BrandD,41370.63,active,2023-12-29
P00170,Coffee 170,Grocery,BrandC,72347.53,active,2024-05-16
P00171,Coffee 171,Grocery,BrandA,698.95,discontinued,2025-11-30
P00172,Tea 172,Grocery,BrandD,6407.28,active,2026-01-05
P00173,Speaker 173,Electronics,BrandA,69911.56,discontinued,2025-09-11
P00174,Mouse 174,Electronics,BrandA,73064.68,active,2025-03-29
P00175,Cream 175,Beauty,BrandD,58494.71,active,2023-08-01
P00176,Sneakers 176,Fashion,BrandA,68234.0,active,2025-01-20
P00177,Oil 177,Grocery,BrandB,12844.15,discontinued,2024-03-06
P00178,Mixer 178,Home,BrandA,unknown,discontinued,2025-10-03
P00179,Sneakers 179,Fashion,BrandD,30872.47,active,2025-07-11
P00180,Lamp 180,Home,BrandB,53530.98,active,2025-12-04
P00181,Mixer 181,Home,BrandC,19954.26,active,2024-08-19
P00182,Chair 182,Home,BrandC,51122.18,discontinued,2025-06-19
P00183,Chair 183,Home,BrandB,66956.49,active,2024-08-21
P00184,Oil 184,Grocery,BrandA,57337.67,active,2024-09-12
P00185,T-Shirt 185,Fashion,BrandD,23407.15,discontinued,2023-12-15
P00186,Chair 186,Home,BrandC,52875.22,active,2025-02-13
P00187,Rice 187,Grocery,BrandD,78380.74,active,2025-09-18
P00188,Coffee 188,Grocery,BrandA,60213.53,active,2024-04-05
P00189,Chair 189,Home,BrandC,20249.95,active,2024-02-08
P00190,Bedsheet 190,Home,BrandA,41382.21,active,2024-02-19
P00191,Mixer 191,Home,BrandA,35912.33,active,2025-11-05
P00192,Mouse 192,Electronics,BrandA,49831.34,active,2025-07-03
P00193,Cream 193,Beauty,BrandC,22377.64,active,2024-05-16
P00194,Jacket 194,Fashion,BrandC,16034.57,active,2023-07-07
P00195,T-Shirt 195,Fashion,BrandB,81560.2,active,2023-05-05
P00196,Jeans 196,Fashion,BrandD,22015.14,discontinued,2023-07-21
P00197,Shampoo 197,Beauty,BrandA,28751.74,active,2025-09-06
P00198,Smartphone 198,Electronics,BrandB,7578.09,active,2024-03-16
P00199,Perfume 199,Beauty,BrandA,27052.49,discontinued,2023-08-17
P00200,Rice 200,Grocery,BrandD,53037.26,active,2024-05-30
P00201,Oil 201,,BrandB,44375.05,active,2025-11-04
P00202,Oil 202,Grocery,BrandC,85633.1,active,2025-12-25
P00203,Sneakers 203,Fashion,BrandC,24833.93,discontinued,2023-08-17
P00204,Jacket 204,Fashion,BrandD,666.03,discontinued,2023-12-01
P00205,T-Shirt 205,Fashion,BrandC,unknown,active,2025-06-26
P00206,Chair 206,Home,BrandA,17488.11,active,2024-03-12
P00207,Lamp 207,Home,BrandD,28855.83,active,2024-09-06
P00208,Shampoo 208,Beauty,BrandB,51425.08,active,2023-11-17
P00209,Jacket 209,Fashion,BrandB,70740.14,active,2024-10-28
P00210,Perfume 210,Beauty,BrandD,58841.88,active,2024-04-13
P00211,Bedsheet 211,Home,BrandC,84094.95,active,2023-10-24
P00212,Lamp 212,Home,BrandC,65425.73,discontinued,2024-09-22
P00213,Tea 213,Grocery,BrandA,68661.56,discontinued,2023-04-24
P00214,Oil 214,Grocery,BrandB,58149.68,discontinued,2024-07-15
P00215,Speaker 215,Electronics,BrandC,18263.0,active,2025-02-03
P00216,Mouse 216,Electronics,BrandD,38520.65,active,2024-02-13
P00217,Jacket 217,Fashion,BrandA,77087.8,active,2024-05-12
P00218,Sneakers 218,Fashion,BrandD,65078.6,active,2025-03-09
P00219,Rice 219,Grocery,BrandD,25270.42,active,2023-07-27
P00220,Speaker 220,Electronics,BrandC,30894.86,discontinued,2024-08-05
P00221,Smartphone 221,Electronics,BrandA,12154.88,active,2025-04-27
P00222,Jeans 222,Fashion,BrandB,53115.56,active,2025-06-16
P00223,Sneakers 223,Fashion,BrandC,51580.17,active,2023-02-14
P00224,T-Shirt 224,Fashion,BrandC,78375.62,active,2025-07-02
P00225,Jeans 225,Fashion,BrandB,28968.34,discontinued,2025-01-11
P00226,Chair 226,Home,BrandC,61015.98,active,2023-02-17
P00227,T-Shirt 227,Fashion,BrandD,57830.24,discontinued,2025-09-23
P00228,Laptop 228,Electronics,BrandC,5500.95,active,2025-06-14
P00229,Laptop 229,Electronics,BrandC,78587.43,discontinued,2024-08-01
P00230,Perfume 230,Beauty,BrandA,57122.9,active,2023-08-19
P00231,Shampoo 231,Beauty,BrandA,71889.3,discontinued,2024-01-26
P00232,Speaker 232,Electronics,BrandC,38830.73,discontinued,2025-07-13
P00233,Sneakers 233,Fashion,BrandC,6646.48,discontinued,2025-12-16
P00234,Coffee 234,Grocery,BrandC,36179.83,active,2025-03-09
P00235,Headphones 235,Electronics,BrandD,20332.68,active,2024-06-14
P00236,Sneakers 236,Fashion,BrandB,47950.2,active,2023-11-09
P00237,Jeans 237,Fashion,BrandB,18616.48,active,2023-02-23
P00238,Cream 238,Beauty,BrandA,85008.97,active,2024-12-14
P00239,Mouse 239,Electronics,BrandB,78360.4,active,2024-02-18
P00240,Chair 240,Home,BrandC,38231.58,active,2024-03-20
P00241,Mixer 241,Home,BrandD,12427.11,active,2025-02-07
P00242,Smartphone 242,Electronics,BrandB,78088.55,discontinued,2023-04-11
P00243,Tea 243,Grocery,BrandB,35974.1,discontinued,2023-09-13
P00244,Keyboard 244,Electronics,BrandA,45642.76,active,2024-03-05
P00245,Smartphone 245,Electronics,BrandC,66678.53,active,2025-04-30
P00246,Jeans 246,Fashion,BrandC,88664.88,discontinued,2024-06-06
P00247,Shampoo 247,Beauty,BrandA,85045.12,active,2025-02-17
P00248,Tea 248,,BrandA,86544.26,active,2025-01-08
P00249,Mixer 249,Home,BrandC,39118.67,active,2023-06-22
P00250,Tea 250,Grocery,BrandC,1505.23,active,2023-04-03
P00251,Jeans 251,Fashion,BrandA,16028.07,active,2025-11-28
P00252,Jeans 252,Fashion,BrandA,62580.71,active,2024-03-05
P00253,Lamp 253,Home,BrandB,55610.55,discontinued,2023-12-20
P00254,Jeans 254,Fashion,BrandB,66797.64,active,2023-08-13
P00255,T-Shirt 255,Fashion,BrandC,44820.18,discontinued,2025-02-03
P00256,Lamp 256,Home,BrandA,2640.76,active,2023-02-28
P00257,Coffee 257,Grocery,BrandB,66166.78,discontinued,2023-04-06
P00258,Perfume 258,Beauty,BrandB,68644.21,active,2023-07-25
P00259,Mouse 259,Electronics,BrandA,80755.21,discontinued,2023-05-16
P00260,Smartphone 260,Electronics,BrandD,41841.84,discontinued,2023-10-03
P00261,Cream 261,Beauty,BrandD,unknown,discontinued,2024-06-10
P00262,Sneakers 262,,BrandC,59101.17,active,2025-09-05
P00263,Rice 263,Grocery,BrandB,11394.9,active,2024-04-06
P00264,Speaker 264,Electronics,BrandD,8603.44,active,2023-08-04
P00265,Jeans 265,Fashion,BrandC,22620.31,active,2025-08-04
P00266,Cream 266,Beauty,BrandC,46560.04,active,2024-11-02
P00267,Oil 267,Grocery,BrandA,59535.27,discontinued,2023-04-09
P00268,Jeans 268,Fashion,BrandA,1367.81,active,2023-11-28
P00269,Oil 269,Grocery,BrandD,1133.19,discontinued,2024-12-05
P00270,Jacket 270,Fashion,BrandB,40733.2,discontinued,2024-06-22
P00271,Perfume 271,Beauty,BrandC,10674.3,active,2024-11-21
P00272,Sneakers 272,Fashion,BrandD,30741.19,discontinued,2023-07-17
P00273,Lamp 273,Home,BrandC,5755.55,discontinued,2023-02-22
P00274,Shampoo 274,Beauty,BrandD,8584.95,active,2023-09-04
P00275,Cream 275,Beauty,BrandC,26670.55,active,2025-07-15
P00276,Coffee 276,Grocery,BrandB,86969.03,discontinued,2025-11-12
P00277,Jeans 277,Fashion,BrandB,75613.95,active,2024-02-11
P00278,Chair 278,Home,BrandA,50694.44,active,2024-04-16
P00279,Shampoo 279,Beauty,BrandA,33752.53,active,2024-04-08
P00280,Jacket 280,Fashion,BrandC,77257.9,active,2025-03-31
P00281,Bedsheet 281,Home,BrandD,81094.02,discontinued,2025-08-16
P00282,Chair 282,Home,BrandC,64961.56,active,2023-06-03
P00283,Lamp 283,Home,BrandA,18851.23,active,2025-04-20
P00284,Jeans 284,Fashion,BrandB,43325.42,active,2025-03-12
P00285,Jacket 285,Fashion,BrandB,35238.69,active,2024-12-18
P00286,Keyboard 286,Electronics,BrandC,86705.09,active,2025-04-02
P00287,Speaker 287,Electronics,BrandB,66589.78,active,2025-06-27
P00288,Sneakers 288,Fashion,BrandA,68471.77,active,2025-12-02
P00289,Mixer 289,Home,BrandD,69467.49,active,2025-06-16
P00290,Mixer 290,Home,BrandD,48750.05,active,2023-05-25
P00291,Lamp 291,Home,BrandA,85457.95,discontinued,2024-06-07
P00292,Speaker 292,Electronics,BrandB,42029.99,discontinued,2024-08-19
P00293,T-Shirt 293,Fashion,BrandC,8044.48,active,2025-10-09
P00294,Tea 294,Grocery,BrandA,5174.19,active,2024-07-18
P00295,Lamp 295,Home,BrandC,37814.51,active,2023-06-20
P00296,Headphones 296,Electronics,BrandD,64201.56,active,2025-10-10
P00297,Jacket 297,Fashion,BrandA,59933.31,discontinued,2025-02-08
P00298,Cream 298,Beauty,BrandD,78345.78,active,2023-08-09
P00299,Cream 299,Beauty,BrandA,85870.11,active,2024-05-03
P00300,Bedsheet 300,Home,BrandA,73390.3,active,2025-06-20
P00301,Coffee 301,Grocery,BrandD,84622.51,active,2024-03-18
P00302,Shampoo 302,Beauty,BrandC,2251.07,active,2024-08-21
P00303,Coffee 303,Grocery,BrandC,65636.84,active,2024-12-05
P00304,Chair 304,Home,BrandA,24954.79,active,2025-07-27
P00305,Chair 305,Home,BrandC,18907.54,discontinued,2024-12-14
P00306,Jacket 306,Fashion,BrandC,77109.64,active,2024-04-11
P00307,Lamp 307,Home,BrandA,9188.73,discontinued,2024-10-02
P00308,Perfume 308,Beauty,BrandD,57581.59,active,2024-06-26
P00309,Oil 309,Grocery,BrandD,30383.15,active,2023-11-23
P00310,Sneakers 310,Fashion,BrandB,1512.19,active,2025-11-02
P00311,Perfume 311,Beauty,BrandB,68128.81,discontinued,2023-06-05
P00312,T-Shirt 312,Fashion,BrandD,8221.56,active,2023-10-26
P00313,Lamp 313,Home,BrandD,35756.37,active,2024-08-24
P00314,Cream 314,Beauty,BrandC,87369.41,active,2025-06-25
P00315,Keyboard 315,Electronics,BrandC,49355.01,active,2025-10-09
P00316,Jeans 316,Fashion,BrandB,22142.03,discontinued,2024-03-18
P00317,T-Shirt 317,Fashion,BrandA,26767.64,discontinued,2025-06-17
P00318,Rice 318,Grocery,BrandD,37156.14,discontinued,2024-06-19
P00319,Lamp 319,Home,BrandC,38863.82,active,2024-10-17
P00320,Perfume 320,Beauty,BrandB,7007.48,active,2024-05-20
P00321,Cream 321,Beauty,BrandD,11658.52,active,2023-08-03
P00322,Shampoo 322,Beauty,BrandB,64831.95,discontinued,2024-07-05
P00323,Shampoo 323,Beauty,BrandD,41464.68,discontinued,2025-06-12
P00324,Keyboard 324,Electronics,BrandD,2068.6,active,2024-12-12
P00325,Rice 325,Grocery,BrandC,5814.81,active,2024-07-19
P00326,Perfume 326,Beauty,BrandA,85265.81,discontinued,2025-06-01
P00327,Jacket 327,Fashion,BrandD,19431.16,active,2024-09-15
P00328,Chair 328,Home,BrandD,51321.57,active,2024-10-06
P00329,Laptop 329,Electronics,BrandC,4843.15,active,2023-05-26
P00330,Shampoo 330,Beauty,BrandB,47717.1,active,2024-05-24
P00331,Shampoo 331,Beauty,BrandA,75229.69,discontinued,2023-09-02
P00332,Mixer 332,Home,BrandD,8547.0,discontinued,2025-04-14
P00333,Tea 333,Grocery,BrandC,12534.77,active,2023-07-16
P00334,Lamp 334,Home,BrandD,16032.79,active,2025-10-20
P00335,Keyboard 335,Electronics,BrandB,23504.66,active,2024-12-20
P00336,Mouse 336,Electronics,BrandA,40699.34,active,2023-02-11
P00337,Shampoo 337,Beauty,BrandA,88382.35,active,2023-07-15
P00338,T-Shirt 338,Fashion,BrandA,unknown,active,2024-10-31
P00339,Oil 339,Grocery,BrandC,2566.61,active,2023-12-20
P00340,Jacket 340,Fashion,BrandB,16426.26,active,2023-07-18
P00341,Sneakers 341,Fashion,BrandD,51692.73,active,2025-11-05
P00342,Jacket 342,Fashion,BrandA,2808.32,active,2024-09-30
P00343,Mixer 343,Home,BrandB,31466.94,active,2023-07-24
P00344,Rice 344,Grocery,BrandC,54347.02,discontinued,2025-03-07
P00345,Coffee 345,Grocery,BrandA,60209.96,active,2024-05-19
P00346,Chair 346,Home,BrandD,21611.47,active,2025-04-07
P00347,Mouse 347,Electronics,BrandD,5351.49,active,2025-11-30
P00348,Speaker 348,Electronics,BrandD,58959.99,active,2024-08-01
P00349,Chair 349,Home,BrandB,40355.58,active,2025-05-23
P00350,Tea 350,Grocery,BrandD,33985.86,active,2025-10-03
P00351,Mouse 351,Electronics,BrandD,50547.87,active,2025-10-16
P00352,Mixer 352,Home,BrandA,47517.31,active,2023-07-02
P00353,Chair 353,Home,BrandA,57712.64,active,2023-04-07
P00354,Bedsheet 354,Home,BrandA,17006.45,discontinued,2025-11-07
P00355,Shampoo 355,Beauty,BrandA,45826.4,active,2023-07-22
P00356,Rice 356,,BrandC,80320.66,active,2024-02-21
P00357,Rice 357,Grocery,BrandA,51437.39,active,2025-02-20
P00358,T-Shirt 358,Fashion,BrandA,83194.16,active,2024-11-08
P00359,Jacket 359,Fashion,BrandC,74405.37,discontinued,2023-04-02
P00360,Jeans 360,Fashion,BrandC,53919.75,discontinued,2024-09-26
P00361,Sneakers 361,Fashion,BrandA,36875.57,discontinued,2025-04-27
P00362,Oil 362,Grocery,BrandB,75849.67,discontinued,2024-06-03
P00363,Shampoo 363,Beauty,BrandD,56418.22,active,2025-07-08
P00364,Jeans 364,Fashion,BrandA,6421.55,active,2023-11-22
P00365,Coffee 365,Grocery,BrandC,16567.6,active,2024-06-09
P00366,Oil 366,Grocery,BrandC,48300.51,active,2023-08-11
P00367,Smartphone 367,Electronics,BrandB,74073.14,active,2025-10-16
P00368,Jeans 368,Fashion,BrandA,46678.84,discontinued,2025-09-07
P00369,Headphones 369,Electronics,BrandD,20639.77,active,2023-06-21
P00370,Keyboard 370,Electronics,BrandC,39280.5,discontinued,2023-10-20
P00371,Coffee 371,Grocery,BrandB,59685.88,active,2024-10-13
P00372,Laptop 372,Electronics,BrandB,1357.87,active,2024-05-28
P00373,Sneakers 373,Fashion,BrandA,41626.23,discontinued,2025-02-17
P00374,Sneakers 374,Fashion,BrandB,45543.07,active,2024-02-03
P00375,Bedsheet 375,Home,BrandD,2355.85,active,2024-05-18
P00376,Cream 376,Beauty,BrandB,25959.56,active,2024-10-12
P00377,Headphones 377,Electronics,BrandD,61653.87,active,2023-12-14
P00378,Lamp 378,Home,BrandA,3535.63,active,2023-01-13
P00379,Coffee 379,Grocery,BrandD,50679.03,active,2024-04-04
P00380,Laptop 380,Electronics,BrandA,49138.78,discontinued,2025-03-01
P00381,Bedsheet 381,Home,BrandB,40514.44,discontinued,2024-05-27
P00382,Bedsheet 382,Home,BrandB,43163.29,discontinued,2026-01-03
P00383,Chair 383,Home,BrandB,13065.11,discontinued,2024-06-10
P00384,Sneakers 384,Fashion,BrandD,66621.3,active,2023-10-22
P00385,Smartphone 385,Electronics,BrandB,36980.6,discontinued,2023-09-14
P00386,Chair 386,Home,BrandD,84773.95,discontinued,2025-08-01
P00387,Tea 387,Grocery,BrandD,85717.48,active,2024-11-22
P00388,Bedsheet 388,Home,BrandB,12049.67,active,2024-03-20
P00389,Jeans 389,,BrandC,85324.61,discontinued,2025-04-16
P00390,Lamp 390,Home,BrandB,19279.15,discontinued,2023-08-11
P00391,Cream 391,Beauty,BrandD,40752.6,active,2024-02-13
P00392,Sneakers 392,Fashion,BrandB,49688.24,discontinued,2025-11-25
P00393,Rice 393,Grocery,BrandA,84892.48,active,2025-03-01
P00394,Cream 394,Beauty,BrandB,15576.88,discontinued,2024-02-10
