order_id,order_ts,customer_id,product_id,store_id,quantity,unit_price,discount_pct,gross_amount,payment_method,order_status,ingest_date
OI1000078,2026-04-07 16:00:00,C00425,P00351,S005,5,50547.87,0.0,240102.38,UPI,returned,2026-04-24
OI1000079,2026-04-24 14:56:00,C01081,P00733,S023,5,86178.56,0.2,430892.8,CARD,returned,2026-04-24
OI1000080,2026-04-24 09:11:00,C00265,P00538,S058,2,50198.57,0.2,80317.71,COD,returned,2026-04-24
OI1000081,2026-04-16 19:00:00,C00009,P00139,S068,4,87469.0,0.1,332382.2,UPI,cancelled,2026-04-24
OI1000082,2026-04-24 03:00:00,C00652,P00546,S024,1,14892.77,0.1,11914.22,WALLET,shipped,2026-04-24
OI1000083,2026-04-24 22:20:00,C01579,P00305,S039,3,18907.54,0.2,51050.36,NETBANKING,cancelled,2026-04-24
OI1000084,2026-04-21 13:00:00,C00160,P00742,S047,6,84124.16,0.2,479507.71,NETBANKING,shipped,2026-04-24
OI1000085,2026-04-24 16:19:00,C01979,P00706,S027,4,19053.8,0.2,60972.16,NETBANKING,shipped,2026-04-24
OI1000086,2026-04-24 17:58:00,C00096,P00040,S040,3,82714.19,0.0,198514.06,COD,cancelled,2026-04-24
OI1000087,2026-04-24 18:05:00,C01787,P00338,S022,6,unknown,0.0,bad_amount,COD,cancelled,2026-04-24
OI1000088,2026-04-24 00:12:00,C01238,P00358,S013,5,83194.16,0.05,395172.26,WALLET,cancelled,2026-04-24
OI1000089,2026-04-24 08:10:00,C00420,P00027,S036,5,80091.77,0.2,380435.91,UPI,cancelled,2026-04-24
OI1000090,2026-04-24 22:36:00,C00946,P00637,S072,6,76462.55,0.1,412897.77,UPI,returned,2026-04-24
OI1000091,2026-04-24 14:06:00,C02111,P00125,S001,3,14785.78,0.05,44357.34,NETBANKING,shipped,2026-04-24
OI1000092,2026-04-24 02:21:00,C01906,P00217,S050,3,77087.8,0.2,219700.23,CARD,returned,2026-04-24
OI1000093,2026-04-24 22:37:00,C01387,P00083,S002,5,80492.32,0.0,321969.28,UPI,shipped,2026-04-24
OI1000094,2026-04-24 20:37:00,C00637,P00049,S031,2,5379.25,0.05,10220.57,COD,shipped,2026-04-24
OI1000095,2026-04-24 10:37:00,C01797,P00596,S023,2,70133.01,0.05,126239.42,WALLET,cancelled,2026-04-24
OI1000096,2026-04-24 01:22:00,C01695,P00555,S032,5,44111.62,0.05,176446.48,CARD,shipped,2026-04-24
OI1000097,2026-04-24 13:17:00,C02100,P00026,S074,5,61875.0,0.1,293906.25,UPI,cancelled,2026-04-24
OI1000098,2026-04-17 11:00:00,C01379,P00710,S052,3,87048.32,0.0,248087.71,WALLET,delivered,2026-04-24
OI1000099,2026-04-24 09:41:00,C02479,P00232,S046,4,38830.73,0.0,139790.63,COD,returned,2026-04-24
OI1000100,2026-04-24 12:59:00,C01173,P00734,S015,5,20878.89,0.2,104394.45,WALLET,cancelled,2026-04-24
OI1000101,2026-04-24 22:01:00,C00706,P00750,S020,6,62995.9,0.1,377975.4,UPI,cancelled,2026-04-24
OI1000102,2026-04-24 03:02:00,C02162,P00699,S049,1,67726.99,0.05,60954.29,UPI,shipped,2026-04-24
OI1000103,2026-04-15 09:00:00,C01659,P00106,S019,6,42058.36,0.2,201880.13,NETBANKING,shipped,2026-04-24
OI1000104,2026-04-24 02:42:00,C00572,P00555,S051,2,44111.62,0.0,70578.59,WALLET,cancelled,2026-04-24
OI1000105,2026-04-18 07:00:00,C01664,P00268,S051,2,1367.81,0.2,2188.5,COD,delivered,2026-04-24
OI1000106,2026-04-24 14:28:00,C01905,P00127,S022,1,51755.42,0.2,51755.42,CARD,shipped,2026-04-24
OI1000107,2026-04-24 23:55:00,C01427,P00264,S006,3,8603.44,0.05,23229.29,COD,shipped,2026-04-24
OI1000108,2026-04-24 18:08:00,C01000,P00523,S044,3,54356.5,0.05,130455.6,UPI,delivered,2026-04-24
OI1000109,2026-04-24 07:55:00,C01628,P00286,S069,6,86705.09,0.1,520230.54,COD,shipped,2026-04-24
OI1000110,2026-04-24 01:33:00,C01583,P00479,S033,3,14454.91,0.05,34691.78,WALLET,delivered,2026-04-24
OI1000111,2026-04-24 22:31:00,C01553,P00631,S026,2,76016.38,0.2,121626.21,COD,cancelled,2026-04-24
OI1000112,2026-04-24 07:54:00,C00498,P00155,S075,2,50875.13,0.2,81400.21,NETBANKING,shipped,2026-04-24
OI1000113,2026-04-24 13:55:00,C01840,P00625,S061,2,19780.97,0.1,31649.55,UPI,cancelled,2026-04-24
OI1000114,2026-04-24 12:27:00,C01370,P00635,S009,5,37326.92,0.2,167971.14,COD,cancelled,2026-04-24
OI1000115,2026-04-24 00:37:00,C00098,P00400,S025,3,27347.38,0.05,82042.14,UPI,returned,2026-04-24
OI1000116,2026-04-24 05:54:00,C02020,P00605,S020,6,54013.86,0.2,307879.0,NETBANKING,cancelled,2026-04-24
OI1000117,2026-04-24 01:40:00,C00296,P00766,S047,2,28210.93,0.1,53600.77,CARD,shipped,2026-04-24
OI1000118,2026-04-24 05:34:00,C02390,P00651,S025,5,5362.63,0.1,24131.84,CARD,cancelled,2026-04-24
OI1000119,2026-04-24 08:01:00,C02022,P00233,S019,2,6646.48,0.0,10634.37,NETBANKING,returned,2026-04-24
OI1000120,2026-04-24 14:15:00,C00565,P00294,S042,1,5174.19,0.0,5174.19,COD,cancelled,2026-04-24
OI1000121,2026-04-24 21:43:00,C02042,P00776,S021,4,85783.24,0.1,274506.37,COD,returned,2026-04-24
OI1000122,2026-04-24 05:13:00,C00472,P00734,S038,1,20878.89,0.0,19834.95,CARD,shipped,2026-04-24
OI1000123,2026-04-24 01:37:00,C00265,P00766,S008,4,28210.93,0.0,90274.98,NETBANKING,returned,2026-04-24
OI1000124,2026-04-24 15:04:00,C00276,P00398,S047,2,86219.46,0.1,155195.03,NETBANKING,shipped,2026-04-24
OI1000125,2026-04-24 17:16:00,C00304,P00454,S060,4,35110.72,0.2,133420.74,CARD,returned,2026-04-24
OI1000126,2026-04-24 08:55:00,C02437,P00183,S040,5,66956.49,0.2,334782.45,COD,shipped,2026-04-24
OI1000127,2026-04-24 00:49:00,C00087,P00085,S016,5,8844.99,0.0,44224.95,UPI,returned,2026-04-24
OI1000128,2026-04-24 15:33:00,C02457,P00245,S012,2,66678.53,0.0,126689.21,CARD,cancelled,2026-04-24
OI1000129,2026-04-24 20:25:00,C01768,P00384,S068,2,66621.3,0.1,133242.6,CARD,delivered,2026-04-24
OI1000130,2026-04-24 00:20:00,C01544,P00383,S022,3,13065.11,0.0,37235.56,CARD,shipped,2026-04-24
OI1000131,2026-04-24 13:15:00,C00921,P00266,S008,3,46560.04,0.05,111744.1,WALLET,cancelled,2026-04-24
OI1000132,2026-04-24 22:22:00,C01898,P00274,S015,4,8584.95,0.05,34339.8,COD,delivered,2026-04-24
OI1000133,2026-04-24 15:25:00,C01402,P00198,S030,5,7578.09,0.0,35995.93,CARD,shipped,2026-04-24
OI1000134,2026-04-24 17:44:00,C00819,P00243,S012,2,35974.1,0.1,64753.38,CARD,delivered,2026-04-24
OI1000135,2026-04-24 07:39:00,C00672,P00555,S052,1,44111.62,0.05,44111.62,COD,delivered,2026-04-24
OI1000136,2026-04-24 21:16:00,C00202,P00219,S016,1,25270.42,0.0,24006.9,WALLET,delivered,2026-04-24
OI1000137,2026-04-24 15:59:00,C00061,P00787,S021,2,30646.57,0.0,49034.51,CARD,cancelled,2026-04-24
OI1000138,2026-04-24 17:16:00,C02421,P00080,S022,6,35894.6,0.1,215367.6,WALLET,shipped,2026-04-24
OI1000139,2026-04-24 18:36:00,C00245,P00677,S004,1,89809.83,0.05,80828.85,WALLET,shipped,2026-04-24
OI1000140,2026-04-24 14:51:00,C00567,P00486,S055,6,85215.81,0.0,460165.37,NETBANKING,returned,2026-04-24
OI1000141,2026-04-24 11:56:00,C00620,P00553,S066,3,29491.73,0.0,70780.15,COD,cancelled,2026-04-24
OI1000142,2026-04-24 22:12:00,C00220,P00329,S010,5,4843.15,0.05,23004.96,UPI,returned,2026-04-24
OI1000143,2026-04-24 05:49:00,C00969,P00566,S051,2,56559.9,0.05,90495.84,UPI,shipped,2026-04-24
OI1000144,2026-04-24 05:36:00,C01171,,S007,5,64199.22,0.2,304946.29,UPI,delivered,2026-04-24
OI1000145,2026-04-24 22:04:00,C02372,P00252,S046,4,62580.71,0.1,237806.7,WALLET,shipped,2026-04-24
OI1000146,2026-04-16 15:00:00,C01619,P00527,S025,5,62863.63,0.1,298602.24,COD,shipped,2026-04-24
OI1000147,2026-04-24 16:06:00,C02008,P00475,S046,1,2194.3,0.05,1755.44,COD,cancelled,2026-04-24
OI1000148,2026-04-24 12:28:00,C01740,P00730,S036,3,unknown,0.05,bad_amount,COD,cancelled,2026-04-24
OI1000149,2026-04-24 16:24:00,C02466,P00499,S041,4,2275.21,0.0,8190.76,UPI,shipped,2026-04-24
OI1000150,2026-04-24 20:28:00,C02237,P00639,S004,5,71673.79,0.2,340450.5,WALLET,delivered,2026-04-24
OI1000151,2026-04-24 14:04:00,C01282,P00151,S004,1,76903.69,0.05,76903.69,UPI,cancelled,2026-04-24
OI1000152,2026-04-16 11:00:00,C00266,P00721,S060,4,40942.26,0.05,131015.23,NETBANKING,returned,2026-04-24
OI1000153,2026-04-24 13:02:00,C00292,P00078,S015,4,584.86,0.1,2222.47,WALLET,shipped,2026-04-24
OI1000154,2026-04-24 15:42:00,C02128,P00306,S055,4,77109.64,0.1,246750.85,NETBANKING,cancelled,2026-04-24
OI1000155,2026-04-24 06:50:00,C02204,P00405,S012,2,87329.08,0.0,174658.16,CARD,shipped,2026-04-24
OI1000156,2026-04-24 19:55:00,C01919,P00670,S027,2,38746.57,0.05,69743.83,NETBANKING,delivered,2026-04-24
OI1000157,2026-04-24 11:53:00,C00130,P00225,S050,5,28968.34,0.2,144841.7,NETBANKING,cancelled,2026-04-24
OI1000158,2026-04-24 09:45:00,C01289,P00446,S048,4,86120.56,0.2,344482.24,UPI,cancelled,2026-04-24
OI1000159,2026-04-24 23:34:00,C01150,P00195,S073,5,81560.2,0.2,387410.95,NETBANKING,cancelled,2026-04-24
OI1000160,2026-04-24 19:05:00,C01282,P00391,S052,3,40752.6,0.05,110032.02,WALLET,shipped,2026-04-24
OI1000161,2026-04-24 16:21:00,C00536,P00138,S063,3,8583.97,0.0,25751.91,WALLET,returned,2026-04-24
OI1000162,2026-04-24 17:32:00,C01378,P00299,S069,5,85870.11,0.2,343480.44,CARD,shipped,2026-04-24
OI1000163,2026-04-24 09:04:00,C02067,P00631,S070,5,76016.38,0.2,380081.9,COD,returned,2026-04-24
OI1000164,2026-04-24 15:55:00,C01453,P00602,S075,2,25905.25,0.0,51810.5,UPI,returned,2026-04-24
OI1000165,2026-04-24 12:44:00,C00817,P00217,S017,2,77087.8,0.0,138758.04,WALLET,returned,2026-04-24
OI1000166,2026-04-24 15:40:00,C02162,P00538,S020,6,50198.57,0.1,271072.28,WALLET,delivered,2026-04-24
OI1000167,2026-04-24 21:04:00,C00494,P00249,S052,1,39118.67,0.1,39118.67,COD,cancelled,2026-04-24
OI1000168,2026-04-24 06:25:00,C00385,P00087,S035,2,36333.32,0.05,58133.31,COD,delivered,2026-04-24
OI1000169,2026-04-24 14:58:00,C00978,P00707,S064,1,12328.05,0.05,12328.05,CARD,cancelled,2026-04-24
OI1000170,2026-04-24 05:13:00,C01106,P00035,S054,5,49801.37,0.05,224106.17,NETBANKING,returned,2026-04-24
OI1000171,2026-04-24 08:40:00,C02196,P00360,S042,4,53919.75,0.05,215679.0,WALLET,cancelled,2026-04-24
OI1000172,2026-04-24 10:33:00,C02106,P00292,S022,4,42029.99,0.2,159713.96,COD,cancelled,2026-04-24
OI1000173,2026-04-24 14:45:00,C00209,P00483,S027,4,67274.79,0.1,215279.33,NETBANKING,cancelled,2026-04-24
OI1000174,2026-04-24 03:45:00,C00260,P00375,S018,4,2355.85,0.2,7538.72,CARD,returned,2026-04-24
OI1000175,2026-04-24 01:18:00,C01728,P00329,S007,5,4843.15,0.2,19372.6,CARD,cancelled,2026-04-24
OI1000176,2026-04-24 06:46:00,C01466,P00584,S055,6,unknown,0.1,bad_amount,UPI,shipped,2026-04-24
OI1000177,2026-04-24 10:26:00,C02306,P00242,S074,6,78088.55,0.05,421678.17,NETBANKING,returned,2026-04-24
OI1000178,2026-04-24 18:30:00,C00861,P00016,S058,2,12387.77,0.2,24775.54,COD,returned,2026-04-24
OI1000179,2026-04-24 17:38:00,C02161,P00362,S040,3,75849.67,0.2,227549.01,WALLET,delivered,2026-04-24
OI1000180,2026-04-24 13:08:00,C00658,P00612,S065,5,33713.28,0.0,134853.12,WALLET,returned,2026-04-24
OI1000181,2026-04-24 05:39:00,C02430,P00413,S042,1,81415.77,0.2,81415.77,UPI,cancelled,2026-04-24
OI1000182,2026-04-24 21:06:00,C00069,P00269,S026,5,1133.19,0.0,5099.36,COD,shipped,2026-04-24
OI1000183,2026-04-24 08:13:00,C01405,P00552,S004,5,35442.6,0.05,177213.0,CARD,returned,2026-04-24
OI1000184,2026-04-24 15:32:00,C01284,P00165,S006,4,54914.34,0.0,219657.36,UPI,delivered,2026-04-24
OI1000185,2026-04-14 18:00:00,C01450,P00539,S001,4,10497.22,0.2,41988.88,COD,cancelled,2026-04-24
OI1000186,2026-04-24 05:03:00,C02021,P00545,S003,5,77517.8,0.05,368209.55,WALLET,returned,2026-04-24
OI1000187,2026-04-24 12:52:00,C00285,P00037,S038,2,27187.86,0.2,51656.93,UPI,returned,2026-04-24
OI1000188,2026-04-24 21:26:00,C00483,P00586,S042,4,1922.83,0.0,7691.32,CARD,delivered,2026-04-24
OI1000189,2026-04-24 06:49:00,C02087,P00176,S071,2,68234.0,0.0,136468.0,CARD,returned,2026-04-24
OI1000190,2026-04-24 18:13:00,C00755,P00693,S050,6,87763.65,0.2,421265.52,UPI,delivered,2026-04-24
OI1000191,2026-04-24 03:42:00,C01672,P00681,S024,6,72609.64,0.0,413874.95,COD,returned,2026-04-24
OI1000192,2026-04-24 07:47:00,C01661,P00001,S018,5,unknown,0.0,bad_amount,CARD,returned,2026-04-24
OI1000193,2026-04-24 11:58:00,C01141,P00008,S075,1,8710.16,0.2,7839.14,CARD,cancelled,2026-04-24
OI1000194,2026-04-24 03:57:00,C00021,P00504,S024,4,13355.18,0.05,53420.72,NETBANKING,delivered,2026-04-24
OI1000195,2026-04-24 06:40:00,C00952,P00636,S025,3,21272.55,0.05,60626.77,UPI,cancelled,2026-04-24
OI1000196,2026-04-24 20:15:00,C01663,P00174,S011,6,73064.68,0.0,350710.46,NETBANKING,returned,2026-04-24
OI1000197,2026-04-24 04:12:00,C00915,P00155,S072,5,50875.13,0.2,203500.52,COD,cancelled,2026-04-24
OI1000198,2026-04-24 05:07:00,C01065,P00151,S026,4,76903.69,0.1,307614.76,NETBANKING,shipped,2026-04-24
OI1000199,2026-04-24 09:13:00,C00444,P00583,S015,3,unknown,0.0,bad_amount,UPI,cancelled,2026-04-24
OI1000200,2026-04-24 11:56:00,C02145,P00122,S055,6,45035.48,0.05,270212.88,CARD,cancelled,2026-04-24
OI1000201,2026-04-24 05:31:00,C01888,P00128,S061,5,38067.34,0.05,190336.7,COD,returned,2026-04-24
OI1000202,2026-04-24 11:49:00,C01126,P00135,S034,2,48883.94,0.1,92879.49,UPI,cancelled,2026-04-24
OI1000203,2026-04-24 02:39:00,C00172,P00007,S023,5,26020.02,0.1,130100.1,CARD,returned,2026-04-24
OI1000204,2026-04-24 13:55:00,C00669,P00292,S070,3,42029.99,0.1,119785.47,COD,cancelled,2026-04-24
OI1000205,2026-04-24 10:27:00,C01237,P00487,S033,5,82880.04,0.2,393680.19,WALLET,delivered,2026-04-24
OI1000206,2026-04-24 03:48:00,C00253,P00250,S055,3,1505.23,0.05,3612.55,COD,returned,2026-04-24
OI1000207,2026-04-24 00:50:00,C02417,P00214,S043,1,58149.68,0.05,46519.74,CARD,delivered,2026-04-24
OI1000208,2026-04-24 11:43:00,C00712,P00489,S059,4,83719.94,0.1,318135.77,CARD,delivered,2026-04-24
OI1000209,2026-04-24 18:28:00,C00422,P00002,S075,5,unknown,0.0,bad_amount,WALLET,shipped,2026-04-24
OI1000210,2026-04-24 02:13:00,C00156,P00659,S062,1,78806.84,0.2,74866.5,NETBANKING,shipped,2026-04-24
OI1000211,2026-04-24 23:18:00,C01310,P00507,S026,5,13122.94,0.2,62333.96,WALLET,shipped,2026-04-24
OI1000212,2026-04-24 05:23:00,C00774,P00356,S005,2,80320.66,0.0,128513.06,UPI,returned,2026-04-24
OI1000213,2026-04-24 00:44:00,C01340,P00142,S062,2,85536.27,0.05,171072.54,NETBANKING,shipped,2026-04-24
OI1000214,2026-04-24 00:53:00,C00892,P00575,S012,2,22217.67,0.0,42213.57,UPI,returned,2026-04-24
OI1000215,2026-04-24 10:38:00,C00897,P00238,S030,3,85008.97,0.0,242275.56,NETBANKING,shipped,2026-04-24
OI1000216,2026-04-24 11:23:00,C01066,P00408,S066,6,1514.72,0.0,8179.49,NETBANKING,shipped,2026-04-24
OI1000217,2026-04-24 01:01:00,C01797,P00333,S011,1,12534.77,0.0,11908.03,COD,shipped,2026-04-24
OI1000218,2026-04-24 17:28:00,C02042,P00083,S014,5,80492.32,0.05,402461.6,COD,delivered,2026-04-24
OI1000219,2026-04-24 00:10:00,C00080,P00216,S062,1,38520.65,0.1,34668.58,WALLET,shipped,2026-04-24
OI1000220,2026-04-24 12:59:00,C02007,P00090,S039,3,50485.5,0.1,136310.85,NETBANKING,shipped,2026-04-24
OI1000221,2026-04-24 12:57:00,C00475,P00744,S006,4,66393.75,0.1,212460.0,CARD,delivered,2026-04-24
OI1000222,2026-04-24 21:31:00,C01709,P00767,S015,5,7726.84,0.1,30907.36,CARD,delivered,2026-04-24
OI1000223,2026-04-24 19:15:00,C00755,P00496,S023,1,35826.7,0.2,35826.7,COD,cancelled,2026-04-24
OI1000224,2026-04-24 22:52:00,C01362,P00603,S003,2,86592.47,0.05,164525.69,WALLET,delivered,2026-04-24
OI1000225,2026-04-24 14:41:00,C01399,P00129,S037,4,54358.95,0.0,217435.8,COD,delivered,2026-04-24
