customer_id,customer_name,city,segment,gender,signup_date,status,effective_date,operation
C00608,Customer_608,Bengaluru,Platinum,Other,2025-01-12,inactive,2026-04-24,UPDATE
C01668,Customer_1668,Hyderabad,Platinum,Other,2024-04-11,active,2026-04-24,UPDATE
C02065,Customer_2065,Gurugram,Platinum,F,2025-09-03,active,2026-04-24,UPDATE
C01414,Customer_1414,Hyderabad,Gold,M,2024-01-23,active,2026-04-24,UPDATE
C00552,Customer_552,Delhi,Gold,Other,2025-07-12,active,2026-04-24,UPDATE
C01574,Customer_1574,Mumbai,Regular,Other,2025-03-15,active,2026-04-24,UPDATE
C00929,Customer_929,Bengaluru,Silver,M,2025-10-23,active,2026-04-24,UPDATE
C01707,Customer_1707,Gurugram,Platinum,Other,2024-12-23,active,2026-04-24,UPDATE
C01018,Customer_1018,Pune,Regular,F,2025-04-06,active,2026-04-24,UPDATE
C02378,Customer_2378,Pune,Gold,Other,2025-09-23,active,2026-04-24,UPDATE
C01036,Customer_1036,Delhi,Silver,F,2024-06-20,active,2026-04-24,UPDATE
C01834,Customer_1834,Delhi,Regular,M,2024-11-16,active,2026-04-24,UPDATE
C02254,Customer_2254,Ahmedabad,Silver,M,2024-12-17,active,2026-04-24,UPDATE
C00240,Customer_240,Delhi,Silver,M,2024-12-07,active,2026-04-24,UPDATE
C00268,Customer_268,Delhi,Silver,F,2025-12-20,active,2026-04-24,UPDATE
C00172,Customer_172,Mumbai,Gold,F,2025-05-27,inactive,2026-04-24,UPDATE
C00771,Customer_771,Ahmedabad,Platinum,Other,2025-07-18,active,2026-04-24,UPDATE
C00330,Customer_330,Pune,Silver,M,2024-11-22,active,2026-04-24,UPDATE
C00738,Customer_738,Pune,Regular,F,2025-11-07,active,2026-04-24,UPDATE
C02414,Customer_2414,Gurugram,Silver,F,2024-09-14,inactive,2026-04-24,UPDATE
C00923,Customer_923,Hyderabad,Silver,F,2025-04-06,active,2026-04-24,UPDATE
C02493,Customer_2493,Chennai,Gold,Other,2025-12-29,inactive,2026-04-24,UPDATE
C02110,Customer_2110,Bengaluru,Regular,M,2025-05-05,active,2026-04-24,UPDATE
C00502,Customer_502,Gurugram,Silver,F,2025-08-06,active,2026-04-24,UPDATE
C02085,Customer_2085,Gurugram,Gold,M,2024-04-18,active,2026-04-24,UPDATE
C00272,Customer_272,Mumbai,Gold,F,2024-11-15,active,2026-04-24,UPDATE
C01745,Customer_1745,Chennai,Platinum,M,2025-12-09,active,2026-04-24,UPDATE
C00136,Customer_136,Gurugram,Platinum,M,2026-01-21,active,2026-04-24,UPDATE
C00325,Customer_325,Jaipur,Platinum,Other,2025-06-12,active,2026-04-24,UPDATE
C01985,Customer_1985,Pune,Silver,F,2025-12-13,inactive,2026-04-24,UPDATE
C02062,Customer_2062,Delhi,Silver,F,2025-05-28,inactive,2026-04-24,UPDATE
C00039,Customer_39,Delhi,Silver,Other,2024-08-13,active,2026-04-24,UPDATE
C00097,Customer_97,Kolkata,Gold,Other,2024-06-22,active,2026-04-24,UPDATE
C00557,Customer_557,Mumbai,Silver,Other,2025-05-05,inactive,2026-04-24,UPDATE
C00354,Customer_354,Ahmedabad,Gold,Other,2024-09-30,active,2026-04-24,UPDATE
C02304,Customer_2304,Bengaluru,Regular,F,2025-12-26,inactive,2026-04-24,UPDATE
C02433,Customer_2433,Pune,Silver,M,2024-03-19,active,2026-04-24,UPDATE
C00863,Customer_863,Jaipur,Regular,Other,2025-05-09,active,2026-04-24,UPDATE
C01002,Customer_1002,Gurugram,Platinum,M,2025-08-10,active,2026-04-24,UPDATE
C00332,Customer_332,Gurugram,Regular,Other,2025-04-25,inactive,2026-04-24,UPDATE
C01765,Customer_1765,Mumbai,Regular,F,2024-07-18,active,2026-04-24,UPDATE
C02411,Customer_2411,Bengaluru,Gold,Other,2024-03-21,active,2026-04-24,UPDATE
C01937,Customer_1937,Hyderabad,Gold,F,2025-08-03,active,2026-04-24,UPDATE
C01040,Customer_1040,Jaipur,Gold,Other,2024-03-26,active,2026-04-24,UPDATE
C01374,Customer_1374,Bengaluru,Gold,F,2024-08-21,active,2026-04-24,UPDATE
C01426,Customer_1426,Hyderabad,Platinum,Other,2024-11-04,active,2026-04-24,UPDATE
C00066,Customer_66,Bengaluru,Regular,Other,31-31-2025,active,2026-04-24,UPDATE
C01903,Customer_1903,Gurugram,Platinum,Other,2024-01-07,active,2026-04-24,UPDATE
C02309,Customer_2309,Gurugram,Platinum,M,2024-04-22,active,2026-04-24,UPDATE
C00270,Customer_270,Chennai,Gold,M,2024-05-25,active,2026-04-24,UPDATE
C01257,Customer_1257,Kolkata,Regular,F,2025-01-28,active,2026-04-24,UPDATE
C00084,Customer_84,Kolkata,Regular,F,2024-10-12,active,2026-04-24,UPDATE
C01576,Customer_1576,Mumbai,Platinum,F,2025-11-20,inactive,2026-04-24,UPDATE
C02041,Customer_2041,Hyderabad,Gold,M,2025-11-21,active,2026-04-24,UPDATE
C01850,Customer_1850,Gurugram,Platinum,F,2024-07-30,active,2026-04-24,UPDATE
C01111,Customer_1111,Kolkata,Regular,Other,2024-02-05,active,2026-04-24,UPDATE
C00774,Customer_774,Chennai,Gold,M,2025-10-24,active,2026-04-24,UPDATE
C02494,Customer_2494,Ahmedabad,Platinum,M,2025-03-17,active,2026-04-24,UPDATE
C01518,Customer_1518,Gurugram,Regular,M,2025-04-16,inactive,2026-04-24,UPDATE
C02023,Customer_2023,Chennai,Silver,F,2024-08-15,inactive,2026-04-24,UPDATE
C01737,Customer_1737,Delhi,Gold,Other,2024-10-23,active,2026-04-24,UPDATE
C00081,Customer_81,Bengaluru,Regular,Other,2024-04-20,inactive,2026-04-24,UPDATE
C02208,Customer_2208,Kolkata,Gold,F,2025-03-05,inactive,2026-04-24,UPDATE
C00730,Customer_730,Ahmedabad,Regular,Other,2024-06-17,inactive,2026-04-24,UPDATE
C00165,Customer_165,Chennai,Gold,M,2024-01-03,inactive,2026-04-24,UPDATE
C02003,Customer_2003,Hyderabad,Silver,F,2024-05-05,active,2026-04-24,UPDATE
C00540,Customer_540,Jaipur,Platinum,Other,2025-06-17,active,2026-04-24,UPDATE
C00201,Customer_201,Ahmedabad,Platinum,F,2024-12-12,inactive,2026-04-24,UPDATE
C03501,Customer_3501,Kolkata,Silver,M,2026-04-24,active,2026-04-24,INSERT
C03502,Customer_3502,Delhi,Platinum,M,2026-04-24,active,2026-04-24,INSERT
C03503,Customer_3503,Chennai,Platinum,M,2026-04-24,active,2026-04-24,INSERT
C03504,Customer_3504,Hyderabad,Platinum,M,2026-04-24,active,2026-04-24,INSERT
C03505,Customer_3505,Jaipur,Gold,F,2026-04-24,active,2026-04-24,INSERT
C03506,Customer_3506,Hyderabad,Silver,F,2026-04-24,active,2026-04-24,INSERT
C03507,Customer_3507,Kolkata,Platinum,M,2026-04-24,active,2026-04-24,INSERT
C03508,Customer_3508,Gurugram,Regular,Other,2026-04-24,active,2026-04-24,INSERT
C03509,Customer_3509,Delhi,Regular,Other,2026-04-24,active,2026-04-24,INSERT
C03510,Customer_3510,Kolkata,Silver,M,2026-04-24,active,2026-04-24,INSERT
C03511,Customer_3511,Gurugram,Gold,F,2026-04-24,active,2026-04-24,INSERT
C03512,Customer_3512,Hyderabad,Silver,Other,2026-04-24,active,2026-04-24,INSERT
C03513,Customer_3513,Kolkata,Platinum,M,2026-04-24,active,2026-04-24,INSERT
C03514,Customer_3514,Jaipur,Gold,F,2026-04-24,active,2026-04-24,INSERT
C03515,Customer_3515,Ahmedabad,Silver,Other,2026-04-24,active,2026-04-24,INSERT
C03516,Customer_3516,Jaipur,Platinum,Other,2026-04-24,active,2026-04-24,INSERT
C03517,Customer_3517,Chennai,Gold,F,2026-04-24,active,2026-04-24,INSERT
C03518,Customer_3518,Chennai,Platinum,M,2026-04-24,active,2026-04-24,INSERT
C03519,Customer_3519,Gurugram,Platinum,M,2026-04-24,active,2026-04-24,INSERT
C03520,Customer_3520,Delhi,Platinum,M,2026-04-24,active,2026-04-24,INSERT
C03521,Customer_3521,Mumbai,Regular,M,2026-04-24,active,2026-04-24,INSERT
C03522,Customer_3522,Chennai,Gold,Other,2026-04-24,active,2026-04-24,INSERT
C03523,Customer_3523,Kolkata,Platinum,Other,2026-04-24,active,2026-04-24,INSERT
C03524,Customer_3524,Mumbai,Gold,F,2026-04-24,active,2026-04-24,INSERT
C03525,Customer_3525,Kolkata,Platinum,M,2026-04-24,active,2026-04-24,INSERT
C03526,Customer_3526,Kolkata,Regular,F,2026-04-24,active,2026-04-24,INSERT
C03527,Customer_3527,Pune,Regular,F,2026-04-24,active,2026-04-24,INSERT
C03528,Customer_3528,Bengaluru,Gold,M,2026-04-24,active,2026-04-24,INSERT
C03529,Customer_3529,Ahmedabad,Regular,F,2026-04-24,active,2026-04-24,INSERT
C03530,Customer_3530,Bengaluru,Gold,F,2026-04-24,active,2026-04-24,INSERT
C03531,Customer_3531,Hyderabad,Gold,M,2026-04-24,active,2026-04-24,INSERT
C03532,Customer_3532,Chennai,Regular,M,2026-04-24,active,2026-04-24,INSERT
C03533,Customer_3533,Delhi,Regular,F,2026-04-24,active,2026-04-24,INSERT
C03534,Customer_3534,Delhi,Silver,M,2026-04-24,active,2026-04-24,INSERT
C03535,Customer_3535,Jaipur,Regular,F,2026-04-24,active,2026-04-24,INSERT
C03536,Customer_3536,Pune,Gold,M,2026-04-24,active,2026-04-24,INSERT
C03537,Customer_3537,Chennai,Platinum,F,2026-04-24,active,2026-04-24,INSERT
C03538,Customer_3538,Pune,Silver,F,2026-04-24,active,2026-04-24,INSERT
C03539,Customer_3539,Jaipur,Platinum,Other,2026-04-24,active,2026-04-24,INSERT
C03540,Customer_3540,Delhi,Gold,F,2026-04-24,active,2026-04-24,INSERT
C03541,Customer_3541,Delhi,Silver,Other,2026-04-24,active,2026-04-24,INSERT
C03542,Customer_3542,Kolkata,Gold,F,2026-04-24,active,2026-04-24,INSERT
C03543,Customer_3543,Delhi,Platinum,M,2026-04-24,active,2026-04-24,INSERT
C03544,Customer_3544,Chennai,Platinum,F,2026-04-24,active,2026-04-24,INSERT
C03545,Customer_3545,Ahmedabad,Silver,F,2026-04-24,active,2026-04-24,INSERT
C03546,Customer_3546,Gurugram,Gold,F,2026-04-24,active,2026-04-24,INSERT
C03547,Customer_3547,Pune,Regular,Other,2026-04-24,active,2026-04-24,INSERT
C03548,Customer_3548,Pune,Silver,F,2026-04-24,active,2026-04-24,INSERT
C03549,Customer_3549,Delhi,Silver,M,2026-04-24,active,2026-04-24,INSERT
C03550,Customer_3550,Bengaluru,Regular,M,2026-04-24,active,2026-04-24,INSERT
C03551,Customer_3551,Ahmedabad,Platinum,Other,2026-04-24,active,2026-04-24,INSERT
C03552,Customer_3552,Hyderabad,Silver,F,2026-04-24,active,2026-04-24,INSERT
C03553,Customer_3553,Delhi,Regular,M,2026-04-24,active,2026-04-24,INSERT
C03554,Customer_3554,Mumbai,Gold,M,2026-04-24,active,2026-04-24,INSERT
C03555,Customer_3555,Jaipur,Platinum,Other,2026-04-24,active,2026-04-24,INSERT
C03556,Customer_3556,Bengaluru,Regular,F,2026-04-24,active,2026-04-24,INSERT
C03557,Customer_3557,Gurugram,Platinum,M,2026-04-24,active,2026-04-24,INSERT
C03558,Customer_3558,Jaipur,Platinum,Other,2026-04-24,active,2026-04-24,INSERT
C03559,Customer_3559,Hyderabad,Silver,M,2026-04-24,active,2026-04-24,INSERT
C03560,Customer_3560,Bengaluru,Silver,Other,2026-04-24,active,2026-04-24,INSERT
C03561,Customer_3561,Kolkata,Silver,Other,2026-04-24,active,2026-04-24,INSERT
C03562,Customer_3562,Ahmedabad,Regular,F,2026-04-24,active,2026-04-24,INSERT
C03563,Customer_3563,Chennai,Gold,M,2026-04-24,active,2026-04-24,INSERT
C03564,Customer_3564,Pune,Silver,M,2026-04-24,active,2026-04-24,INSERT
C03565,Customer_3565,Jaipur,Gold,Other,2026-04-24,active,2026-04-24,INSERT
C03566,Customer_3566,Kolkata,Gold,M,2026-04-24,active,2026-04-24,INSERT
C03567,Customer_3567,Bengaluru,Silver,F,2026-04-24,active,2026-04-24,INSERT
C03568,Customer_3568,Pune,Regular,F,2026-04-24,active,2026-04-24,INSERT
C03569,Customer_3569,Chennai,Gold,F,2026-04-24,active,2026-04-24,INSERT
C03570,Customer_3570,Pune,Platinum,F,2026-04-24,active,2026-04-24,INSERT
C03571,Customer_3571,Bengaluru,Platinum,M,2026-04-24,active,2026-04-24,INSERT
C03572,Customer_3572,Chennai,Regular,Other,2026-04-24,active,2026-04-24,INSERT
C03573,Customer_3573,Delhi,Gold,F,2026-04-24,active,2026-04-24,INSERT
C03574,Customer_3574,Bengaluru,Silver,M,2026-04-24,active,2026-04-24,INSERT
C03575,Customer_3575,Delhi,Regular,F,2026-04-24,active,2026-04-24,INSERT
C03576,Customer_3576,Gurugram,Gold,Other,2026-04-24,active,2026-04-24,INSERT
C03577,Customer_3577,Bengaluru,Regular,M,2026-04-24,active,2026-04-24,INSERT
C03578,Customer_3578,Ahmedabad,Platinum,Other,2026-04-24,active,2026-04-24,INSERT
C03579,Customer_3579,Kolkata,Gold,M,2026-04-24,active,2026-04-24,INSERT
C03580,Customer_3580,Hyderabad,Platinum,Other,2026-04-24,active,2026-04-24,INSERT
C03525,Customer_3525,Kolkata,Platinum,M,2026-04-24,active,2026-04-24,INSERT
C01503,Customer_1503,Kolkata,Platinum,Other,2024-09-24,active,2026-04-24,UPDATE
C01658,Customer_1658,Mumbai,Regular,F,2024-11-06,active,2026-04-24,UPDATE
C01312,Customer_1312,Jaipur,Regular,Other,2025-12-07,active,2026-04-24,UPDATE
C00648,Customer_648,Gurugram,Platinum,F,2024-12-21,active,2026-04-24,UPDATE
C02069,Customer_2069,Chennai,Silver,Other,2025-03-15,active,2026-04-24,UPDATE
C00608,Customer_608,Bengaluru,Platinum,Other,2025-01-12,inactive,2026-04-24,UPDATE
C00332,Customer_332,Gurugram,Regular,Other,2025-04-25,inactive,2026-04-24,UPDATE
C03510,Customer_3510,Kolkata,Silver,M,2026-04-24,active,2026-04-24,INSERT
C03564,Customer_3564,Pune,Silver,M,2026-04-24,active,2026-04-24,INSERT
