order_id,order_ts,customer_id,product_id,store_id,quantity,unit_price,discount_pct,gross_amount,payment_method,order_status,ingest_date,coupon_code
OI3000052,2026-04-26 12:02:00,C01247,P00464,S051,2,78106.97,0.0,156213.94,COD,shipped,2026-04-26,
OI3000053,2026-04-26 00:02:00,C00310,P00624,S038,1,89193.1,0.05,80273.79,WALLET,delivered,2026-04-26,FESTIVE20
OI3000054,2026-04-26 18:31:00,C02067,P00374,S060,3,45543.07,0.05,136629.21,NETBANKING,returned,2026-04-26,
OI3000055,2026-04-26 06:06:00,C02165,P00036,S022,4,9298.66,0.05,33475.18,CARD,cancelled,2026-04-26,NEW10
OI3000056,2026-04-26 00:07:00,C00515,P00264,S038,4,8603.44,0.05,34413.76,NETBANKING,delivered,2026-04-26,NEW10
OI3000057,2026-04-26 15:33:00,C00756,P00656,S002,5,35109.15,0.05,140436.6,COD,cancelled,2026-04-26,
OI3000058,2026-04-26 01:52:00,C01432,P00028,S004,5,37057.72,0.05,148230.88,COD,shipped,2026-04-26,
OI3000059,2026-04-26 00:09:00,C00704,P00789,S048,3,46207.17,0.1,138621.51,CARD,delivered,2026-04-26,
OI3000060,2026-04-21 06:00:00,C02394,P00062,S017,6,29846.68,0.0,143264.06,COD,delivered,2026-04-26,
OI3000061,2026-04-26 21:32:00,C02155,P00455,S065,6,42679.32,0.05,NaN_TEXT,COD,shipped,2026-04-26,NEW10
OI3000062,2026-04-21 18:00:00,C00552,P00497,S033,5,74754.17,0.05,355082.31,NETBANKING,delivered,2026-04-26,
OI3000063,2026-04-26 10:11:00,C02232,P00313,S033,3,35756.37,0.05,101905.65,CARD,delivered,2026-04-26,
OI3000064,2026-04-26 14:45:00,C01067,P00167,S013,5,65097.56,0.0,309213.41,WALLET,returned,2026-04-26,
OI3000065,2026-04-26 20:47:00,C01475,P00366,S016,4,48300.51,0.05,183541.94,CARD,delivered,2026-04-26,
OI3000066,2026-04-26 14:18:00,C02180,P00786,S017,2,68208.61,0.1,136417.22,COD,cancelled,2026-04-26,NEW10
OI3000067,2026-04-26 20:07:00,C01228,P00162,S060,3,26013.63,0.0,74138.85,COD,cancelled,2026-04-26,
OI3000068,2026-04-26 01:14:00,C02297,P00204,S021,5,666.03,0.05,3330.15,WALLET,cancelled,2026-04-26,
OI3000069,2026-04-26 15:38:00,C01806,P00501,S043,6,25843.62,0.1,124049.38,WALLET,shipped,2026-04-26,
OI3000070,2026-04-26 06:43:00,C02065,P00618,S038,4,4658.4,0.1,16770.24,COD,returned,2026-04-26,
OI3000071,2026-04-26 19:17:00,C00340,P00196,S050,4,22015.14,0.05,88060.56,CARD,shipped,2026-04-26,
OI3000072,2026-04-26 14:18:00,C01036,P00222,S006,1,53115.56,0.1,42492.45,NETBANKING,delivered,2026-04-26,FESTIVE20
OI3000073,2026-04-26 10:36:00,C00555,P00523,S031,2,54356.5,0.2,97841.7,WALLET,cancelled,2026-04-26,
OI3000074,2026-04-26 19:36:00,C02248,P00776,S059,1,85783.24,0.1,81494.08,UPI,shipped,2026-04-26,
OI3000075,2026-04-26 14:11:00,C00743,P00183,S044,2,66956.49,0.05,107130.38,WALLET,cancelled,2026-04-26,
OI3000076,2026-04-26 17:39:00,C01837,P00220,S061,1,30894.86,0.1,30894.86,CARD,returned,2026-04-26,
OI3000077,2026-04-26 02:05:00,C02419,P00785,S026,3,73997.56,0.05,199793.41,COD,delivered,2026-04-26,
OI3000078,2026-04-26 17:16:00,C00037,P00482,S006,2,34919.69,0.2,62855.44,COD,cancelled,2026-04-26,FESTIVE20
OI3000079,2026-04-26 15:32:00,C01068,P00579,S050,5,66545.66,0.1,299455.47,COD,shipped,2026-04-26,
OI3000080,2026-04-26 07:26:00,C02079,P00006,S001,5,10740.11,0.0,48330.5,CARD,shipped,2026-04-26,
OI3000081,2026-04-26 18:23:00,C00718,P00395,S017,3,28538.84,0.1,77054.87,WALLET,shipped,2026-04-26,FESTIVE20
OI3000082,2026-04-26 15:32:00,C00979,P00132,S057,4,65508.38,0.1,235830.17,UPI,cancelled,2026-04-26,
OI3000083,2026-04-26 15:24:00,C00716,P00502,S071,2,33644.21,0.0,60559.58,NETBANKING,delivered,2026-04-26,
OI3000084,2026-04-26 23:04:00,C01977,P00641,S068,2,3019.0,0.2,NaN_TEXT,CARD,returned,2026-04-26,NEW10
OI3000085,2026-04-26 04:07:00,C02035,P00699,S069,1,67726.99,0.1,54181.59,WALLET,delivered,2026-04-26,
OI3000086,2026-04-26 08:01:00,C00724,P00165,S023,2,54914.34,0.0,104337.25,UPI,delivered,2026-04-26,
OI3000087,2026-04-26 14:43:00,C01140,P00149,S034,5,52945.24,0.2,238253.58,COD,cancelled,2026-04-26,
OI3000088,2026-04-26 09:32:00,C00016,P00369,S010,4,20639.77,0.1,66047.26,UPI,shipped,2026-04-26,
OI3000089,2026-04-26 09:56:00,C00949,P00110,S045,4,85862.06,0.2,274758.59,COD,returned,2026-04-26,
OI3000090,2026-04-26 06:25:00,C01660,P00364,S004,3,6421.55,0.1,NaN_TEXT,COD,delivered,2026-04-26,
OI3000091,2026-04-26 09:41:00,C01017,P00046,S027,5,33334.36,0.0,166671.8,CARD,shipped,2026-04-26,NEW10
OI3000092,2026-04-26 17:54:00,C02291,P00737,S070,3,10895.35,0.1,32686.05,COD,cancelled,2026-04-26,
OI3000093,2026-04-26 21:48:00,C01552,P00293,S007,6,8044.48,0.1,48266.88,COD,shipped,2026-04-26,
OI3000094,2026-04-26 03:17:00,C01434,P00103,S055,5,33555.66,0.2,159389.39,NETBANKING,delivered,2026-04-26,NEW10
OI3000095,2026-04-26 07:43:00,C01778,P00470,S031,4,44361.62,0.1,159701.83,UPI,delivered,2026-04-26,
OI3000096,2026-04-26 08:07:00,C01157,P00043,S013,2,8448.17,0.0,16896.34,NETBANKING,shipped,2026-04-26,NEW10
OI3000097,2026-04-26 13:22:00,C02315,P00595,S048,1,6139.0,0.1,5832.05,WALLET,shipped,2026-04-26,
OI3000098,2026-04-21 18:00:00,C01039,P00340,S044,5,16426.26,0.05,78024.73,CARD,cancelled,2026-04-26,NEW10
OI3000099,2026-04-26 07:21:00,C01501,P00518,S033,5,27396.49,0.2,130133.33,CARD,delivered,2026-04-26,
OI3000100,2026-04-22 13:00:00,C01999,P00464,S055,6,78106.97,0.2,468641.82,COD,cancelled,2026-04-26,
OI3000101,2026-04-26 13:54:00,C01571,P00583,S068,3,unknown,0.0,bad_amount,CARD,cancelled,2026-04-26,
OI3000102,2026-04-26 12:10:00,C01396,P00352,S018,5,47517.31,0.0,237586.55,NETBANKING,returned,2026-04-26,
OI3000103,2026-04-26 19:47:00,C00725,P00457,S072,4,74186.35,0.0,296745.4,CARD,cancelled,2026-04-26,
OI3000104,2026-04-26 02:22:00,C02389,P00035,S014,6,49801.37,0.0,298808.22,COD,returned,2026-04-26,
OI3000105,2026-04-26 01:13:00,C00348,P00315,S048,1,49355.01,0.2,46887.26,WALLET,cancelled,2026-04-26,
OI3000106,2026-04-26 09:05:00,C02401,P00544,S060,5,15583.82,0.1,62335.28,WALLET,returned,2026-04-26,NEW10
OI3000107,2026-04-26 22:14:00,C00644,P00580,S068,3,18525.18,0.0,44460.43,WALLET,returned,2026-04-26,
OI3000108,2026-04-26 16:31:00,C01736,P00185,S060,4,23407.15,0.2,74902.88,UPI,cancelled,2026-04-26,NEW10
OI3000109,2026-04-26 11:43:00,C00855,P00468,S001,4,12660.84,0.2,48111.19,UPI,delivered,2026-04-26,
OI3000110,2026-04-26 02:11:00,C01085,P00761,S070,3,13372.17,0.2,40116.51,WALLET,cancelled,2026-04-26,
OI3000111,2026-04-26 21:56:00,C00942,P00727,S005,4,68215.7,0.1,245576.52,NETBANKING,returned,2026-04-26,NEW10
OI3000112,2026-04-18 21:00:00,C01660,P00169,S065,2,41370.63,0.05,82741.26,UPI,returned,2026-04-26,
OI3000113,2026-04-26 06:12:00,C00160,P00062,S054,3,29846.68,0.0,85063.04,WALLET,returned,2026-04-26,NEW10
OI3000114,2026-04-26 14:10:00,C00750,P00641,S042,3,3019.0,0.0,8151.3,COD,delivered,2026-04-26,NEW10
OI3000115,2026-04-26 07:18:00,C02494,P00652,S042,1,13507.47,0.05,12156.72,COD,cancelled,2026-04-26,
OI3000116,2026-04-26 11:21:00,C01502,P00564,S032,3,373.78,0.1,1121.34,WALLET,delivered,2026-04-26,
OI3000117,2026-04-26 03:39:00,C00458,P00035,S043,4,49801.37,0.0,189245.21,NETBANKING,cancelled,2026-04-26,NEW10
OI3000118,2026-04-26 01:30:00,C02282,P00047,S051,6,8657.38,0.05,51944.28,WALLET,delivered,2026-04-26,
OI3000119,2026-04-26 04:55:00,C02433,P00622,S040,2,27317.69,0.1,54635.38,WALLET,cancelled,2026-04-26,
OI3000120,2026-04-26 13:39:00,C01453,P00796,S047,6,54612.57,0.1,311291.65,UPI,delivered,2026-04-26,NEW10
OI3000121,2026-04-26 05:12:00,C00561,P00198,S066,1,7578.09,0.1,6062.47,UPI,cancelled,2026-04-26,
OI3000122,2026-04-26 19:01:00,C00053,P00398,S031,4,86219.46,0.2,310390.06,CARD,returned,2026-04-26,
OI3000123,2026-04-26 13:55:00,C02297,P00368,S028,1,46678.84,0.2,37343.07,WALLET,returned,2026-04-26,
OI3000124,2026-04-26 11:31:00,C01946,P00789,S007,4,46207.17,0.05,175587.25,NETBANKING,returned,2026-04-26,NEW10
OI3000125,2026-04-26 15:56:00,C01922,P00185,S071,4,23407.15,0.05,88947.17,COD,returned,2026-04-26,
OI3000126,2026-04-26 21:20:00,C00570,P00058,S032,2,72269.01,0.1,137311.12,COD,delivered,2026-04-26,
OI3000127,2026-04-26 06:47:00,C01413,P00352,S056,6,47517.31,0.2,256593.47,CARD,returned,2026-04-26,
OI3000128,2026-04-26 04:05:00,C01691,P00705,S023,1,51936.03,0.05,41548.82,WALLET,delivered,2026-04-26,
OI3000129,2026-04-26 14:28:00,C02170,P00540,S037,3,12058.68,0.2,32558.44,WALLET,cancelled,2026-04-26,FESTIVE20
OI3000130,2026-04-26 15:14:00,C02256,P00124,S022,4,34862.45,0.1,111559.84,UPI,shipped,2026-04-26,NEW10
OI3000131,2026-04-26 05:26:00,C01026,P00270,S013,6,40733.2,0.1,244399.2,NETBANKING,delivered,2026-04-26,
OI3000132,2026-04-26 18:16:00,C01737,P00226,S014,2,61015.98,0.0,109828.76,COD,cancelled,2026-04-26,NEW10
OI3000133,2026-04-26 04:44:00,C00287,P00784,S055,2,19311.58,0.05,34760.84,WALLET,cancelled,2026-04-26,
OI3000134,2026-04-26 05:53:00,C01895,P00375,S060,1,2355.85,0.05,2120.26,WALLET,returned,2026-04-26,NEW10
OI3000135,2026-04-26 10:54:00,C02399,P00577,S020,6,60430.85,0.05,362585.1,UPI,returned,2026-04-26,
OI3000136,2026-04-26 06:43:00,C02022,P00079,S004,4,45291.18,0.2,163048.25,CARD,shipped,2026-04-26,NEW10
OI3000137,2026-04-26 21:23:00,C01513,P00003,S015,6,30753.26,0.1,147615.65,WALLET,cancelled,2026-04-26,
OI3000138,2026-04-26 16:22:00,C01453,P00647,S026,6,54615.0,0.05,327690.0,UPI,shipped,2026-04-26,
OI3000139,2026-04-26 23:16:00,C02288,P00345,S002,2,60209.96,0.0,96335.94,WALLET,delivered,2026-04-26,
OI3000140,2026-04-26 09:55:00,C00720,P00352,S040,6,47517.31,0.1,256593.47,COD,delivered,2026-04-26,
OI3000141,2026-04-26 06:40:00,C01858,P00624,S026,6,89193.1,0.05,428126.88,COD,returned,2026-04-26,
OI3000142,2026-04-17 07:00:00,C00558,P00673,S006,3,16017.13,0.0,45648.82,WALLET,cancelled,2026-04-26,NEW10
OI3000143,2026-04-26 22:43:00,C00828,P00529,S057,5,17985.15,0.0,89925.75,NETBANKING,delivered,2026-04-26,NEW10
OI3000144,2026-04-26 18:27:00,C00750,P00674,S023,3,58244.12,0.05,139785.89,NETBANKING,shipped,2026-04-26,
OI3000145,2026-04-26 18:29:00,C00698,P00429,S057,4,54171.73,0.0,173349.54,CARD,delivered,2026-04-26,FESTIVE20
OI3000146,2026-04-26 10:35:00,C00958,P00384,S072,2,66621.3,0.1,106594.08,UPI,cancelled,2026-04-26,NEW10
OI3000147,2026-04-26 06:40:00,C00685,P00370,S066,3,39280.5,0.1,94273.2,UPI,cancelled,2026-04-26,FESTIVE20
OI3000148,2026-04-26 04:50:00,C02044,P00733,S046,6,86178.56,0.05,491217.79,NETBANKING,cancelled,2026-04-26,
OI3000149,2026-04-26 13:18:00,C01458,P00748,S027,3,33758.25,0.0,91147.28,UPI,shipped,2026-04-26,
OI3000150,2026-04-26 11:11:00,C01428,P00099,S046,4,34760.41,0.2,132089.56,WALLET,cancelled,2026-04-26,NEW10
OI3000151,2026-04-26 09:49:00,C02291,P00748,S067,1,33758.25,0.05,32070.34,UPI,returned,2026-04-26,NEW10
OI3000152,2026-04-26 10:32:00,C01197,P00093,S014,5,19639.92,0.0,98199.6,NETBANKING,delivered,2026-04-26,
OI3000153,2026-04-26 13:22:00,C00170,P00438,S042,2,37810.18,0.1,68058.32,UPI,delivered,2026-04-26,
OI3000154,2026-04-26 23:08:00,C02101,P00280,S063,3,77257.9,0.05,208596.33,COD,returned,2026-04-26,
OI3000155,2026-04-26 16:12:00,C01413,P00129,S013,5,54358.95,0.2,244615.27,COD,delivered,2026-04-26,
OI3000156,2026-04-26 13:28:00,C01906,P00412,S039,2,11828.04,0.1,23656.08,WALLET,cancelled,2026-04-26,
OI3000157,2026-04-26 13:50:00,C01737,P00366,S006,2,48300.51,0.0,96601.02,UPI,returned,2026-04-26,
OI3000158,2026-04-26 14:30:00,C01045,P00386,S061,6,84773.95,0.05,457779.33,WALLET,cancelled,2026-04-26,
OI3000159,2026-04-26 04:24:00,C02375,P00459,S061,4,26892.08,0.1,86054.66,COD,shipped,2026-04-26,
OI3000160,2026-04-15 12:00:00,C01224,P00653,S074,1,64700.15,0.2,64700.15,COD,cancelled,2026-04-26,NEW10
OI3000161,2026-04-26 17:30:00,C00703,P00051,S005,3,62160.53,0.1,149185.27,CARD,cancelled,2026-04-26,
OI3000162,2026-04-26 00:16:00,C01715,P00516,S008,3,6106.6,0.2,17403.81,COD,returned,2026-04-26,
OI3000163,2026-04-26 18:12:00,C01414,P00017,S023,4,13696.86,0.0,43829.95,WALLET,cancelled,2026-04-26,
OI3000164,2026-04-26 13:41:00,C00909,P00456,S072,3,50604.06,0.0,136630.96,NETBANKING,cancelled,2026-04-26,NEW10
OI3000165,2026-04-26 04:58:00,C01736,P00595,S025,6,6139.0,0.05,29467.2,COD,returned,2026-04-26,
OI3000166,2026-04-26 08:18:00,C01311,P00181,S052,1,19954.26,0.2,17958.83,CARD,cancelled,2026-04-26,
OI3000167,2026-04-26 11:15:00,C01979,P00046,S049,3,33334.36,0.05,90002.77,UPI,cancelled,2026-04-26,
OI3000168,2026-04-26 12:08:00,C01592,P00014,S065,5,24907.63,0.0,112084.34,COD,cancelled,2026-04-26,NEW10
OI3000169,2026-04-26 10:40:00,C00765,P00435,S042,1,28267.64,0.0,28267.64,UPI,returned,2026-04-26,
OI3000170,2026-04-26 22:40:00,C01211,P00019,S042,5,44202.95,0.1,209964.01,CARD,shipped,2026-04-26,
OI3000171,2026-04-26 10:24:00,C01432,P00544,S012,3,15583.82,0.05,42076.31,COD,shipped,2026-04-26,
OI3000172,2026-04-26 23:15:00,C01055,P00127,S066,6,51755.42,0.0,295005.89,WALLET,returned,2026-04-26,NEW10
OI3000173,2026-04-26 14:32:00,C02367,P00124,S042,6,34862.45,0.1,188257.23,CARD,cancelled,2026-04-26,
OI3000174,2026-04-26 05:22:00,C00728,P00354,S049,4,17006.45,0.05,61223.22,CARD,returned,2026-04-26,
OI3000175,2026-04-26 08:59:00,C02033,P00636,S052,1,21272.55,0.1,17018.04,WALLET,delivered,2026-04-26,
OI3000176,2026-04-26 11:51:00,C01954,P00522,S034,1,7540.18,0.2,7540.18,UPI,shipped,2026-04-26,NEW10
OI3000177,2026-04-26 17:28:00,C00771,P00700,S041,2,30047.33,0.1,57089.93,WALLET,returned,2026-04-26,
OI3000178,2026-04-26 20:33:00,C00176,P00369,S074,5,20639.77,0.1,103198.85,WALLET,delivered,2026-04-26,
OI3000179,2026-04-24 00:00:00,C02052,P00483,S054,5,67274.79,0.1,269099.16,CARD,shipped,2026-04-26,
OI3000180,2026-04-26 11:36:00,C00517,P00233,S037,1,6646.48,0.05,6314.16,CARD,returned,2026-04-26,
OI3000181,2026-04-26 14:13:00,C01116,P00187,S013,4,78380.74,0.05,297846.81,WALLET,delivered,2026-04-26,
OI3000182,2026-04-26 04:20:00,C00526,P00234,S004,3,36179.83,0.0,97685.54,UPI,delivered,2026-04-26,FESTIVE20
OI3000183,2026-04-26 17:23:00,C01421,P00662,S007,5,30399.21,0.05,136796.45,CARD,returned,2026-04-26,
OI3000184,2026-04-26 08:21:00,C00878,P00197,S073,6,28751.74,0.05,163884.92,COD,shipped,2026-04-26,
OI3000185,2026-04-26 18:36:00,C00286,P00069,S002,6,42833.72,0.2,205601.86,UPI,delivered,2026-04-26,
OI3000186,2026-04-26 19:01:00,C01439,P00046,S039,4,33334.36,0.1,133337.44,NETBANKING,returned,2026-04-26,FESTIVE20
OI3000187,2026-04-26 04:42:00,C01624,P00510,S068,6,44067.06,0.1,251182.24,UPI,cancelled,2026-04-26,
OI3000188,2026-04-26 04:02:00,C00762,P00296,S070,2,64201.56,0.0,115562.81,NETBANKING,delivered,2026-04-26,NEW10
OI3000189,2026-04-26 08:29:00,C01758,P00043,S036,5,8448.17,0.0,38016.76,NETBANKING,returned,2026-04-26,
OI3000190,2026-04-26 05:52:00,C01789,P00069,S033,5,42833.72,0.2,192751.74,CARD,shipped,2026-04-26,FESTIVE20
OI3000191,2026-04-26 11:02:00,C01859,P00573,S016,4,52604.07,0.2,189374.65,COD,delivered,2026-04-26,NEW10
OI3000192,2026-04-26 08:21:00,C00973,P00289,S020,5,69467.49,0.0,329970.58,NETBANKING,delivered,2026-04-26,
OI3000193,2026-04-26 01:08:00,C01326,P00135,S047,1,48883.94,0.05,43995.55,NETBANKING,delivered,2026-04-26,
OI3000194,2026-04-26 21:36:00,C00654,P00396,S004,1,60882.95,0.0,48706.36,CARD,cancelled,2026-04-26,
OI3000195,2026-04-26 21:15:00,C02064,P00569,S056,5,24215.81,0.2,121079.05,CARD,shipped,2026-04-26,
OI3000196,2026-04-26 10:48:00,C00082,P00611,S004,2,37468.74,0.2,67443.73,NETBANKING,returned,2026-04-26,
OI3000197,2026-04-26 14:26:00,C00759,P00139,S041,5,87469.0,0.05,437345.0,CARD,returned,2026-04-26,FESTIVE20
OI3000198,2026-04-26 10:18:00,C00018,P00584,S033,1,unknown,0.0,bad_amount,CARD,cancelled,2026-04-26,NEW10
OI3000199,2026-04-26 23:10:00,C01229,P00511,S017,5,73756.93,0.2,368784.65,CARD,shipped,2026-04-26,
OI3000200,2026-04-26 05:57:00,C00682,P00797,S016,2,19573.06,0.05,31316.9,WALLET,cancelled,2026-04-26,
OI3000201,2026-04-12 05:00:00,C01561,P00034,S064,5,26173.66,0.1,130868.3,NETBANKING,returned,2026-04-26,
OI3000202,2026-04-26 21:58:00,C01026,P00739,S021,6,67197.88,0.0,383027.92,CARD,delivered,2026-04-26,
OI3000203,2026-04-26 20:00:00,C01353,P00568,S071,5,3769.83,0.0,17906.69,UPI,shipped,2026-04-26,
OI3000204,2026-04-26 19:16:00,C01042,P00009,S031,6,71925.36,0.1,431552.16,CARD,shipped,2026-04-26,NEW10
OI3000205,2026-04-26 04:47:00,C00658,P00203,S057,5,24833.93,0.2,111752.68,CARD,cancelled,2026-04-26,
OI3000206,2026-04-26 15:10:00,C02254,P00428,S042,1,68085.26,0.2,54468.21,WALLET,cancelled,2026-04-26,
OI3000207,2026-04-26 09:37:00,C02398,P00411,S038,1,3717.78,0.0,3717.78,UPI,shipped,2026-04-26,
OI3000208,2026-04-26 13:37:00,C01645,P00632,S022,6,62788.56,0.2,357894.79,UPI,returned,2026-04-26,
OI3000209,2026-04-26 01:29:00,C01371,P00335,S015,4,23504.66,0.2,94018.64,COD,shipped,2026-04-26,
OI3000210,2026-04-26 18:31:00,C02407,P00175,S073,3,58494.71,0.05,157935.72,COD,returned,2026-04-26,NEW10
OI3000211,2026-04-26 06:19:00,C02067,P00084,S012,4,75079.07,0.2,300316.28,COD,cancelled,2026-04-26,NEW10
OI3000212,2026-04-26 02:36:00,C01830,P00765,S020,4,39553.0,0.05,142390.8,CARD,shipped,2026-04-26,
OI3000213,2026-04-26 02:34:00,C00773,,S031,3,49831.34,0.1,142019.32,COD,cancelled,2026-04-26,
OI3000214,2026-04-26 20:34:00,C00260,P00243,S043,3,35974.1,0.1,107922.3,UPI,returned,2026-04-26,FESTIVE20
OI3000215,2026-04-26 01:48:00,C00722,P00185,S004,6,23407.15,0.1,112354.32,COD,shipped,2026-04-26,NEW10
OI3000216,2026-04-26 15:17:00,C01538,P00583,S071,5,unknown,0.1,bad_amount,COD,delivered,2026-04-26,FESTIVE20
