customer_id,customer_name,city,segment,gender,signup_date,status,effective_date,operation
C00900,Customer_900,Chennai,Gold,Other,2024-03-08,active,2026-04-26,UPDATE
C02132,Customer_2132,Pune,Silver,Other,2025-12-04,active,2026-04-26,UPDATE
C00251,Customer_251,Jaipur,Silver,F,2025-12-30,inactive,2026-04-26,UPDATE
C01115,Customer_1115,Gurugram,Silver,F,2024-12-30,active,2026-04-26,UPDATE
C00296,Customer_296,Chennai,Gold,F,2025-03-28,active,2026-04-26,UPDATE
C01404,Customer_1404,Delhi,Regular,Other,2025-11-27,inactive,2026-04-26,UPDATE
C02330,Customer_2330,Bengaluru,Silver,F,2024-04-22,active,2026-04-26,UPDATE
C00228,Customer_228,Chennai,Silver,Other,2025-01-15,active,2026-04-26,UPDATE
C00961,Customer_961,Bengaluru,Regular,Other,2025-05-31,inactive,2026-04-26,UPDATE
C00660,Customer_660,Pune,Platinum,F,2024-10-16,active,2026-04-26,UPDATE
C01154,Customer_1154,Ahmedabad,Platinum,M,2025-10-02,active,2026-04-26,UPDATE
C01606,Customer_1606,Hyderabad,Silver,Other,2024-04-18,active,2026-04-26,UPDATE
C02500,Customer_2500,Mumbai,Silver,Other,2024-07-06,active,2026-04-26,UPDATE
C01335,Customer_1335,Pune,Platinum,Other,2025-10-24,active,2026-04-26,UPDATE
C02031,Customer_2031,Bengaluru,Platinum,Other,2024-09-12,inactive,2026-04-26,UPDATE
C00960,Customer_960,Ahmedabad,Silver,F,2024-05-15,active,2026-04-26,UPDATE
C00994,Customer_994,Delhi,Regular,F,2024-04-29,active,2026-04-26,UPDATE
C02007,Customer_2007,Gurugram,Platinum,M,2024-11-03,active,2026-04-26,UPDATE
C01367,Customer_1367,Hyderabad,Silver,Other,2025-04-30,inactive,2026-04-26,UPDATE
C00822,Customer_822,Ahmedabad,Gold,F,2025-06-19,active,2026-04-26,UPDATE
C00084,Customer_84,Gurugram,Regular,F,2024-10-12,active,2026-04-26,UPDATE
C00577,Customer_577,Chennai,Silver,F,2025-11-17,inactive,2026-04-26,UPDATE
C00178,Customer_178,Hyderabad,Gold,F,2025-02-22,active,2026-04-26,UPDATE
C01327,Customer_1327,Kolkata,Platinum,F,2026-01-02,active,2026-04-26,UPDATE
C00604,Customer_604,Delhi,Gold,Other,2024-05-15,active,2026-04-26,UPDATE
C01713,Customer_1713,Bengaluru,Gold,Other,2025-03-29,active,2026-04-26,UPDATE
C01405,Customer_1405,Pune,Gold,M,2025-01-16,active,2026-04-26,UPDATE
C02468,Customer_2468,Chennai,Platinum,M,2026-01-01,active,2026-04-26,UPDATE
C02369,Customer_2369,Kolkata,Gold,Other,2024-12-05,active,2026-04-26,UPDATE
C01810,Customer_1810,Bengaluru,Platinum,M,2025-10-06,active,2026-04-26,UPDATE
C01789,Customer_1789,Ahmedabad,Silver,M,2024-07-24,active,2026-04-26,UPDATE
C02079,Customer_2079,Chennai,Gold,M,2025-11-07,active,2026-04-26,UPDATE
C01724,Customer_1724,Delhi,Regular,F,2025-11-25,active,2026-04-26,UPDATE
C00208,Customer_208,Ahmedabad,Silver,Other,2025-11-29,active,2026-04-26,UPDATE
C01150,Customer_1150,Chennai,Platinum,Other,2025-04-13,active,2026-04-26,UPDATE
C00734,Customer_734,Hyderabad,Silver,M,2024-02-25,active,2026-04-26,UPDATE
C02274,Customer_2274,Mumbai,Gold,F,2025-08-04,active,2026-04-26,UPDATE
C02160,Customer_2160,Ahmedabad,Platinum,M,2024-10-05,active,2026-04-26,UPDATE
C01509,Customer_1509,Chennai,Gold,F,2025-07-29,active,2026-04-26,UPDATE
C01511,Customer_1511,Mumbai,Silver,Other,2025-11-23,active,2026-04-26,UPDATE
C01692,Customer_1692,Hyderabad,Regular,M,2024-12-01,active,2026-04-26,UPDATE
C02073,Customer_2073,Mumbai,Silver,Other,2024-07-23,active,2026-04-26,UPDATE
C00367,Customer_367,Mumbai,Silver,Other,2025-01-31,active,2026-04-26,UPDATE
C01569,Customer_1569,Chennai,Gold,Other,2025-08-30,active,2026-04-26,UPDATE
C01492,Customer_1492,Ahmedabad,Regular,F,2025-02-14,active,2026-04-26,UPDATE
C01453,Customer_1453,Hyderabad,Gold,Other,2024-05-02,active,2026-04-26,UPDATE
C00355,Customer_355,Bengaluru,Gold,F,2025-09-08,active,2026-04-26,UPDATE
C00020,Customer_20,Bengaluru,Gold,F,2025-10-20,inactive,2026-04-26,UPDATE
C01729,Customer_1729,Mumbai,Platinum,M,2024-10-02,active,2026-04-26,UPDATE
C00239,Customer_239,Kolkata,Gold,F,2024-04-03,active,2026-04-26,UPDATE
C00621,Customer_621,Gurugram,Regular,M,2024-05-15,active,2026-04-26,UPDATE
C00972,Customer_972,Jaipur,Gold,Other,2025-08-22,active,2026-04-26,UPDATE
C00460,Customer_460,Mumbai,Gold,M,2024-12-01,inactive,2026-04-26,UPDATE
C01067,Customer_1067,Delhi,Regular,Other,2025-04-26,active,2026-04-26,UPDATE
C00514,Customer_514,Chennai,Silver,Other,2025-06-23,active,2026-04-26,UPDATE
C01474,Customer_1474,Pune,Gold,M,2024-05-06,active,2026-04-26,UPDATE
C00733,Customer_733,Jaipur,Silver,M,2024-04-08,active,2026-04-26,UPDATE
C01528,Customer_1528,Mumbai,Gold,F,2024-03-19,active,2026-04-26,UPDATE
C00444,Customer_444,Bengaluru,Gold,F,2024-07-16,active,2026-04-26,UPDATE
C01160,Customer_1160,Gurugram,Platinum,Other,2025-07-08,active,2026-04-26,UPDATE
C01851,Customer_1851,Chennai,Regular,F,2025-12-27,inactive,2026-04-26,UPDATE
C05501,Customer_5501,Chennai,Regular,F,2026-04-26,active,2026-04-26,INSERT
C05502,Customer_5502,Kolkata,Platinum,M,2026-04-26,active,2026-04-26,INSERT
C05503,Customer_5503,Jaipur,Silver,F,2026-04-26,active,2026-04-26,INSERT
C05504,Customer_5504,Pune,Gold,F,2026-04-26,active,2026-04-26,INSERT
C05505,Customer_5505,Delhi,Regular,F,2026-04-26,active,2026-04-26,INSERT
C05506,Customer_5506,Bengaluru,Gold,F,2026-04-26,active,2026-04-26,INSERT
C05507,Customer_5507,Kolkata,Gold,Other,2026-04-26,active,2026-04-26,INSERT
C05508,Customer_5508,Kolkata,Gold,F,2026-04-26,active,2026-04-26,INSERT
C05509,Customer_5509,Delhi,Gold,M,2026-04-26,active,2026-04-26,INSERT
C05510,Customer_5510,Gurugram,Gold,Other,2026-04-26,active,2026-04-26,INSERT
C05511,Customer_5511,Kolkata,Silver,F,2026-04-26,active,2026-04-26,INSERT
C05512,Customer_5512,Kolkata,Gold,M,2026-04-26,active,2026-04-26,INSERT
C05513,Customer_5513,Jaipur,Gold,Other,2026-04-26,active,2026-04-26,INSERT
C05514,Customer_5514,Bengaluru,Platinum,Other,2026-04-26,active,2026-04-26,INSERT
C05515,Customer_5515,Jaipur,Silver,F,2026-04-26,active,2026-04-26,INSERT
C05516,Customer_5516,Pune,Regular,F,2026-04-26,active,2026-04-26,INSERT
C05517,Customer_5517,Bengaluru,Platinum,Other,2026-04-26,active,2026-04-26,INSERT
C05518,Customer_5518,Mumbai,Platinum,F,2026-04-26,active,2026-04-26,INSERT
C05519,Customer_5519,Bengaluru,Regular,F,2026-04-26,active,2026-04-26,INSERT
C05520,Customer_5520,Jaipur,Gold,Other,2026-04-26,active,2026-04-26,INSERT
C05521,Customer_5521,Delhi,Silver,F,2026-04-26,active,2026-04-26,INSERT
C05522,Customer_5522,Ahmedabad,Gold,M,2026-04-26,active,2026-04-26,INSERT
C05523,Customer_5523,Delhi,Platinum,M,2026-04-26,active,2026-04-26,INSERT
C05524,Customer_5524,Pune,Silver,M,2026-04-26,active,2026-04-26,INSERT
C05525,Customer_5525,Chennai,Regular,F,2026-04-26,active,2026-04-26,INSERT
C05526,Customer_5526,Hyderabad,Regular,Other,2026-04-26,active,2026-04-26,INSERT
C05527,Customer_5527,Gurugram,Silver,F,2026-04-26,active,2026-04-26,INSERT
C05528,Customer_5528,Gurugram,Platinum,M,2026-04-26,active,2026-04-26,INSERT
C05529,Customer_5529,Bengaluru,Platinum,M,2026-04-26,active,2026-04-26,INSERT
C05530,Customer_5530,Gurugram,Gold,F,2026-04-26,active,2026-04-26,INSERT
C05531,Customer_5531,Pune,Regular,F,2026-04-26,active,2026-04-26,INSERT
C05532,Customer_5532,Gurugram,Regular,Other,2026-04-26,active,2026-04-26,INSERT
C05533,Customer_5533,Mumbai,Platinum,Other,2026-04-26,active,2026-04-26,INSERT
C05534,Customer_5534,Chennai,Platinum,F,2026-04-26,active,2026-04-26,INSERT
C05535,Customer_5535,Delhi,Regular,Other,2026-04-26,active,2026-04-26,INSERT
C05536,Customer_5536,Pune,Regular,Other,2026-04-26,active,2026-04-26,INSERT
C05537,Customer_5537,Gurugram,Gold,Other,2026-04-26,active,2026-04-26,INSERT
C05538,Customer_5538,Kolkata,Platinum,M,2026-04-26,active,2026-04-26,INSERT
C05539,Customer_5539,Chennai,Regular,F,2026-04-26,active,2026-04-26,INSERT
C05540,Customer_5540,Bengaluru,Silver,F,2026-04-26,active,2026-04-26,INSERT
C05541,Customer_5541,Delhi,Regular,M,2026-04-26,active,2026-04-26,INSERT
C05542,Customer_5542,Jaipur,Gold,F,2026-04-26,active,2026-04-26,INSERT
C05543,Customer_5543,Delhi,Silver,F,2026-04-26,active,2026-04-26,INSERT
C05544,Customer_5544,Kolkata,Silver,Other,2026-04-26,active,2026-04-26,INSERT
C05545,Customer_5545,Gurugram,Silver,F,2026-04-26,active,2026-04-26,INSERT
C05546,Customer_5546,Ahmedabad,Platinum,Other,2026-04-26,active,2026-04-26,INSERT
C05547,Customer_5547,Ahmedabad,Regular,F,2026-04-26,active,2026-04-26,INSERT
C05548,Customer_5548,Delhi,Platinum,M,2026-04-26,active,2026-04-26,INSERT
C05549,Customer_5549,Hyderabad,Regular,M,2026-04-26,active,2026-04-26,INSERT
C05550,Customer_5550,Mumbai,Silver,F,2026-04-26,active,2026-04-26,INSERT
C05551,Customer_5551,Hyderabad,Gold,Other,2026-04-26,active,2026-04-26,INSERT
C05552,Customer_5552,Hyderabad,Gold,Other,2026-04-26,active,2026-04-26,INSERT
C05553,Customer_5553,Delhi,Gold,M,2026-04-26,active,2026-04-26,INSERT
C05554,Customer_5554,Pune,Gold,Other,2026-04-26,active,2026-04-26,INSERT
C05555,Customer_5555,Hyderabad,Silver,M,2026-04-26,active,2026-04-26,INSERT
C05556,Customer_5556,Delhi,Platinum,M,2026-04-26,active,2026-04-26,INSERT
C05557,Customer_5557,Pune,Gold,Other,2026-04-26,active,2026-04-26,INSERT
C05558,Customer_5558,Hyderabad,Regular,Other,2026-04-26,active,2026-04-26,INSERT
C05559,Customer_5559,Jaipur,Platinum,M,2026-04-26,active,2026-04-26,INSERT
C05560,Customer_5560,Ahmedabad,Silver,Other,2026-04-26,active,2026-04-26,INSERT
C05561,Customer_5561,Delhi,Silver,Other,2026-04-26,active,2026-04-26,INSERT
C05562,Customer_5562,Chennai,Platinum,M,2026-04-26,active,2026-04-26,INSERT
C05563,Customer_5563,Delhi,Gold,Other,2026-04-26,active,2026-04-26,INSERT
C05564,Customer_5564,Ahmedabad,Silver,Other,2026-04-26,active,2026-04-26,INSERT
C05565,Customer_5565,Pune,Platinum,M,2026-04-26,active,2026-04-26,INSERT
C05566,Customer_5566,Mumbai,Silver,M,2026-04-26,active,2026-04-26,INSERT
C05567,Customer_5567,Chennai,Silver,Other,2026-04-26,active,2026-04-26,INSERT
C05568,Customer_5568,Chennai,Silver,M,2026-04-26,active,2026-04-26,INSERT
C05569,Customer_5569,Delhi,Regular,F,2026-04-26,active,2026-04-26,INSERT
C05570,Customer_5570,Kolkata,Platinum,M,2026-04-26,active,2026-04-26,INSERT
C05571,Customer_5571,Kolkata,Regular,F,2026-04-26,active,2026-04-26,INSERT
C05572,Customer_5572,Jaipur,Regular,M,2026-04-26,active,2026-04-26,INSERT
C05573,Customer_5573,Mumbai,Gold,Other,2026-04-26,active,2026-04-26,INSERT
C05574,Customer_5574,Hyderabad,Gold,M,2026-04-26,active,2026-04-26,INSERT
C05575,Customer_5575,Jaipur,Regular,F,2026-04-26,active,2026-04-26,INSERT
C05576,Customer_5576,Ahmedabad,Regular,Other,2026-04-26,active,2026-04-26,INSERT
C05577,Customer_5577,Jaipur,Gold,F,2026-04-26,active,2026-04-26,INSERT
C05578,Customer_5578,Chennai,Platinum,F,2026-04-26,active,2026-04-26,INSERT
C05579,Customer_5579,Mumbai,Gold,M,2026-04-26,active,2026-04-26,INSERT
C05580,Customer_5580,Chennai,Gold,M,2026-04-26,active,2026-04-26,INSERT
C01335,Customer_1335,Pune,Platinum,Other,2025-10-24,active,2026-04-26,UPDATE
C00520,Customer_520,Delhi,Gold,Other,2024-12-05,active,2026-04-26,UPDATE
C05569,Customer_5569,Delhi,Regular,F,2026-04-26,active,2026-04-26,INSERT
C01367,Customer_1367,Hyderabad,Silver,Other,2025-04-30,inactive,2026-04-26,UPDATE
C01706,Customer_1706,Mumbai,Gold,M,2024-07-06,inactive,2026-04-26,UPDATE
C01851,Customer_1851,Chennai,Regular,F,2025-12-27,inactive,2026-04-26,UPDATE
C01509,Customer_1509,Chennai,Gold,F,2025-07-29,active,2026-04-26,UPDATE
C00168,Customer_168,Delhi,Platinum,Other,2025-08-26,active,2026-04-26,UPDATE
C05579,Customer_5579,Mumbai,Gold,M,2026-04-26,active,2026-04-26,INSERT
C05555,Customer_5555,Hyderabad,Silver,M,2026-04-26,active,2026-04-26,INSERT
