product_id,product_name,category,brand,unit_price,status,created_date,effective_date,operation
P00792,Mixer 792,Home,BrandC,84397.66,active,2024-02-24,2026-04-26,UPDATE
P00509,Shampoo 509,Beauty,BrandA,85430.72,active,2023-12-04,2026-04-26,UPDATE
P00023,Mixer 23,Home,BrandC,61127.57,discontinued,2025-07-04,2026-04-26,UPDATE
P00163,Smartphone 163,Electronics,BrandD,42816.15,discontinued,2025-04-20,2026-04-26,UPDATE
P00604,Perfume 604,Beauty,BrandD,93291.3,active,2023-03-16,2026-04-26,UPDATE
P00005,Oil 5,,BrandC,14215.68,active,2024-12-12,2026-04-26,UPDATE
P00326,Perfume 326,Beauty,BrandA,82482.78,discontinued,2025-06-01,2026-04-26,UPDATE
P00473,Coffee 473,Grocery,BrandB,76652.3,active,2023-10-09,2026-04-26,UPDATE
P00384,Sneakers 384,Fashion,BrandD,39908.97,active,2023-10-22,2026-04-26,UPDATE
P00454,Smartphone 454,Electronics,BrandB,22802.18,active,2023-10-21,2026-04-26,UPDATE
