customer_id,customer_name,city,segment,gender,signup_date,status,effective_date,operation
C01422,Customer_1422,Chennai,Silver,M,31-31-2025,active,2026-04-25,UPDATE
C00948,Customer_948,Hyderabad,Silver,M,2024-06-02,active,2026-04-25,UPDATE
C01610,Customer_1610,Pune,Regular,M,2024-02-19,active,2026-04-25,UPDATE
C02107,Customer_2107,Ahmedabad,Gold,Other,2025-10-11,active,2026-04-25,UPDATE
C00908,Customer_908,Mumbai,Platinum,Other,2024-03-15,active,2026-04-25,UPDATE
C01530,Customer_1530,Jaipur,Gold,F,2024-09-14,inactive,2026-04-25,UPDATE
C02270,Customer_2270,Kolkata,Silver,M,2024-07-03,active,2026-04-25,UPDATE
C02309,Customer_2309,Delhi,Regular,M,2024-04-22,active,2026-04-25,UPDATE
C01380,Customer_1380,Delhi,Platinum,Other,2025-08-05,active,2026-04-25,UPDATE
C02119,Customer_2119,Gurugram,Regular,M,2024-04-18,active,2026-04-25,UPDATE
C02164,Customer_2164,Bengaluru,Regular,F,2024-06-17,active,2026-04-25,UPDATE
C01719,Customer_1719,Hyderabad,Gold,F,2025-08-26,active,2026-04-25,UPDATE
C00367,Customer_367,Jaipur,Silver,Other,2025-01-31,active,2026-04-25,UPDATE
C01084,Customer_1084,Mumbai,Silver,Other,2025-12-14,inactive,2026-04-25,UPDATE
C01356,Customer_1356,Kolkata,Platinum,Other,2024-02-11,active,2026-04-25,UPDATE
C01747,Customer_1747,Pune,Regular,F,2025-07-05,active,2026-04-25,UPDATE
C00222,Customer_222,Mumbai,Regular,Other,2025-03-01,active,2026-04-25,UPDATE
C01645,Customer_1645,Chennai,Regular,M,2024-04-15,inactive,2026-04-25,UPDATE
C00067,Customer_67,Pune,Gold,Other,2024-04-16,active,2026-04-25,UPDATE
C00359,Customer_359,Hyderabad,Silver,F,2025-10-16,active,2026-04-25,UPDATE
C02171,Customer_2171,Kolkata,Regular,M,2024-02-19,active,2026-04-25,UPDATE
C00327,Customer_327,Kolkata,Regular,F,2024-04-03,active,2026-04-25,UPDATE
C00602,Customer_602,Mumbai,Silver,F,2025-08-09,active,2026-04-25,UPDATE
C01476,Customer_1476,Kolkata,Platinum,M,2024-10-11,active,2026-04-25,UPDATE
C04501,Customer_4501,Jaipur,Regular,F,2026-04-25,active,2026-04-25,INSERT
C04502,Customer_4502,Ahmedabad,Silver,F,2026-04-25,active,2026-04-25,INSERT
C04503,Customer_4503,Mumbai,Regular,F,2026-04-25,active,2026-04-25,INSERT
C04504,Customer_4504,Jaipur,Silver,M,2026-04-25,active,2026-04-25,INSERT
C04505,Customer_4505,Chennai,Platinum,M,2026-04-25,active,2026-04-25,INSERT
C04506,Customer_4506,Bengaluru,Platinum,Other,2026-04-25,active,2026-04-25,INSERT
C04507,Customer_4507,Jaipur,Platinum,F,2026-04-25,active,2026-04-25,INSERT
C04508,Customer_4508,Gurugram,Regular,F,2026-04-25,active,2026-04-25,INSERT
C04509,Customer_4509,Delhi,Silver,Other,2026-04-25,active,2026-04-25,INSERT
C04510,Customer_4510,Chennai,Silver,Other,2026-04-25,active,2026-04-25,INSERT
C04511,Customer_4511,Pune,Silver,Other,2026-04-25,active,2026-04-25,INSERT
C04512,Customer_4512,Gurugram,Silver,Other,2026-04-25,active,2026-04-25,INSERT
C04513,Customer_4513,Hyderabad,Silver,F,2026-04-25,active,2026-04-25,INSERT
C04514,Customer_4514,Mumbai,Gold,Other,2026-04-25,active,2026-04-25,INSERT
C04515,Customer_4515,Bengaluru,Platinum,Other,2026-04-25,active,2026-04-25,INSERT
C04516,Customer_4516,Kolkata,Gold,Other,2026-04-25,active,2026-04-25,INSERT
C04517,Customer_4517,Gurugram,Regular,Other,2026-04-25,active,2026-04-25,INSERT
C04518,Customer_4518,Bengaluru,Silver,F,2026-04-25,active,2026-04-25,INSERT
C04519,Customer_4519,Jaipur,Platinum,M,2026-04-25,active,2026-04-25,INSERT
C04520,Customer_4520,Ahmedabad,Platinum,M,2026-04-25,active,2026-04-25,INSERT
C04521,Customer_4521,Bengaluru,Regular,F,2026-04-25,active,2026-04-25,INSERT
C04522,Customer_4522,Ahmedabad,Regular,M,2026-04-25,active,2026-04-25,INSERT
C04523,Customer_4523,Bengaluru,Silver,F,2026-04-25,active,2026-04-25,INSERT
C04524,Customer_4524,Bengaluru,Platinum,M,2026-04-25,active,2026-04-25,INSERT
C04525,Customer_4525,Kolkata,Silver,M,2026-04-25,active,2026-04-25,INSERT
C04526,Customer_4526,Hyderabad,Regular,F,2026-04-25,active,2026-04-25,INSERT
C04527,Customer_4527,Mumbai,Gold,Other,2026-04-25,active,2026-04-25,INSERT
C04528,Customer_4528,Kolkata,Gold,M,2026-04-25,active,2026-04-25,INSERT
C04529,Customer_4529,Bengaluru,Platinum,F,2026-04-25,active,2026-04-25,INSERT
C04530,Customer_4530,Bengaluru,Gold,Other,2026-04-25,active,2026-04-25,INSERT
C04531,Customer_4531,Jaipur,Gold,Other,2026-04-25,active,2026-04-25,INSERT
C04532,Customer_4532,Pune,Gold,Other,2026-04-25,active,2026-04-25,INSERT
C04533,Customer_4533,Bengaluru,Silver,M,2026-04-25,active,2026-04-25,INSERT
C04534,Customer_4534,Hyderabad,Regular,F,2026-04-25,active,2026-04-25,INSERT
C04535,Customer_4535,Kolkata,Silver,Other,2026-04-25,active,2026-04-25,INSERT
C04536,Customer_4536,Hyderabad,Regular,M,2026-04-25,active,2026-04-25,INSERT
C04537,Customer_4537,Bengaluru,Gold,M,2026-04-25,active,2026-04-25,INSERT
C04538,Customer_4538,Ahmedabad,Gold,F,2026-04-25,active,2026-04-25,INSERT
C04539,Customer_4539,Pune,Gold,Other,2026-04-25,active,2026-04-25,INSERT
C04540,Customer_4540,Jaipur,Gold,M,2026-04-25,active,2026-04-25,INSERT
C04541,Customer_4541,Ahmedabad,Regular,M,2026-04-25,active,2026-04-25,INSERT
C04542,Customer_4542,Kolkata,Silver,Other,2026-04-25,active,2026-04-25,INSERT
C04543,Customer_4543,Hyderabad,Platinum,Other,2026-04-25,active,2026-04-25,INSERT
C04544,Customer_4544,Ahmedabad,Regular,M,2026-04-25,active,2026-04-25,INSERT
C04545,Customer_4545,Chennai,Gold,M,2026-04-25,active,2026-04-25,INSERT
C04546,Customer_4546,Pune,Gold,Other,2026-04-25,active,2026-04-25,INSERT
C04547,Customer_4547,Ahmedabad,Regular,M,2026-04-25,active,2026-04-25,INSERT
C04548,Customer_4548,Gurugram,Silver,Other,2026-04-25,active,2026-04-25,INSERT
C04549,Customer_4549,Ahmedabad,Silver,Other,2026-04-25,active,2026-04-25,INSERT
C04550,Customer_4550,Mumbai,Silver,M,2026-04-25,active,2026-04-25,INSERT
C04551,Customer_4551,Mumbai,Silver,F,2026-04-25,active,2026-04-25,INSERT
C04552,Customer_4552,Bengaluru,Silver,M,2026-04-25,active,2026-04-25,INSERT
C04553,Customer_4553,Chennai,Gold,F,2026-04-25,active,2026-04-25,INSERT
C04554,Customer_4554,Pune,Gold,Other,2026-04-25,active,2026-04-25,INSERT
C04555,Customer_4555,Jaipur,Gold,M,2026-04-25,active,2026-04-25,INSERT
C04556,Customer_4556,Gurugram,Silver,F,2026-04-25,active,2026-04-25,INSERT
C04557,Customer_4557,Jaipur,Gold,Other,2026-04-25,active,2026-04-25,INSERT
C04558,Customer_4558,Kolkata,Gold,Other,2026-04-25,active,2026-04-25,INSERT
C04559,Customer_4559,Hyderabad,Regular,Other,2026-04-25,active,2026-04-25,INSERT
C04560,Customer_4560,Mumbai,Regular,Other,2026-04-25,active,2026-04-25,INSERT
C04561,Customer_4561,Mumbai,Gold,M,2026-04-25,active,2026-04-25,INSERT
C04562,Customer_4562,Bengaluru,Gold,M,2026-04-25,active,2026-04-25,INSERT
C04563,Customer_4563,Bengaluru,Regular,F,2026-04-25,active,2026-04-25,INSERT
C04564,Customer_4564,Chennai,Platinum,F,2026-04-25,active,2026-04-25,INSERT
C04565,Customer_4565,Bengaluru,Regular,M,2026-04-25,active,2026-04-25,INSERT
C04566,Customer_4566,Ahmedabad,Silver,F,2026-04-25,active,2026-04-25,INSERT
C04567,Customer_4567,Ahmedabad,Platinum,Other,2026-04-25,active,2026-04-25,INSERT
C04568,Customer_4568,Hyderabad,Regular,Other,2026-04-25,active,2026-04-25,INSERT
C04569,Customer_4569,Gurugram,Silver,F,2026-04-25,active,2026-04-25,INSERT
C04570,Customer_4570,Jaipur,Gold,Other,2026-04-25,active,2026-04-25,INSERT
C04571,Customer_4571,Bengaluru,Silver,M,2026-04-25,active,2026-04-25,INSERT
C04572,Customer_4572,Pune,Silver,F,2026-04-25,active,2026-04-25,INSERT
C04573,Customer_4573,Delhi,Gold,F,2026-04-25,active,2026-04-25,INSERT
C04574,Customer_4574,Bengaluru,Gold,F,2026-04-25,active,2026-04-25,INSERT
C04575,Customer_4575,Jaipur,Regular,M,2026-04-25,active,2026-04-25,INSERT
C04576,Customer_4576,Ahmedabad,Gold,Other,2026-04-25,active,2026-04-25,INSERT
C04577,Customer_4577,Mumbai,Regular,M,2026-04-25,active,2026-04-25,INSERT
C04578,Customer_4578,Hyderabad,Silver,Other,2026-04-25,active,2026-04-25,INSERT
C04579,Customer_4579,Ahmedabad,Gold,Other,2026-04-25,active,2026-04-25,INSERT
C04580,Customer_4580,Ahmedabad,Platinum,Other,2026-04-25,active,2026-04-25,INSERT
C04525,Customer_4525,Kolkata,Silver,M,2026-04-25,active,2026-04-25,INSERT
C04538,Customer_4538,Ahmedabad,Gold,F,2026-04-25,active,2026-04-25,INSERT
C01459,Customer_1459,Jaipur,Regular,Other,2024-11-26,active,2026-04-25,UPDATE
C01610,Customer_1610,Pune,Regular,M,2024-02-19,active,2026-04-25,UPDATE
C04544,Customer_4544,Ahmedabad,Regular,M,2026-04-25,active,2026-04-25,INSERT
C00854,Customer_854,Gurugram,Platinum,M,2024-04-09,active,2026-04-25,UPDATE
C01177,Customer_1177,Hyderabad,Platinum,Other,2024-04-21,inactive,2026-04-25,UPDATE
C04551,Customer_4551,Mumbai,Silver,F,2026-04-25,active,2026-04-25,INSERT
C04505,Customer_4505,Chennai,Platinum,M,2026-04-25,active,2026-04-25,INSERT
C01491,Customer_1491,Ahmedabad,Silver,Other,2025-11-05,active,2026-04-25,UPDATE
