order_id,order_ts,customer_id,product_id,store_id,quantity,unit_price,discount_pct,gross_amount,payment_method,order_status,ingest_date
OI2000064,2026-04-25 07:17:00,C02145,P00531,S055,1,77911.66,0.05,74016.08,COD,returned,2026-04-25
OI2000065,2026-04-25 08:40:00,C01887,P00250,S074,6,1505.23,0.1,9031.38,CARD,delivered,2026-04-25
OI2000066,2026-04-25 17:20:00,C02164,P00605,S052,4,54013.86,0.2,194449.9,NETBANKING,delivered,2026-04-25
OI2000067,2026-04-25 10:27:00,C02498,P00242,S043,5,78088.55,0.1,390442.75,NETBANKING,delivered,2026-04-25
OI2000068,2026-04-25 08:49:00,C00606,P00594,S043,4,84786.09,0.05,322187.14,NETBANKING,shipped,2026-04-25
OI2000069,2026-04-25 04:09:00,C00001,P00010,S045,6,25422.83,0.0,144910.13,CARD,shipped,2026-04-25
OI2000070,2026-04-25 23:40:00,C01812,P00255,S047,3,44820.18,0.1,134460.54,COD,delivered,2026-04-25
OI2000071,2026-04-25 12:23:00,C01233,P00124,S008,1,34862.45,0.05,31376.2,CARD,delivered,2026-04-25
OI2000072,2026-04-25 11:25:00,C01961,P00275,S059,3,26670.55,0.05,72010.49,NETBANKING,delivered,2026-04-25
OI2000073,2026-04-25 17:01:00,C00651,P00338,S020,6,unknown,0.0,bad_amount,NETBANKING,delivered,2026-04-25
OI2000074,2026-04-25 22:13:00,C02218,P00596,S017,3,70133.01,0.2,199879.08,WALLET,shipped,2026-04-25
OI2000075,2026-04-25 00:51:00,C00032,P00235,S038,4,20332.68,0.05,65064.58,NETBANKING,shipped,2026-04-25
OI2000076,2026-04-25 03:16:00,C01158,P00193,S005,6,22377.64,0.0,107412.67,NETBANKING,delivered,2026-04-25
OI2000077,2026-04-25 01:30:00,C00527,P00126,S022,2,59055.7,0.05,112205.83,UPI,delivered,2026-04-25
OI2000078,2026-04-25 08:05:00,C00664,P00308,S031,3,57581.59,0.1,138195.82,UPI,returned,2026-04-25
OI2000079,2026-04-25 14:42:00,C01772,P00130,S058,4,10121.56,0.05,32388.99,COD,cancelled,2026-04-25
OI2000080,2026-04-25 11:19:00,C00627,P00044,S066,3,34466.16,0.0,82718.78,COD,cancelled,2026-04-25
OI2000081,2026-04-25 03:21:00,C00165,P00455,S006,2,42679.32,0.2,85358.64,NETBANKING,cancelled,2026-04-25
OI2000082,2026-04-25 14:20:00,C01194,P00787,S029,5,30646.57,0.1,145571.21,UPI,returned,2026-04-25
OI2000083,2026-04-25 21:22:00,C00373,P00126,S004,6,59055.7,0.1,283467.36,UPI,returned,2026-04-25
OI2000084,2026-04-21 01:00:00,C00049,P00014,S010,6,24907.63,0.05,149445.78,CARD,cancelled,2026-04-25
OI2000085,2026-04-25 20:28:00,C01801,P00210,S015,3,58841.88,0.05,167699.36,UPI,delivered,2026-04-25
OI2000086,2026-04-25 12:32:00,C01527,P00570,S047,1,51025.74,0.2,40820.59,CARD,delivered,2026-04-25
OI2000087,2026-04-25 07:30:00,C00923,P00183,S053,4,66956.49,0.05,241043.36,UPI,cancelled,2026-04-25
OI2000088,2026-04-25 14:41:00,C00956,P00296,S039,1,64201.56,0.1,60991.48,WALLET,delivered,2026-04-25
OI2000089,2026-04-25 07:56:00,C00660,P00361,S005,4,36875.57,0.05,118001.82,NETBANKING,delivered,2026-04-25
OI2000090,2026-04-25 16:58:00,C01657,P00336,S075,1,40699.34,0.2,36629.41,WALLET,returned,2026-04-25
OI2000091,2026-04-25 10:54:00,C01406,P00400,S029,2,27347.38,0.1,49225.28,CARD,returned,2026-04-25
OI2000092,2026-04-25 23:15:00,C01443,P00448,S043,6,33311.51,0.1,189875.61,CARD,delivered,2026-04-25
OI2000093,2026-04-25 05:43:00,C02108,P00587,S068,1,23002.92,0.1,23002.92,WALLET,shipped,2026-04-25
OI2000094,2026-04-25 15:12:00,C02433,P00377,S066,6,61653.87,0.1,295938.58,COD,shipped,2026-04-25
OI2000095,2026-04-25 06:04:00,C01893,P00257,S036,1,66166.78,0.0,66166.78,WALLET,shipped,2026-04-25
OI2000096,2026-04-25 17:03:00,C00737,P00762,S056,1,66417.68,0.1,53134.14,WALLET,cancelled,2026-04-25
OI2000097,2026-04-25 17:03:00,C02058,P00279,S060,3,33752.53,0.1,91131.83,CARD,delivered,2026-04-25
OI2000098,2026-04-25 09:03:00,C01783,P00397,S051,4,unknown,0.05,bad_amount,UPI,returned,2026-04-25
OI2000099,2026-04-25 16:11:00,C00109,P00077,S038,1,83992.66,0.05,83992.66,NETBANKING,shipped,2026-04-25
OI2000100,2026-04-25 09:26:00,C02350,P00665,S059,1,48528.2,0.2,48528.2,WALLET,shipped,2026-04-25
OI2000101,2026-04-25 16:16:00,C01576,P00280,S025,3,77257.9,0.1,208596.33,UPI,delivered,2026-04-25
OI2000102,2026-04-25 07:30:00,C00539,P00569,S009,3,24215.81,0.1,65382.69,COD,returned,2026-04-25
OI2000103,2026-04-25 01:34:00,C02432,P00186,S066,2,52875.22,0.1,100462.92,WALLET,cancelled,2026-04-25
OI2000104,2026-04-25 13:26:00,C01979,P00685,S008,3,50206.6,0.2,135557.82,UPI,cancelled,2026-04-25
OI2000105,2026-04-25 06:01:00,C01431,P00529,S021,3,17985.15,0.1,43164.36,NETBANKING,delivered,2026-04-25
OI2000106,2026-04-25 08:23:00,C01156,P00491,S002,3,6922.87,0.2,NaN_TEXT,WALLET,cancelled,2026-04-25
OI2000107,2026-04-25 18:20:00,C00467,P00765,S021,3,39553.0,0.1,118659.0,NETBANKING,returned,2026-04-25
OI2000108,2026-04-25 03:03:00,C01897,P00611,S066,2,37468.74,0.2,59949.98,WALLET,delivered,2026-04-25
OI2000109,2026-04-25 06:54:00,C00427,P00586,S007,5,1922.83,0.2,9614.15,WALLET,shipped,2026-04-25
OI2000110,2026-04-25 01:23:00,C01918,P00418,S058,5,5921.13,0.05,28125.37,COD,delivered,2026-04-25
OI2000111,2026-04-25 13:36:00,C00781,P00321,S009,6,11658.52,0.0,66453.56,UPI,cancelled,2026-04-25
OI2000112,2026-04-25 23:16:00,C00985,P00473,S030,4,3872.45,0.0,15489.8,UPI,delivered,2026-04-25
OI2000113,2026-04-25 06:30:00,C00834,P00160,S002,2,56754.39,0.0,90807.02,CARD,returned,2026-04-25
OI2000114,2026-04-25 12:19:00,C00635,P00426,S047,2,7233.88,0.05,14467.76,CARD,shipped,2026-04-25
OI2000115,2026-04-25 09:38:00,C00195,P00119,S025,1,53756.74,0.0,48381.07,WALLET,shipped,2026-04-25
OI2000116,2026-04-22 10:00:00,C02449,P00362,S033,6,75849.67,0.2,432343.12,UPI,delivered,2026-04-25
OI2000117,2026-04-25 09:13:00,C01613,P00423,S032,3,4575.88,0.1,10982.11,CARD,shipped,2026-04-25
OI2000118,2026-04-25 08:39:00,C00562,P00735,S048,1,9307.16,0.0,9307.16,UPI,shipped,2026-04-25
OI2000119,2026-04-25 22:28:00,C01740,P00145,S027,6,54447.66,0.05,261348.77,COD,cancelled,2026-04-25
OI2000120,2026-04-25 14:47:00,C00764,P00269,S031,6,1133.19,0.2,6459.18,WALLET,cancelled,2026-04-25
OI2000121,2026-04-25 09:03:00,C02272,P00711,S010,6,67059.62,0.1,402357.72,COD,delivered,2026-04-25
OI2000122,2026-04-25 14:32:00,C00473,P00171,S026,1,698.95,0.05,698.95,UPI,delivered,2026-04-25
OI2000123,2026-04-25 23:03:00,C00260,P00474,S052,3,29119.69,0.05,69887.26,COD,delivered,2026-04-25
OI2000124,2026-04-25 08:37:00,C01425,P00635,S025,2,37326.92,0.0,67188.46,WALLET,returned,2026-04-25
OI2000125,2026-04-25 23:52:00,C02301,P00030,S075,2,36930.25,0.0,66474.45,NETBANKING,delivered,2026-04-25
OI2000126,2026-04-25 15:49:00,C01756,P00485,S029,5,27946.35,0.05,139731.75,CARD,shipped,2026-04-25
OI2000127,2026-04-25 13:26:00,C02021,P00013,S030,5,67005.44,0.1,335027.2,CARD,returned,2026-04-25
OI2000128,2026-04-25 01:49:00,C01818,P00774,S073,2,65685.6,0.2,131371.2,COD,shipped,2026-04-25
OI2000129,2026-04-25 05:41:00,C01062,P00433,S020,5,62850.99,0.05,282829.46,WALLET,cancelled,2026-04-25
OI2000130,2026-04-25 03:33:00,C02085,P00665,S013,4,48528.2,0.1,194112.8,CARD,returned,2026-04-25
OI2000131,2026-04-25 12:02:00,C01438,P00621,S024,2,55549.34,0.1,88878.94,NETBANKING,delivered,2026-04-25
OI2000132,2026-04-25 06:15:00,C00863,P00117,S018,6,74834.72,0.1,359206.66,UPI,cancelled,2026-04-25
OI2000133,2026-04-25 01:38:00,C00055,P00699,S052,6,67726.99,0.2,386043.84,CARD,delivered,2026-04-25
OI2000134,2026-04-25 19:51:00,C00595,P00383,S029,3,13065.11,0.0,37235.56,COD,cancelled,2026-04-25
OI2000135,2026-04-25 12:42:00,C00105,P00673,S068,5,16017.13,0.0,64068.52,WALLET,shipped,2026-04-25
OI2000136,2026-04-25 04:05:00,C01862,P00413,S018,6,81415.77,0.0,464069.89,WALLET,cancelled,2026-04-25
OI2000137,2026-04-25 08:53:00,C02394,P00722,S073,6,75564.96,0.1,408050.78,UPI,cancelled,2026-04-25
OI2000138,2026-04-25 07:45:00,C02258,P00170,S061,2,72347.53,0.2,144695.06,CARD,delivered,2026-04-25
OI2000139,2026-04-25 23:59:00,C02362,P00071,S017,2,45073.73,0.05,72117.97,NETBANKING,delivered,2026-04-25
OI2000140,2026-04-25 21:08:00,C01887,P00679,S021,1,30430.68,0.05,24344.54,COD,returned,2026-04-25
OI2000141,2026-04-25 00:23:00,C01157,P00509,S027,3,46799.63,0.05,140398.89,COD,returned,2026-04-25
OI2000142,2026-04-25 16:03:00,C01075,P00167,S059,2,65097.56,0.2,117175.61,UPI,returned,2026-04-25
OI2000143,2026-04-25 19:54:00,C00101,P00623,S042,6,37629.61,0.2,180622.13,NETBANKING,cancelled,2026-04-25
OI2000144,2026-04-25 12:10:00,C00787,P00567,S032,1,28237.73,0.1,26825.84,COD,delivered,2026-04-25
OI2000145,2026-04-25 13:42:00,C02201,P00259,S065,3,80755.21,0.05,193812.5,WALLET,returned,2026-04-25
OI2000146,2026-04-25 12:55:00,C02218,P00399,S062,1,52543.69,0.2,47289.32,CARD,shipped,2026-04-25
OI2000147,2026-04-25 04:32:00,C00750,P00258,S001,4,68644.21,0.05,247119.16,CARD,shipped,2026-04-25
OI2000148,2026-04-25 03:35:00,C01566,P00715,S048,2,24813.81,0.1,47146.24,UPI,cancelled,2026-04-25
OI2000149,2026-04-25 23:22:00,C01806,P00394,S040,6,15576.88,0.05,93461.28,CARD,delivered,2026-04-25
OI2000150,2026-04-25 10:55:00,C01930,P00074,S016,1,50478.89,0.05,47954.95,NETBANKING,shipped,2026-04-25
OI2000151,2026-04-25 02:29:00,C00934,P00424,S067,2,42885.89,0.05,81483.19,CARD,delivered,2026-04-25
OI2000152,2026-04-25 22:17:00,C02152,P00375,S056,6,2355.85,0.05,11308.08,COD,shipped,2026-04-25
OI2000153,2026-04-25 03:55:00,C00904,P00478,S031,6,82374.84,0.2,469536.59,CARD,cancelled,2026-04-25
OI2000154,2026-04-25 14:48:00,C00895,P00333,S069,3,12534.77,0.2,33843.88,UPI,returned,2026-04-25
OI2000155,2026-04-25 16:05:00,C00167,P00202,S015,3,85633.1,0.0,244054.33,COD,cancelled,2026-04-25
OI2000156,2026-04-25 18:25:00,C02213,P00275,S026,3,26670.55,0.05,76011.07,UPI,shipped,2026-04-25
OI2000157,2026-04-25 08:30:00,C01461,P00085,S027,2,8844.99,0.1,17689.98,CARD,delivered,2026-04-25
OI2000158,2026-04-25 01:29:00,C01112,P00462,S030,1,84326.32,0.1,75893.69,UPI,shipped,2026-04-25
OI2000159,2026-04-25 18:20:00,C00380,P00662,S072,4,30399.21,0.05,115517.0,WALLET,returned,2026-04-25
OI2000160,2026-04-25 06:39:00,C00885,P00712,S035,6,86349.23,0.1,492190.61,COD,shipped,2026-04-25
OI2000161,2026-04-25 10:41:00,C00338,P00572,S018,1,83512.41,0.05,83512.41,CARD,cancelled,2026-04-25
OI2000162,2026-04-25 05:06:00,C01408,P00691,S064,3,26467.14,0.05,75431.35,WALLET,cancelled,2026-04-25
OI2000163,2026-04-25 01:48:00,C02390,P00041,S041,4,70646.68,0.2,226069.38,NETBANKING,returned,2026-04-25
OI2000164,2026-04-25 14:26:00,C00396,P00653,S075,2,64700.15,0.0,116460.27,WALLET,returned,2026-04-25
OI2000165,2026-04-25 10:22:00,C02072,P00444,S048,4,6096.19,0.05,24384.76,WALLET,delivered,2026-04-25
OI2000166,2026-04-19 15:00:00,C00391,P00784,S069,4,19311.58,0.1,77246.32,UPI,cancelled,2026-04-25
OI2000167,2026-04-25 21:38:00,C00988,P00458,S043,3,79638.67,0.05,215024.41,CARD,returned,2026-04-25
OI2000168,2026-04-25 13:11:00,C00867,P00047,S041,1,8657.38,0.05,8657.38,WALLET,cancelled,2026-04-25
OI2000169,2026-04-09 11:00:00,C02407,P00773,S010,6,33311.4,0.1,199868.4,UPI,shipped,2026-04-25
OI2000170,2026-04-25 07:46:00,C00574,P00451,S049,1,70361.03,0.0,70361.03,WALLET,cancelled,2026-04-25
OI2000171,2026-04-25 17:57:00,C00738,P00557,S021,4,unknown,0.05,bad_amount,COD,delivered,2026-04-25
OI2000172,2026-04-25 23:15:00,C00936,P00496,S028,1,35826.7,0.1,28661.36,COD,shipped,2026-04-25
OI2000173,2026-04-25 10:55:00,C00958,P00463,S072,6,25685.87,0.2,123292.18,CARD,shipped,2026-04-25
OI2000174,2026-04-25 13:14:00,C01358,P00785,S042,6,73997.56,0.2,355188.29,COD,returned,2026-04-25
OI2000175,2026-04-25 03:11:00,C01032,P00398,S050,6,86219.46,0.0,413853.41,CARD,returned,2026-04-25
OI2000176,2026-04-25 13:04:00,C01186,P00072,S067,5,63585.51,0.2,286134.79,COD,returned,2026-04-25
OI2000177,2026-04-25 18:40:00,C02057,P00089,S029,6,54798.93,0.1,312353.9,WALLET,cancelled,2026-04-25
OI2000178,2026-04-25 02:36:00,C01023,P00580,S008,2,18525.18,0.05,35197.84,NETBANKING,shipped,2026-04-25
OI2000179,2026-04-25 22:05:00,C02316,P00630,S059,3,27086.8,0.2,81260.4,NETBANKING,shipped,2026-04-25
OI2000180,2026-04-25 22:29:00,C00145,P00142,S003,6,85536.27,0.0,461895.86,NETBANKING,shipped,2026-04-25
OI2000181,2026-04-25 13:10:00,C01493,P00190,S067,1,41382.21,0.1,37243.99,NETBANKING,shipped,2026-04-25
OI2000182,2026-04-25 11:20:00,C02183,P00450,S019,3,70829.61,0.0,201864.39,CARD,delivered,2026-04-25
OI2000183,2026-04-25 22:50:00,C01300,P00779,S023,2,44900.37,0.0,80820.67,CARD,delivered,2026-04-25
OI2000184,2026-04-25 08:48:00,C01106,P00178,S033,4,unknown,0.2,bad_amount,NETBANKING,returned,2026-04-25
OI2000185,2026-04-25 15:04:00,C02097,P00577,S066,3,60430.85,0.0,145034.04,WALLET,cancelled,2026-04-25
OI2000186,2026-04-25 15:14:00,C00539,P00440,S059,6,19592.08,0.2,117552.48,UPI,cancelled,2026-04-25
OI2000187,2026-04-25 05:41:00,C00610,P00241,S028,4,12427.11,0.1,39766.75,UPI,shipped,2026-04-25
OI2000188,2026-04-25 13:32:00,C01230,P00535,S021,2,38049.19,0.05,60878.7,UPI,delivered,2026-04-25
OI2000189,2026-04-25 11:36:00,C00434,P00378,S060,2,3535.63,0.1,6717.7,WALLET,cancelled,2026-04-25
OI2000190,2026-04-25 03:03:00,C00013,P00667,S030,1,83084.21,0.05,66467.37,NETBANKING,returned,2026-04-25
OI2000191,2026-04-25 07:58:00,C02404,P00337,S072,3,88382.35,0.1,212117.64,WALLET,returned,2026-04-25
OI2000192,2026-04-25 12:31:00,C02450,P00537,S060,5,7847.07,0.0,35311.82,UPI,returned,2026-04-25
OI2000193,2026-04-25 10:16:00,C02494,P00062,S042,1,29846.68,0.2,23877.34,CARD,delivered,2026-04-25
OI2000194,2026-04-25 03:56:00,C01797,P00726,S025,1,51078.66,0.05,51078.66,COD,shipped,2026-04-25
OI2000195,2026-04-25 00:00:00,C01363,P00689,S054,2,50562.19,0.1,96068.16,NETBANKING,delivered,2026-04-25
OI2000196,2026-04-25 23:58:00,C01174,P00222,S055,1,53115.56,0.05,47804.0,UPI,shipped,2026-04-25
OI2000197,2026-04-25 21:51:00,C02325,P00117,S067,6,74834.72,0.05,NaN_TEXT,NETBANKING,shipped,2026-04-25
OI2000198,2026-04-25 15:10:00,C00985,P00791,S065,1,54939.76,0.0,49445.78,COD,delivered,2026-04-25
OI2000199,2026-04-25 20:18:00,C01116,P00570,S063,3,51025.74,0.2,137769.5,CARD,cancelled,2026-04-25
OI2000200,2026-04-25 01:36:00,C01430,P00190,S045,3,41382.21,0.0,99317.3,UPI,shipped,2026-04-25
OI2000201,2026-04-25 16:33:00,C01038,P00268,S049,2,1367.81,0.1,2188.5,WALLET,shipped,2026-04-25
OI2000202,2026-04-25 21:59:00,C02183,P00528,S069,2,3660.3,0.2,6954.57,COD,cancelled,2026-04-25
OI2000203,2026-04-25 17:37:00,C00264,P00695,S022,3,78265.88,0.05,211317.88,WALLET,cancelled,2026-04-25
OI2000204,2026-04-25 07:58:00,C01222,P00446,S068,2,86120.56,0.05,172241.12,NETBANKING,shipped,2026-04-25
OI2000205,2026-04-25 09:31:00,C01725,P00171,S055,4,698.95,0.0,2236.64,COD,delivered,2026-04-25
OI2000206,2026-04-25 22:18:00,C02023,P00181,S059,3,19954.26,0.0,56869.64,UPI,shipped,2026-04-25
OI2000207,2026-04-25 19:10:00,C02328,P00308,S062,6,57581.59,0.2,276391.63,COD,cancelled,2026-04-25
OI2000208,2026-04-25 13:46:00,C01306,P00402,S045,2,87853.14,0.05,175706.28,CARD,delivered,2026-04-25
OI2000209,2026-04-25 11:03:00,C00136,P00425,S046,2,65862.3,0.0,125138.37,CARD,returned,2026-04-25
OI2000210,2026-04-25 20:02:00,C01549,P00559,S016,5,72217.82,0.2,361089.1,NETBANKING,returned,2026-04-25
OI2000211,2026-04-25 18:19:00,C01189,P00060,S047,2,28646.51,0.2,57293.02,COD,delivered,2026-04-25
OI2000212,2026-04-25 09:58:00,C01734,P00141,S001,1,7162.54,0.2,6446.29,COD,returned,2026-04-25
OI2000213,2026-04-07 14:00:00,C02482,P00368,S014,2,46678.84,0.1,88689.8,UPI,cancelled,2026-04-25
OI2000214,2026-04-25 22:18:00,C02344,P00492,S010,4,27240.35,0.2,98065.26,WALLET,cancelled,2026-04-25
OI2000215,2026-04-25 15:15:00,C00069,P00784,S069,5,19311.58,0.0,91730.01,WALLET,cancelled,2026-04-25
OI2000216,2026-04-25 08:00:00,C00131,P00260,S035,2,41841.84,0.05,83683.68,WALLET,returned,2026-04-25
OI2000217,2026-04-25 05:42:00,C00300,P00566,S011,4,56559.9,0.0,226239.6,WALLET,cancelled,2026-04-25
OI2000218,2026-04-25 12:31:00,C01249,P00695,S004,3,78265.88,0.2,234797.64,CARD,shipped,2026-04-25
OI2000219,2026-04-25 05:23:00,C00429,P00467,S069,4,3621.18,0.1,11587.78,UPI,cancelled,2026-04-25
OI2000220,2026-04-25 05:22:00,C00518,P00734,S061,1,20878.89,0.05,20878.89,COD,returned,2026-04-25
OI2000221,2026-04-25 13:28:00,C01765,P00617,S024,3,71882.12,0.1,172517.09,COD,delivered,2026-04-25
OI2000222,2026-04-25 05:59:00,C01589,P00591,S058,3,40822.83,0.2,122468.49,COD,returned,2026-04-25
OI2000223,2026-04-25 07:32:00,C00417,P00232,S034,2,38830.73,0.2,73778.39,COD,returned,2026-04-25
OI2000224,2026-04-25 17:45:00,C02353,P00665,S061,6,48528.2,0.2,276610.74,UPI,delivered,2026-04-25
OI2000225,2026-04-25 13:50:00,C00385,P00472,S030,3,21594.74,0.0,61545.01,WALLET,shipped,2026-04-25
